Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Power & Fuel,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2016-09-30,299.07,3.5,302.57,173.48,0.0,-5.12,28.3,29.32,10.47,40.56,25.56,1.0,26.56,4.9,21.66,0.0,21.66,6.25,15.41,15.41,23.26,1.33,1.33,0.0,0.0,0.0,0.0,0.0
2016-12-31,275.58,4.28,279.86,158.19,0.0,3.25,19.24,31.81,10.64,36.64,20.09,0.35,20.44,9.32,11.12,0.0,11.12,3.11,8.01,8.01,23.26,0.69,0.69,0.0,0.0,0.0,0.0,0.0
2017-03-31,320.73,4.71,325.44,184.2,0.0,11.93,28.14,29.05,10.67,32.78,28.68,0.3,28.98,8.3,20.68,4.2,24.88,4.12,20.76,20.76,26.14,1.37,1.37,0.0,0.0,0.0,0.0,0.0
2017-06-30,337.36,0.0,337.36,194.27,0.0,-3.99,28.76,31.46,12.34,36.33,38.19,1.97,40.16,9.46,30.71,0.0,30.71,10.6,20.1,20.1,26.14,1.51,1.51,0.0,0.0,0.0,0.0,0.0
2017-09-30,354.97,0.0,354.97,195.98,0.0,4.87,29.77,32.99,13.26,38.94,39.17,1.32,40.5,10.74,29.76,0.0,29.76,7.07,22.69,22.69,26.14,1.74,1.74,0.0,0.0,0.0,0.0,0.0
2017-12-31,371.14,0.0,371.14,214.44,0.0,4.29,30.01,34.62,12.97,35.72,39.1,0.63,39.74,9.02,30.72,0.0,30.72,10.37,20.34,20.34,26.14,1.56,1.56,0.0,0.0,0.0,0.0,0.0
2018-03-31,392.95,0.0,392.95,235.24,0.0,-1.27,31.34,32.99,13.38,45.7,35.58,6.45,42.03,11.13,30.9,0.0,30.9,10.58,20.32,20.32,27.28,1.51,1.51,0.0,0.0,0.0,0.0,0.0
2018-06-30,421.02,0.0,421.02,256.57,0.0,-7.62,31.88,36.63,12.63,47.48,43.46,0.8,44.26,10.9,33.36,0.0,33.36,11.58,21.78,21.78,27.28,1.6,1.6,0.0,0.0,0.0,0.0,0.0
2018-09-30,432.71,0.0,432.71,240.16,0.0,-14.7,39.27,40.34,13.18,59.04,55.41,0.33,55.74,11.68,44.06,0.0,44.06,16.0,28.07,28.07,27.28,2.06,2.06,0.0,0.0,0.0,0.0,0.0
2018-12-31,452.31,0.0,452.31,262.83,0.0,-10.97,36.77,41.71,13.32,55.75,52.91,5.49,58.4,10.35,48.05,0.0,48.05,16.43,31.62,31.62,27.28,2.32,2.32,0.0,0.0,0.0,0.0,0.0
2019-03-31,485.87,0.0,485.87,268.29,0.0,-18.38,33.02,39.92,13.75,54.23,95.05,1.9,96.95,9.92,87.03,0.0,87.03,30.46,56.57,56.57,27.28,4.15,4.15,0.0,0.0,0.0,0.0,0.0
2019-06-30,550.36,0.0,550.36,227.86,0.0,0.22,35.35,44.04,17.6,58.15,167.14,3.43,170.57,6.39,164.18,0.0,164.18,56.9,107.28,107.28,27.28,7.87,7.87,0.0,0.0,0.0,0.0,0.0
2019-09-30,569.15,0.0,569.15,220.75,0.0,-4.8,0.0,41.41,19.77,98.66,193.36,2.7,196.06,5.01,191.05,0.0,191.05,12.43,178.62,178.62,27.28,13.1,13.1,0.0,0.0,0.0,0.0,0.0
2019-12-31,584.91,0.0,584.91,241.56,0.0,-12.81,37.89,46.19,19.87,58.61,193.6,1.87,195.47,4.38,191.09,0.0,191.09,49.21,141.88,141.88,27.28,10.4,10.4,0.0,0.0,0.0,0.0,0.0
2020-03-31,525.24,0.0,525.24,194.51,0.0,20.69,33.21,43.33,20.69,49.32,163.49,0.76,164.25,4.54,159.71,0.0,159.71,43.45,116.26,116.26,27.28,8.52,8.52,0.0,0.0,0.0,0.0,0.0
2020-06-30,350.4,0.0,350.4,148.2,0.0,-6.09,24.31,50.51,14.28,35.86,83.33,4.86,88.19,2.88,85.31,0.0,85.31,21.7,63.61,63.61,27.28,4.66,4.66,0.0,0.0,0.0,0.0,0.0
2020-09-30,445.27,0.0,445.27,181.74,0.0,-1.2,0.0,46.23,14.4,81.58,122.52,2.46,124.98,0.59,124.39,0.0,124.39,32.31,92.08,92.08,27.28,6.75,6.75,0.0,0.0,0.0,0.0,0.0
2020-12-31,487.77,0.0,487.77,210.73,0.0,5.55,0.0,42.66,17.1,82.7,129.03,3.15,132.18,0.42,131.76,0.0,131.76,33.83,97.93,97.93,27.28,7.18,7.18,0.0,0.0,0.0,0.0,0.0
2021-03-31,525.7,0.0,525.7,237.58,0.0,-5.62,40.76,42.04,21.1,55.28,134.56,2.82,137.38,0.23,137.15,0.0,137.15,36.05,101.1,101.1,27.28,7.41,7.41,0.0,0.0,0.0,0.0,0.0
2021-06-30,527.25,0.0,527.25,268.68,0.0,-34.82,0.0,50.64,17.51,100.6,124.64,43.47,168.11,0.32,167.79,0.0,167.79,32.87,134.92,134.92,27.28,9.89,9.89,0.0,0.0,0.0,0.0,0.0
2021-09-30,544.4,0.0,544.4,273.85,0.0,-8.59,0.0,45.73,17.78,91.91,123.72,6.67,130.39,0.4,129.99,0.0,129.99,33.44,96.55,96.55,27.28,7.08,7.08,0.0,0.0,0.0,0.0,0.0
2021-12-31,689.16,0.0,689.16,354.44,0.0,0.98,0.0,49.96,18.52,125.19,140.07,10.28,150.35,0.42,149.93,0.0,149.93,37.89,112.04,112.04,27.28,8.21,8.21,0.0,0.0,0.0,0.0,0.0
2022-03-31,750.24,0.0,750.24,409.86,0.0,-43.06,0.0,50.41,18.73,128.1,186.2,8.56,194.76,0.46,194.3,0.0,194.3,51.6,142.7,142.7,27.28,10.46,10.46,0.0,0.0,0.0,0.0,0.0
2022-06-30,729.98,0.0,729.98,402.3,0.0,-0.03,0.0,56.65,17.85,131.84,121.37,9.49,130.86,0.32,130.54,0.0,130.54,33.41,97.13,97.13,27.28,7.12,7.12,0.0,0.0,0.0,0.0,0.0
2022-09-30,685.3,0.0,685.3,401.66,0.0,-39.57,0.0,55.25,18.2,127.95,121.81,70.52,192.33,0.32,192.01,0.0,192.01,33.48,158.53,158.53,27.28,11.62,11.62,0.0,0.0,0.0,0.0,0.0
2022-12-31,817.77,0.0,817.77,505.27,0.0,-57.26,0.0,59.06,19.52,150.42,140.76,11.69,152.45,0.47,151.98,0.0,151.98,38.82,113.16,113.16,27.28,8.3,8.3,0.0,0.0,0.0,0.0,0.0
2023-03-31,800.5,0.0,800.5,415.93,0.0,41.38,58.46,58.63,20.59,79.62,125.89,9.88,135.77,0.46,135.31,0.0,135.31,34.74,100.57,100.57,27.28,7.37,7.37,0.0,0.0,0.0,0.0,0.0
2023-06-30,708.31,0.0,708.31,394.31,0.0,-15.46,0.0,62.49,19.79,141.67,105.51,10.3,115.81,0.6,115.21,0.0,115.21,29.39,85.82,85.82,27.28,6.29,6.29,0.0,0.0,0.0,0.0,0.0
2023-09-30,670.59,0.0,670.59,354.79,0.0,11.47,0.0,61.08,20.59,125.49,97.17,89.36,186.53,0.28,186.25,0.0,186.25,28.83,157.42,157.42,27.28,11.54,11.54,0.0,0.0,0.0,0.0,0.0
2023-12-31,674.3,0.0,674.3,371.2,0.0,1.74,51.49,60.22,22.35,77.53,89.77,10.72,100.49,0.4,100.09,0.0,100.09,25.58,74.51,74.51,27.28,5.46,5.46,0.0,0.0,0.0,0.0,0.0
2024-03-31,671.15,0.0,671.15,355.82,0.0,28.66,0.0,66.57,24.06,135.67,60.37,17.36,77.73,0.81,76.92,79.8,156.72,41.04,115.68,115.68,27.28,8.48,8.48,0.0,0.0,0.0,0.0,0.0
2024-06-30,715.71,0.0,715.71,367.41,0.0,33.02,56.24,69.79,24.48,92.52,72.25,13.73,85.98,0.95,85.03,0.0,85.03,21.99,63.04,63.04,27.28,4.62,4.62,0.0,0.0,0.0,0.0,0.0
2024-09-30,604.7,0.0,604.7,374.88,0.0,-57.54,0.0,70.06,25.37,142.39,49.55,109.66,159.2,0.87,158.34,0.0,158.34,16.06,142.28,142.28,27.28,10.43,10.43,0.0,0.0,0.0,0.0,0.0
2024-12-31,551.59,0.0,551.59,338.11,0.0,-26.13,55.58,64.75,24.67,77.49,17.12,7.68,24.8,0.95,23.85,0.0,23.85,6.6,17.25,17.25,27.28,1.26,1.26,0.0,0.0,0.0,0.0,0.0
