Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Power & Fuel,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Prior Year Adjustments,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2016-12-31,1843.36,0.0,1843.36,161.46,0.0,-16.99,299.09,131.31,317.62,799.54,151.33,135.61,286.94,41.05,245.89,0.0,245.89,10.46,235.43,0.0,235.43,34.84,67.58,67.58,0.0,0.0,0.0,0.0,0.0
2017-03-31,2380.26,0.0,2380.26,202.79,0.0,13.62,460.05,135.1,310.85,1057.55,200.3,151.02,351.32,31.44,319.88,0.0,319.88,15.37,304.51,0.0,304.51,34.84,87.41,87.41,0.0,0.0,0.0,0.0,0.0
2017-06-30,2536.27,0.0,2536.27,212.2,0.0,13.69,457.31,147.19,231.15,1025.92,448.81,130.69,579.5,32.9,546.6,0.0,546.6,106.49,440.11,0.0,440.11,34.84,126.33,126.33,0.0,0.0,0.0,0.0,0.0
2017-09-30,2136.83,0.0,2136.83,169.01,0.0,-10.94,411.8,145.38,225.25,861.11,335.22,99.51,434.73,37.95,396.78,0.0,396.78,185.28,211.5,0.0,211.5,34.84,60.71,60.71,0.0,0.0,0.0,0.0,0.0
2017-12-31,2296.23,0.0,2296.23,180.85,0.0,-23.94,505.46,146.62,210.01,917.62,359.61,87.3,446.91,20.74,426.17,0.0,426.17,92.84,333.33,0.0,333.33,34.84,95.68,95.68,0.0,0.0,0.0,0.0,0.0
2018-03-31,2811.08,0.0,2811.08,207.0,0.0,22.48,605.08,148.86,232.99,1198.23,396.44,104.85,501.29,43.68,457.61,0.0,457.61,58.37,399.24,0.0,399.24,34.84,114.6,114.6,0.0,0.0,0.0,0.0,0.0
2018-06-30,3069.91,0.0,3069.91,249.33,0.0,-8.5,708.31,170.74,305.53,1374.82,269.68,93.63,363.31,56.19,307.12,0.0,307.12,27.64,279.48,0.0,279.48,34.84,80.22,80.22,0.0,0.0,0.0,0.0,0.0
2018-09-30,2586.59,0.0,2586.59,197.38,0.0,-29.05,614.33,170.04,329.48,1114.16,190.25,51.37,241.62,61.78,179.84,-178.13,1.71,-47.62,49.33,0.0,49.33,34.84,14.16,14.16,0.0,0.0,0.0,0.0,0.0
2018-12-31,2780.63,0.0,2780.63,211.53,0.0,-6.54,659.08,166.58,336.09,1039.93,373.96,55.31,429.27,59.3,369.97,0.0,369.97,68.68,301.29,0.0,301.29,34.84,86.49,86.49,0.0,0.0,0.0,0.0,0.0
2019-03-31,3284.87,0.0,3284.87,236.57,0.0,13.48,763.32,170.46,420.58,1253.21,427.25,45.09,472.34,69.71,402.63,0.0,402.63,81.68,320.95,0.0,320.95,34.84,92.13,92.13,0.0,0.0,0.0,0.0,0.0
2019-06-30,3036.41,0.0,3036.41,202.74,0.0,-17.18,648.16,191.39,402.67,1109.12,499.51,51.14,550.65,68.04,482.61,0.0,482.61,119.58,363.03,0.0,363.03,34.84,104.21,104.21,0.0,0.0,0.0,0.0,0.0
2019-09-30,2801.71,0.0,2801.71,180.22,0.0,-29.44,598.43,184.95,428.32,1023.4,415.83,57.75,473.58,71.74,401.84,0.0,401.84,92.79,309.05,0.0,309.05,34.84,0.0,88.71,0.0,0.0,0.0,0.0,0.0
2019-12-31,2848.34,0.0,2848.34,180.6,0.0,69.67,479.32,185.6,432.2,1083.82,417.13,64.94,482.07,74.13,407.94,0.0,407.94,97.99,309.95,0.0,309.95,36.08,87.65,87.65,0.0,0.0,0.0,0.0,0.0
2020-03-31,3217.54,0.0,3217.54,199.71,0.0,-18.08,621.71,169.07,436.23,1166.26,642.64,97.79,740.43,72.61,667.82,0.0,667.82,79.67,588.15,0.0,588.15,36.08,163.01,163.01,0.0,0.0,0.0,0.0,0.0
2020-06-30,2325.79,0.0,2325.79,145.5,0.0,15.69,383.12,173.06,271.35,907.82,429.25,124.44,553.69,70.56,483.13,0.0,483.13,112.33,370.8,0.0,370.8,36.08,102.77,102.77,0.0,0.0,0.0,0.0,0.0
2020-09-30,3022.36,0.0,3022.36,201.12,0.0,-3.02,475.35,173.16,278.64,1187.74,709.37,102.4,811.77,62.74,749.03,0.0,749.03,201.78,547.25,0.0,547.25,36.08,151.67,151.67,0.0,0.0,0.0,0.0,0.0
2020-12-31,3309.43,0.0,3309.43,228.08,0.0,-39.75,556.34,169.26,290.62,1306.55,798.33,106.81,905.14,58.52,846.62,0.0,846.62,220.39,626.23,0.0,626.23,36.08,173.57,173.57,0.0,0.0,0.0,0.0,0.0
2021-03-31,3930.81,0.0,3930.81,258.89,0.0,69.13,618.51,244.24,299.29,1562.88,877.87,124.35,1002.22,55.28,946.94,0.0,946.94,179.29,767.65,0.0,767.65,36.08,212.76,212.76,0.0,0.0,0.0,0.0,0.0
2021-06-30,3449.49,0.0,3449.49,231.75,43.16,-83.62,0.0,211.46,232.5,2033.23,781.01,139.17,920.18,53.52,866.66,0.0,866.66,204.94,661.72,0.0,661.72,36.08,183.4,183.4,0.0,0.0,0.0,0.0,0.0
2021-09-30,3205.87,0.0,3205.87,215.68,23.88,-31.0,0.0,202.58,250.54,1896.53,647.66,149.95,797.61,55.57,742.04,0.0,742.04,164.34,577.7,0.0,577.7,36.08,160.11,160.11,0.0,0.0,0.0,0.0,0.0
2021-12-31,3551.76,0.0,3551.76,283.06,193.44,-90.76,807.87,196.53,252.1,1336.09,573.43,110.13,683.56,55.14,628.42,0.0,628.42,136.43,491.99,0.0,491.99,36.08,136.36,136.36,0.0,0.0,0.0,0.0,0.0
2022-03-31,4098.76,0.0,4098.76,271.97,22.1,58.9,1072.77,196.66,301.34,1565.76,609.26,138.09,747.35,53.55,693.8,0.0,693.8,48.59,645.21,0.0,645.21,36.08,178.82,178.82,0.0,0.0,0.0,0.0,0.0
2022-06-30,4202.69,0.0,4202.69,303.26,8.59,-135.93,1442.37,217.39,327.94,1548.19,490.88,-21.58,469.3,57.33,411.97,0.0,411.97,96.42,315.55,0.0,315.55,36.08,87.46,87.46,0.0,0.0,0.0,0.0,0.0
2022-09-30,3780.9,0.0,3780.9,285.9,14.54,69.12,1226.97,209.65,362.79,1451.69,160.24,156.59,316.83,67.56,249.27,0.0,249.27,59.67,189.6,0.0,189.6,36.08,52.55,52.55,0.0,0.0,0.0,0.0,0.0
2022-12-31,4068.79,0.0,4068.79,309.97,5.7,-32.63,1302.74,217.86,413.56,1557.19,294.4,161.23,455.63,71.43,384.2,0.0,384.2,107.43,276.77,0.0,276.77,36.08,76.7,76.7,0.0,0.0,0.0,0.0,0.0
2023-03-31,4785.11,0.0,4785.11,400.76,9.54,20.92,1572.85,220.88,441.91,1667.71,450.54,135.27,585.81,72.61,513.2,0.0,513.2,-33.01,546.21,0.0,546.21,36.08,151.39,151.39,0.0,0.0,0.0,0.0,0.0
2023-06-30,4999.07,0.0,4999.07,361.37,165.62,48.92,0.0,234.88,308.47,3255.7,624.11,161.71,785.82,75.33,710.49,0.0,710.49,129.37,581.12,0.0,581.12,36.08,161.06,161.06,0.0,0.0,0.0,0.0,0.0
2023-09-30,4584.63,0.0,4584.63,321.84,163.04,-28.93,1369.57,233.18,331.48,1655.88,538.57,126.08,664.65,68.13,596.52,0.0,596.52,105.19,491.33,0.0,491.33,36.08,136.18,136.18,0.0,0.0,0.0,0.0,0.0
2023-12-31,4900.82,0.0,4900.82,364.9,53.87,20.54,0.0,234.68,346.63,2993.14,887.06,135.43,1022.49,56.11,966.38,0.0,966.38,232.15,734.23,0.0,734.23,36.08,203.49,203.49,0.0,0.0,0.0,0.0,0.0
2024-03-31,5101.01,0.0,5101.01,417.57,50.37,-107.17,1448.97,235.2,628.09,1728.85,699.13,137.87,837.0,64.76,772.24,0.0,772.24,110.48,661.76,0.0,661.76,36.08,183.41,183.41,0.0,0.0,0.0,0.0,0.0
2024-06-30,4834.69,0.0,4834.69,372.28,69.13,-34.88,1405.2,244.61,642.8,1862.0,273.55,134.59,408.14,57.3,350.84,0.0,350.84,33.13,317.71,0.0,317.71,36.08,88.06,88.06,0.0,0.0,0.0,0.0,0.0
2024-09-30,3727.0,0.0,3727.0,339.96,52.83,17.11,1001.23,249.54,668.65,1473.8,-76.12,177.58,101.46,56.7,44.76,0.0,44.76,-48.37,93.13,0.0,93.13,36.08,25.81,25.81,0.0,0.0,0.0,0.0,0.0
2024-12-31,4235.49,0.0,4235.49,371.26,66.9,102.25,913.41,237.09,749.59,1598.0,196.99,114.87,311.86,52.86,259.0,0.0,259.0,29.59,229.41,0.0,229.41,36.08,63.58,63.58,0.0,0.0,0.0,0.0,0.0
2025-03-31,5240.15,0.0,5240.15,479.21,121.97,-41.35,1153.11,259.38,746.95,1886.54,634.34,150.12,784.46,41.69,742.77,0.0,742.77,186.79,555.98,0.0,555.98,36.08,154.09,154.09,0.0,0.0,0.0,0.0,0.0
