Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Reserves Excluding Revaluation Reserves,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2015-06-30,2180.59,18.98,2199.57,1331.53,463.25,-169.94,71.36,25.91,411.88,65.58,15.15,80.73,59.68,21.05,0.0,21.05,7.13,13.92,13.92,29.13,0.0,0.48,0.48,11.03,37.88,18.09,99.97,62.1
2015-09-30,3538.28,12.29,3550.57,1850.12,986.84,-133.48,71.33,27.93,468.46,279.37,23.96,303.33,49.46,253.87,0.0,253.87,84.26,169.61,169.61,29.13,0.0,5.82,5.82,0.0,0.0,0.0,0.0,0.0
2015-12-31,2725.45,18.65,2744.1,1788.69,430.42,-93.71,73.86,24.48,377.99,142.37,14.06,156.43,53.94,102.49,25.0,127.49,45.26,82.23,82.23,29.13,0.0,2.82,2.82,0.0,0.0,0.0,0.0,0.0
2016-03-31,2998.69,12.74,3011.43,1797.07,179.96,283.77,74.7,27.23,476.33,172.37,12.21,184.58,57.83,126.75,0.0,126.75,34.65,92.1,92.1,29.13,0.0,3.16,3.16,0.0,0.0,0.0,0.0,0.0
2016-06-30,1998.7,15.81,2014.51,1483.27,488.61,-521.0,72.49,24.35,402.44,64.35,12.3,76.65,65.06,11.59,0.0,11.59,3.75,7.84,7.84,29.14,0.0,0.27,0.27,0.0,0.0,0.0,0.0,0.0
2016-09-30,3497.96,16.77,3514.73,1751.52,387.53,491.31,77.9,24.97,421.76,359.74,16.85,376.59,58.63,317.96,0.0,317.96,105.25,212.71,212.71,29.16,0.0,7.3,7.29,0.0,0.0,0.0,0.0,0.0
2016-12-31,2224.17,10.62,2234.79,1292.4,282.15,-65.9,78.28,25.33,410.32,212.21,11.62,223.83,52.89,170.94,0.0,170.94,58.27,112.67,112.67,29.16,0.0,3.86,3.86,0.0,0.0,0.0,0.0,0.0
2017-03-31,2245.63,11.3,2256.93,1058.04,62.44,401.19,81.48,25.23,382.7,245.85,12.61,258.46,47.09,211.37,0.0,211.37,67.81,143.56,143.56,29.17,0.0,4.92,4.92,0.0,0.0,0.0,0.0,0.0
2017-06-30,2232.27,0.0,2232.27,1540.16,410.24,-400.42,83.34,24.5,426.68,147.77,12.27,160.04,44.43,115.61,0.0,115.61,39.26,76.35,76.35,29.19,0.0,2.62,2.61,0.0,0.0,0.0,0.0,0.0
2017-09-30,3645.55,0.0,3645.55,1814.62,357.14,304.06,87.14,24.65,514.44,543.5,17.83,561.33,41.06,520.27,0.0,520.27,176.82,343.45,343.45,29.22,0.0,11.76,11.74,0.0,0.0,0.0,0.0,0.0
2017-12-31,2694.11,0.0,2694.11,1685.6,353.53,-151.77,89.91,24.65,398.2,293.99,12.31,306.3,42.27,264.03,0.0,264.03,91.59,172.44,172.44,29.22,0.0,5.9,5.87,0.0,0.0,0.0,0.0,0.0
2018-03-31,2371.18,0.0,2371.18,1456.01,118.76,67.9,89.86,23.26,477.49,137.9,15.39,153.29,50.68,102.61,0.0,102.61,35.44,67.17,67.17,29.24,3142.52,2.29,2.28,0.0,0.0,0.0,0.0,0.0
2018-06-30,2517.85,0.0,2517.85,1811.7,784.26,-883.3,98.33,25.43,495.19,186.24,8.66,194.9,64.43,130.47,0.0,130.47,42.78,87.69,87.69,29.24,0.0,3.0,2.99,0.0,0.0,0.0,0.0,0.0
2018-09-30,5008.51,0.0,5008.51,2236.67,490.33,913.09,105.3,26.12,598.05,638.95,9.65,648.6,69.66,578.94,-19.73,559.21,192.89,366.32,366.32,29.24,0.0,12.53,12.51,0.0,0.0,0.0,0.0,0.0
2018-12-31,3044.23,0.0,3044.23,2152.42,719.93,-746.95,99.09,26.76,515.09,277.89,8.91,286.8,51.4,235.4,-0.41,234.99,82.32,152.67,152.67,29.24,0.0,5.22,5.21,0.0,0.0,0.0,0.0,0.0
2019-03-31,2633.26,0.0,2633.26,1758.86,164.0,-70.82,104.51,34.94,420.68,221.09,9.15,230.24,65.33,164.91,-3.71,161.2,53.97,107.23,107.23,29.25,0.0,3.66,3.65,0.0,0.0,0.0,0.0,0.0
2019-06-30,2132.38,0.0,2132.38,1666.25,477.63,-719.0,109.77,30.29,402.72,164.72,9.73,174.45,79.62,94.83,0.0,94.83,32.42,62.41,62.41,29.26,0.0,2.13,2.13,0.0,0.0,0.0,0.0,0.0
2019-09-30,4855.38,0.0,4855.38,1981.38,256.6,1282.91,112.0,41.51,509.43,671.55,9.23,680.78,66.39,614.39,0.0,614.39,111.15,503.24,503.24,29.26,0.0,17.2,17.18,0.0,0.0,0.0,0.0,0.0
2019-12-31,3275.69,0.0,3275.69,2062.38,498.57,-314.63,119.88,40.61,479.3,389.58,8.89,398.47,45.91,352.56,0.0,352.56,89.86,262.7,262.7,29.27,0.0,8.98,8.97,0.0,0.0,0.0,0.0,0.0
2020-03-31,2853.74,0.0,2853.74,1791.73,110.26,-47.54,115.57,44.86,495.75,343.11,9.84,352.95,43.37,309.58,0.0,309.58,78.76,230.82,230.82,29.3,4359.74,7.89,7.84,0.0,0.0,0.0,0.0,0.0
2020-06-30,3212.36,0.0,3212.36,1299.1,610.68,371.13,121.16,41.95,397.66,370.68,9.82,380.5,42.4,338.1,0.0,338.1,89.74,248.36,248.36,29.32,0.0,8.47,8.46,0.0,0.0,0.0,0.0,0.0
2020-09-30,4596.64,0.0,4596.64,1851.93,747.38,460.52,134.29,41.75,565.12,795.65,8.75,804.4,26.35,778.05,0.0,778.05,196.52,581.53,581.53,29.32,0.0,19.84,19.78,0.0,0.0,0.0,0.0,0.0
2020-12-31,3512.67,0.0,3512.67,1866.77,674.9,-174.47,142.03,41.97,510.89,450.58,8.54,459.12,20.55,438.57,0.0,438.57,112.56,326.01,326.01,29.32,0.0,11.11,11.08,0.0,0.0,0.0,0.0,0.0
2021-03-31,2841.28,0.0,2841.28,1976.95,92.5,-118.67,130.8,46.42,501.36,211.92,15.31,227.23,16.4,210.83,0.0,210.83,54.55,156.28,156.28,29.34,5170.57,5.33,5.33,0.0,0.0,0.0,0.0,0.0
2021-06-30,3645.18,0.0,3645.18,2098.92,496.47,-69.1,142.81,41.92,496.06,438.1,21.03,459.13,17.09,442.04,0.0,442.04,112.86,329.18,329.18,29.34,0.0,11.22,11.2,0.0,0.0,0.0,0.0,0.0
2021-09-30,6165.52,0.0,6165.52,3534.58,1025.28,158.36,134.1,41.78,573.2,698.22,18.57,716.79,19.2,697.59,0.0,697.59,178.16,519.43,519.43,29.34,0.0,17.7,17.66,0.0,0.0,0.0,0.0,0.0
2021-12-31,5067.69,0.0,5067.69,3214.03,790.42,-165.48,148.76,42.53,536.9,500.53,25.38,525.91,17.82,508.09,0.0,508.09,129.11,378.98,378.98,29.35,0.0,12.91,12.89,0.0,0.0,0.0,0.0,0.0
2022-03-31,4217.3,0.0,4217.3,3013.44,161.14,-37.44,156.74,43.26,653.65,226.51,76.79,303.3,21.36,281.94,0.0,281.94,98.53,183.41,183.41,29.35,0.0,6.25,6.23,0.0,0.0,0.0,0.0,0.0
2022-06-30,5722.16,0.0,5722.16,4698.07,1077.11,-1463.69,155.0,44.4,572.29,638.98,53.34,692.32,26.55,665.77,0.0,665.77,170.1,495.67,495.67,29.37,0.0,16.88,16.85,0.0,0.0,0.0,0.0,0.0
2022-09-30,10108.62,0.0,10108.62,5933.68,1650.41,644.49,169.14,45.56,656.29,1009.05,31.43,1040.48,54.19,986.29,0.0,986.29,248.17,738.12,738.12,29.38,0.0,25.13,25.07,0.0,0.0,0.0,0.0,0.0
2022-12-31,8308.11,0.0,8308.11,5361.42,1533.44,-203.64,165.68,46.91,670.42,733.88,41.46,775.34,56.81,718.53,0.0,718.53,179.18,539.35,539.35,29.4,0.0,18.35,18.32,0.0,0.0,0.0,0.0,0.0
2023-03-31,5470.66,0.0,5470.66,3562.56,403.12,270.89,163.6,44.33,671.51,354.65,48.53,403.18,51.73,351.45,0.0,351.45,89.92,261.53,261.53,29.4,0.0,8.89,8.88,0.0,0.0,0.0,0.0,0.0
2023-06-30,5693.48,0.0,5693.48,3970.89,1303.64,-1055.69,163.59,47.99,601.51,661.55,46.53,708.08,40.46,667.62,0.0,667.62,162.34,505.28,505.28,29.4,0.0,17.19,17.16,0.0,0.0,0.0,0.0,0.0
2023-09-30,6985.56,0.0,6985.56,3091.87,495.97,1527.66,174.64,52.07,631.15,1012.2,45.71,1057.91,46.06,1011.85,0.0,1011.85,249.85,762.0,762.0,29.44,0.0,25.89,25.87,0.0,0.0,0.0,0.0,0.0
2023-12-31,5450.33,0.0,5450.33,3578.52,1124.04,-389.09,182.51,60.36,596.11,297.88,59.71,357.59,37.83,319.76,0.0,319.76,77.25,242.51,242.51,29.44,0.0,8.23,8.22,0.0,0.0,0.0,0.0,0.0
2024-03-31,3899.84,0.0,3899.84,2851.89,297.43,-344.8,169.33,61.78,657.2,207.01,127.14,334.15,60.9,273.25,0.0,273.25,63.79,209.46,209.46,29.44,0.0,7.11,7.11,0.0,0.0,0.0,0.0,0.0
2024-06-30,4713.3,0.0,4713.3,2967.11,1084.97,-581.52,179.6,62.15,556.11,444.88,54.48,499.36,56.01,443.35,0.0,443.35,112.39,330.96,330.96,29.45,0.0,11.25,11.24,0.0,0.0,0.0,0.0,0.0
2024-09-30,7432.31,0.0,7432.31,3365.1,1137.57,1065.16,184.52,65.59,696.63,917.74,77.06,994.8,64.33,930.47,0.0,930.47,234.61,695.86,695.86,29.45,0.0,23.65,23.61,0.0,0.0,0.0,0.0,0.0
2024-12-31,6925.83,0.0,6925.83,3357.31,2104.01,-168.95,200.52,67.39,705.46,660.09,111.83,771.92,71.77,700.15,0.0,700.15,174.97,525.18,525.18,29.46,0.0,17.85,17.82,0.0,0.0,0.0,0.0,0.0
2025-03-31,4992.81,0.0,4992.81,3204.39,616.02,-310.69,205.59,81.58,839.47,356.45,120.34,476.79,65.63,411.16,100.17,511.33,122.43,388.9,388.9,29.46,0.0,13.21,13.2,0.0,0.0,0.0,0.0,0.0
