Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Admin. And Selling Expenses,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2022-09-30,2130.78,0.0,2130.78,791.57,551.73,-49.1,95.65,36.19,144.27,260.62,299.85,24.09,323.94,7.3,316.64,-6.95,309.69,80.17,229.52,229.52,92.16,2.49,2.49,0.0,0.0,0.0,0.0,0.0
2022-12-31,2153.31,0.0,2153.31,779.59,602.03,-66.49,100.77,36.55,0.0,409.32,291.54,43.42,334.96,7.33,327.63,-8.0,319.63,82.37,237.26,237.26,92.9,2.56,2.56,0.0,0.0,0.0,0.0,0.0
2023-03-31,2177.85,0.0,2177.85,765.13,567.9,3.58,99.74,38.07,0.0,389.55,313.88,37.39,351.27,7.59,343.68,-13.03,330.65,80.19,250.46,250.46,92.9,2.7,2.7,0.0,0.0,0.0,0.0,0.0
2023-06-30,2316.08,0.0,2316.08,782.99,578.34,67.4,108.95,38.81,0.0,421.91,317.68,69.91,387.59,8.38,379.21,-4.95,374.26,88.81,285.45,285.45,92.9,3.07,3.07,0.0,0.0,0.0,0.0,0.0
2023-09-30,2359.59,0.0,2359.59,774.61,741.57,-55.14,112.6,41.4,0.0,412.82,331.73,52.28,384.01,8.19,375.82,-14.55,361.27,93.48,267.79,267.79,92.9,2.88,2.88,0.0,0.0,0.0,0.0,0.0
2023-12-31,2352.22,0.0,2352.22,735.08,664.47,7.77,114.46,40.87,0.0,421.75,367.82,34.42,402.24,14.71,387.53,-15.45,372.08,91.17,280.91,280.91,92.9,3.02,3.02,0.0,0.0,0.0,0.0,0.0
2024-03-31,2610.03,0.0,2610.03,850.2,802.57,-69.41,128.46,45.56,0.0,501.23,351.42,89.19,440.61,30.76,409.85,-180.19,229.66,84.85,144.81,144.81,95.28,1.52,1.52,0.0,0.0,0.0,0.0,0.0
2024-06-30,2923.41,0.0,2923.41,877.83,1005.86,-28.49,135.51,44.86,0.0,529.6,358.24,9.25,367.49,75.61,291.88,-9.6,282.28,94.2,188.08,188.08,95.28,1.97,1.97,0.0,0.0,0.0,0.0,0.0
2024-09-30,3045.76,0.0,3045.76,1073.21,1017.65,-68.68,148.94,53.22,0.0,531.49,289.93,20.1,310.03,73.59,236.44,-15.2,221.24,-1.77,223.01,223.01,98.94,2.31,2.31,0.0,0.0,0.0,0.0,0.0
2024-12-31,3200.14,0.0,3200.14,1268.74,973.03,-41.49,157.06,54.17,0.0,527.69,260.94,410.71,671.65,31.8,639.85,0.0,639.85,70.04,569.81,569.81,98.95,5.76,5.76,0.0,0.0,0.0,0.0,0.0
2025-03-31,3354.16,0.0,3354.16,1249.91,1038.52,5.36,144.1,55.16,0.0,577.01,284.1,15.21,299.31,20.72,278.59,80.2,358.79,81.89,276.9,276.9,98.95,2.8,2.8,0.0,0.0,0.0,0.0,0.0
