Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Prior Year Adjustments,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2015-03-31,21303.44,344.05,21647.49,227.32,1.35,-257.45,432.68,3095.54,13624.21,4523.84,1733.58,6257.42,1.27,6256.15,0.0,6256.15,2305.91,3950.24,-15.17,3935.07,4277.76,4.6,4.6,265.77,31.06,589.78,100.0,68.94
2015-06-30,22498.75,129.42,22628.17,146.26,1.8,-110.48,475.67,2970.26,11480.35,7664.31,862.92,8527.23,316.54,8210.69,0.0,8210.69,2842.33,5368.36,0.0,5368.36,4277.76,6.27,6.27,0.0,0.0,0.0,0.0,0.0
2015-09-30,20395.78,116.36,20512.14,326.6,1.61,100.57,452.95,2933.5,10762.64,5934.27,1186.4,7120.67,327.98,6792.69,0.0,6792.69,2111.3,4681.39,0.0,4681.39,4277.76,5.47,5.47,0.0,0.0,0.0,0.0,0.0
2015-12-31,18248.14,116.13,18364.27,473.87,1.82,-38.05,471.69,3178.44,9317.32,4959.18,899.37,5858.55,312.18,5546.37,-3616.41,1929.96,464.08,1465.88,0.0,1465.88,4277.76,1.14,1.14,0.0,0.0,0.0,0.0,0.0
2016-03-31,16237.17,0.0,16237.17,380.71,1.92,83.12,382.12,2017.72,10789.13,2582.45,4060.66,6643.11,367.43,6275.68,389.82,6665.5,2041.2,4624.3,0.0,4624.3,4277.76,3.6,3.6,0.0,0.0,0.0,0.0,0.0
2016-06-30,17670.37,114.38,17784.75,281.46,2.41,-4.26,467.73,2739.66,8606.97,5690.78,952.43,6643.21,292.03,6351.18,0.0,6351.18,2118.64,4232.54,0.0,4232.54,4277.76,4.95,4.95,0.0,0.0,0.0,0.0,0.0
2016-09-30,18286.62,108.39,18395.01,310.32,0.19,-110.06,506.7,2905.53,8587.8,6194.53,1183.64,7378.17,303.36,7074.81,0.0,7074.81,2099.89,4974.92,0.0,4974.92,4277.76,5.81,5.81,0.0,0.0,0.0,0.0,0.0
2016-12-31,19933.78,80.17,20013.95,447.41,0.0,-39.31,505.67,3339.52,10094.55,5666.11,892.51,6558.62,306.2,6252.42,0.0,6252.42,1900.09,4352.33,0.0,4352.33,6416.63,3.39,3.39,0.0,0.0,0.0,0.0,0.0
2017-03-31,21714.02,0.0,21714.02,616.43,0.0,20.79,918.56,3204.83,15615.7,1337.71,4519.54,5857.25,320.15,5537.1,0.0,5537.1,1196.92,4340.18,0.0,4340.18,6416.63,3.38,3.38,0.0,0.0,0.0,0.0,0.0
2017-06-30,19073.54,0.0,19073.54,224.87,0.0,59.2,595.53,3463.06,9370.57,5360.31,854.39,6214.7,276.93,5937.77,0.0,5937.77,2053.04,3884.73,0.0,3884.73,6416.63,3.03,3.03,0.0,0.0,0.0,0.0,0.0
2017-09-30,18964.85,0.0,18964.85,265.64,0.0,-105.29,520.17,3505.78,9148.29,5630.26,1931.47,7561.73,327.44,7234.29,0.0,7234.29,2103.55,5130.74,0.0,5130.74,6416.63,4.0,4.0,0.0,0.0,0.0,0.0,0.0
2017-12-31,22995.88,0.0,22995.88,301.32,0.0,-4.5,639.44,4255.88,11140.4,6663.34,1126.54,7789.88,309.93,7479.95,0.0,7479.95,2465.28,5014.67,0.0,5014.67,6416.63,3.91,3.91,0.0,0.0,0.0,0.0,0.0
2018-03-31,23969.83,0.0,23969.83,417.39,0.0,-12.43,747.88,3245.45,14470.62,5100.92,3733.71,8834.63,594.17,8240.46,0.0,8240.46,2325.34,5915.12,0.0,5915.12,6416.63,4.61,4.61,0.0,0.0,0.0,0.0,0.0
2018-06-30,27212.83,0.0,27212.83,413.47,0.0,-63.15,636.15,3887.22,12633.66,9705.48,649.88,10355.36,748.61,9606.75,0.0,9606.75,3462.87,6143.88,0.0,6143.88,6416.63,4.79,4.79,0.0,0.0,0.0,0.0,0.0
2018-09-30,27989.17,0.0,27989.17,604.52,0.0,-158.47,609.65,3530.99,12462.55,10939.93,2394.23,13334.16,629.12,12705.04,0.0,12705.04,4440.43,8264.61,0.0,8264.61,6416.63,6.44,6.44,0.0,0.0,0.0,0.0,0.0
2018-12-31,27694.09,0.0,27694.09,579.03,0.0,25.13,677.5,3477.37,12515.96,10419.1,2224.62,12643.72,580.73,12062.99,0.0,12062.99,3800.29,8262.7,0.0,8262.7,6416.63,6.44,6.44,0.0,0.0,0.0,0.0,0.0
2019-03-31,26758.46,0.0,26758.46,626.81,0.0,30.22,782.82,4883.04,16572.92,3862.65,2250.28,6112.93,533.68,5579.25,0.0,5579.25,1534.65,4044.6,0.0,4044.6,6290.15,3.18,3.18,0.0,0.0,0.0,0.0,0.0
2019-06-30,26554.74,0.0,26554.74,639.18,0.0,-14.05,608.24,3826.48,12539.14,8955.75,747.5,9703.25,646.08,9057.17,0.0,9057.17,3152.92,5904.25,0.0,5904.25,6290.15,4.69,4.69,0.0,0.0,0.0,0.0,0.0
2019-09-30,24492.62,0.0,24492.62,693.18,0.0,-3.82,633.18,4657.43,11477.92,7034.73,2685.33,9720.06,681.76,9038.3,0.0,9038.3,2775.17,6263.13,0.0,6263.13,6290.15,4.98,4.98,0.0,0.0,0.0,0.0,0.0
2019-12-31,23710.05,0.0,23710.05,668.12,0.0,-204.74,667.38,5358.22,11998.64,5222.43,1402.5,6624.93,626.36,5998.57,0.0,5998.57,1846.94,4151.63,0.0,4151.63,6290.15,3.3,3.3,0.0,0.0,0.0,0.0,0.0
2020-03-31,21456.2,0.0,21456.2,588.17,0.0,467.79,611.54,4998.62,14239.21,550.87,1325.64,1876.51,869.48,1007.03,-4899.05,-3892.02,-793.76,-3098.26,0.0,-3098.26,6290.15,-2.46,-2.46,0.0,0.0,0.0,0.0,0.0
2020-06-30,13011.29,0.0,13011.29,396.68,0.0,-111.53,498.5,3822.3,7446.81,958.53,436.82,1395.35,491.84,903.51,0.0,903.51,407.54,495.97,0.0,495.97,6290.15,0.39,0.39,0.0,0.0,0.0,0.0,0.0
2020-09-30,16917.09,0.0,16917.09,538.6,0.0,-132.03,616.05,3679.49,8905.07,3309.91,2235.5,5545.41,317.21,5228.2,-1238.18,3990.02,1112.18,2877.84,0.0,2877.84,6290.15,2.29,2.29,0.0,0.0,0.0,0.0,0.0
2020-12-31,17023.8,0.0,17023.8,492.96,0.0,-46.38,562.05,4427.02,9507.58,2080.57,1218.41,3298.98,477.74,2821.24,0.0,2821.24,1443.01,1378.23,0.0,1378.23,6290.14,1.1,1.1,0.0,0.0,0.0,0.0,0.0
2021-03-31,21188.91,0.0,21188.91,552.49,0.0,-136.41,630.65,4398.57,11992.83,3750.78,3132.39,6883.17,568.79,6314.38,2613.21,8927.59,2193.62,6733.97,0.0,6733.97,6290.14,5.35,5.35,0.0,0.0,0.0,0.0,0.0
2021-06-30,23021.64,0.0,23021.64,729.8,0.0,-29.44,730.17,4165.57,10589.33,6836.21,533.67,7369.88,619.71,6750.17,0.0,6750.17,2415.42,4334.75,0.0,4334.75,6290.14,3.45,3.45,0.0,0.0,0.0,0.0,0.0
2021-09-30,24353.61,0.0,24353.61,787.49,0.0,-69.85,698.13,3942.95,10410.31,8584.58,3146.53,11731.11,578.75,11152.36,0.0,11152.36,-7195.37,18347.73,0.0,18347.73,6290.14,14.58,14.58,0.0,0.0,0.0,0.0,0.0
2021-12-31,28472.91,0.0,28472.91,872.76,0.0,-43.07,694.98,4338.07,12097.05,10513.12,1491.64,12004.76,581.6,11423.16,0.0,11423.16,2659.44,8763.72,0.0,8763.72,6290.14,6.97,6.97,0.0,0.0,0.0,0.0,0.0
2022-03-31,34497.24,0.0,34497.24,882.41,0.0,-0.59,764.43,5099.11,16801.52,10950.36,1343.74,12294.1,579.8,11714.3,0.0,11714.3,2854.76,8859.54,0.0,8859.54,6290.14,7.04,7.04,0.0,0.0,0.0,0.0,0.0
2022-06-30,42320.72,0.0,42320.72,748.23,0.0,-290.06,710.72,4510.12,16420.85,20220.86,757.67,20978.53,635.56,20342.97,0.0,20342.97,5137.12,15205.85,0.0,15205.85,6290.14,12.09,12.09,0.0,0.0,0.0,0.0,0.0
2022-09-30,38320.76,0.0,38320.76,685.2,0.0,-828.55,612.84,2594.63,21759.73,13496.91,3529.43,17026.34,666.85,16359.49,0.0,16359.49,3533.5,12825.99,0.0,12825.99,6290.14,10.2,10.2,0.0,0.0,0.0,0.0,0.0
2022-12-31,38583.29,0.0,38583.29,1290.05,0.0,513.55,683.06,4854.51,17291.92,13950.2,1411.34,15361.54,689.5,14672.04,0.0,14672.04,3627.31,11044.73,0.0,11044.73,6290.14,8.78,8.78,0.0,0.0,0.0,0.0,0.0
2023-03-31,36292.55,0.0,36292.55,1197.83,0.0,123.39,778.47,4835.9,22321.44,7035.52,1928.11,8963.63,707.69,8255.94,-9235.11,-979.17,-731.47,-247.7,0.0,-247.7,6290.14,-0.2,-0.2,0.0,0.0,0.0,0.0,0.0
2023-06-30,33814.33,0.0,33814.33,1009.42,0.0,212.0,721.95,4991.17,14123.36,12756.43,1611.85,14368.28,1007.7,13360.58,0.0,13360.58,3345.54,10015.04,0.0,10015.04,6290.14,7.96,7.96,0.0,0.0,0.0,0.0,0.0
2023-09-30,35163.04,0.0,35163.04,993.32,0.0,-1074.03,662.12,4715.3,17464.03,12402.3,2085.68,14487.98,1016.03,13471.95,0.0,13471.95,3255.63,10216.32,0.0,10216.32,6290.14,8.12,8.12,0.0,0.0,0.0,0.0,0.0
2023-12-31,34788.07,0.0,34788.07,850.0,0.0,990.91,715.9,5078.24,17396.24,9756.78,3400.69,13157.47,1022.73,12134.74,0.0,12134.74,2599.07,9535.67,0.0,9535.67,6290.14,7.58,7.58,0.0,0.0,0.0,0.0,0.0
2024-03-31,34636.69,0.0,34636.69,946.92,0.0,-900.34,684.65,5675.47,18014.73,10215.26,3679.97,13895.23,1034.85,12860.38,0.0,12860.38,2991.01,9869.37,0.0,9869.37,6290.14,7.85,7.85,0.0,0.0,0.0,0.0,0.0
2024-06-30,35266.38,0.0,35266.38,806.61,0.0,54.14,706.41,5897.26,16724.52,11077.44,2060.89,13138.33,1182.21,11956.12,0.0,11956.12,3018.02,8938.1,0.0,8938.1,6290.14,7.1,7.1,0.0,0.0,0.0,0.0,0.0
2024-09-30,33880.88,0.0,33880.88,805.79,0.0,590.48,770.93,5597.89,14688.71,11427.08,4765.64,16192.72,1156.72,15036.0,0.0,15036.0,3051.98,11984.02,0.0,11984.02,6290.14,9.53,9.53,0.0,0.0,0.0,0.0,0.0
2024-12-31,33716.8,0.0,33716.8,874.32,148.13,-82.76,658.65,6778.76,15075.49,10264.21,1811.0,12075.21,1074.95,11000.26,0.0,11000.26,2760.34,8239.92,0.0,8239.92,6290.14,6.55,6.55,0.0,0.0,0.0,0.0,0.0
