Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Admin. And Selling Expenses,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2018-09-30,1160.63,7.4,1168.03,366.42,56.22,-11.12,76.41,39.83,138.94,211.59,289.74,8.64,298.38,0.0,298.38,0.0,298.38,102.01,196.37,196.37,27.2,7.22,7.22,0.0,0.0,0.0,0.0,0.0
2018-12-31,1091.63,7.72,1099.35,330.69,76.79,-24.21,71.1,40.6,125.99,204.53,273.86,7.91,281.77,0.0,281.77,0.0,281.77,89.67,192.1,192.1,27.2,7.06,7.06,0.0,0.0,0.0,0.0,0.0
2019-03-31,1146.63,7.12,1153.75,318.15,74.99,15.68,73.47,39.35,156.27,204.75,271.09,11.95,283.04,2.5,280.54,-3.61,276.93,79.34,197.59,197.59,27.2,7.26,7.26,0.0,0.0,0.0,0.0,0.0
2019-06-30,1075.99,8.87,1084.86,311.43,58.84,0.11,83.46,49.85,151.31,179.91,249.95,15.17,265.12,2.31,262.81,0.0,262.81,93.7,169.11,169.11,27.2,6.22,6.22,0.0,0.0,0.0,0.0,0.0
2019-09-30,1213.21,8.59,1221.8,351.83,61.78,17.15,81.89,50.42,175.82,210.36,272.55,8.63,281.18,2.41,278.77,0.0,278.77,34.66,244.11,244.11,27.2,8.97,8.97,0.0,0.0,0.0,0.0,0.0
2019-12-31,1136.02,11.15,1147.17,365.95,64.65,-37.48,77.04,51.5,143.39,217.57,264.55,5.8,270.35,2.92,267.43,0.0,267.43,68.33,199.1,199.1,27.2,7.32,7.32,0.0,0.0,0.0,0.0,0.0
2020-03-31,1062.35,8.91,1071.26,321.12,58.84,-1.34,89.89,46.17,155.5,184.38,216.7,19.64,236.34,1.98,234.36,0.0,234.36,30.21,204.15,204.15,27.2,7.51,7.51,0.0,0.0,0.0,0.0,0.0
2020-06-30,1033.6,7.02,1040.62,242.25,82.66,27.45,90.68,45.38,113.93,175.67,262.6,6.28,268.88,1.99,266.89,0.0,266.89,68.71,198.18,198.18,27.2,7.29,7.29,0.0,0.0,0.0,0.0,0.0
2020-09-30,1277.66,7.82,1285.48,365.71,103.83,-59.91,96.6,46.11,164.41,205.55,363.18,7.57,370.75,1.82,368.93,0.0,368.93,94.74,274.19,274.19,27.2,10.08,10.08,0.0,0.0,0.0,0.0,0.0
2020-12-31,1224.21,7.72,1231.93,317.31,64.82,-9.6,86.88,45.56,198.3,203.61,325.05,9.88,334.93,1.89,333.04,0.0,333.04,84.68,248.36,248.36,27.2,9.13,9.13,0.0,0.0,0.0,0.0,0.0
2021-03-31,1275.01,8.18,1283.19,324.31,72.28,18.26,91.48,45.45,148.89,206.22,376.3,6.62,382.92,1.56,381.36,0.0,381.36,66.7,314.66,314.66,27.2,11.57,11.57,0.0,0.0,0.0,0.0,0.0
2021-06-30,1165.97,0.0,1165.97,310.73,81.14,-32.13,94.98,44.7,160.15,195.88,310.52,5.21,315.73,1.54,314.19,0.0,314.19,80.96,233.23,233.23,27.2,8.58,8.58,0.0,0.0,0.0,0.0,0.0
2021-09-30,1343.96,8.46,1352.42,352.94,66.45,29.2,104.68,44.89,185.3,213.09,355.87,6.51,362.38,1.5,360.88,0.0,360.88,91.71,269.17,269.17,27.2,9.9,9.9,0.0,0.0,0.0,0.0,0.0
2021-12-31,1271.29,8.83,1280.12,337.66,86.33,3.55,100.57,43.92,150.89,220.57,336.63,5.68,342.31,1.51,340.8,0.0,340.8,88.47,252.33,252.33,27.2,9.28,9.28,0.0,0.0,0.0,0.0,0.0
2022-03-31,1293.35,7.92,1301.27,366.67,62.17,2.81,84.9,43.81,146.79,208.51,385.61,8.86,394.47,1.35,393.12,0.0,393.12,69.55,323.57,323.57,27.2,11.9,11.9,0.0,0.0,0.0,0.0,0.0
2022-06-30,1186.59,10.22,1196.81,355.87,66.16,-18.97,93.71,44.16,163.0,211.37,281.51,11.54,293.05,1.3,291.75,-9.34,282.41,72.74,209.67,209.67,27.2,7.71,7.71,0.0,0.0,0.0,0.0,0.0
2022-09-30,1378.37,9.11,1387.48,406.24,85.39,11.29,94.53,43.86,158.24,223.8,364.13,11.28,375.41,1.27,374.14,0.0,374.14,96.12,278.02,278.02,27.2,10.22,10.22,0.0,0.0,0.0,0.0,0.0
2022-12-31,1281.21,10.06,1291.27,369.37,75.76,-4.41,98.91,43.67,169.93,220.26,317.78,10.41,328.19,1.26,326.93,0.0,326.93,83.69,243.24,243.24,27.2,8.94,8.94,0.0,0.0,0.0,0.0,0.0
2023-03-31,1341.69,8.94,1350.63,361.02,70.46,16.01,89.82,43.11,142.9,218.52,408.79,20.35,429.14,1.08,428.06,-1.87,426.19,109.97,316.22,316.22,27.2,11.63,11.63,0.0,0.0,0.0,0.0,0.0
2023-06-30,1323.67,0.0,1323.67,365.58,58.76,-6.45,95.77,43.76,0.0,391.89,374.36,14.97,389.33,1.07,388.26,-19.5,368.76,95.08,273.68,273.68,27.2,10.06,10.06,0.0,0.0,0.0,0.0,0.0
2023-09-30,1471.09,0.0,1471.09,369.94,70.36,19.13,106.21,44.28,0.0,423.32,437.85,21.01,458.86,1.05,457.81,0.0,457.81,117.76,340.05,340.05,27.2,12.5,12.5,0.0,0.0,0.0,0.0,0.0
2023-12-31,1395.65,0.0,1395.65,334.36,63.52,-9.54,109.83,41.37,0.0,429.09,427.02,17.89,444.91,1.51,443.4,0.0,443.4,113.29,330.11,330.11,27.2,12.14,12.14,0.0,0.0,0.0,0.0,0.0
2024-03-31,1480.66,9.35,1490.01,387.72,52.27,17.34,99.92,42.1,0.0,400.59,490.07,22.65,512.72,1.36,511.36,0.0,511.36,131.54,379.82,379.82,27.2,13.96,13.96,0.0,0.0,0.0,0.0,0.0
2024-06-30,1496.71,0.0,1496.71,401.56,58.33,-20.56,112.33,41.51,0.0,436.71,466.83,23.4,490.23,0.98,489.25,0.0,489.25,125.27,363.98,363.98,27.2,13.38,13.38,0.0,0.0,0.0,0.0,0.0
2024-09-30,1619.11,0.0,1619.11,445.66,87.59,-23.94,118.35,41.73,0.0,494.1,455.62,75.98,531.6,1.15,530.45,0.0,530.45,135.4,395.05,395.05,27.2,14.52,14.52,0.0,0.0,0.0,0.0,0.0
2024-12-31,1461.84,0.0,1461.84,345.42,98.63,-4.19,108.83,41.13,0.0,458.79,413.23,20.4,433.63,1.11,432.52,0.0,432.52,109.74,322.78,322.78,27.2,11.87,11.87,0.0,0.0,0.0,0.0,0.0
2025-03-31,1452.02,10.49,1462.51,386.47,65.31,-22.01,107.27,38.37,0.0,427.46,459.64,19.06,478.7,1.08,477.62,0.0,477.62,122.62,355.0,355.0,27.2,13.05,13.05,0.0,0.0,0.0,0.0,0.0
