Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Admin. And Selling Expenses,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2021-09-30,711.89,0.0,711.89,236.81,15.68,-30.66,69.14,82.62,84.0,72.56,181.74,39.16,220.9,0.47,220.43,0.0,220.43,38.07,182.36,182.36,44.45,4.1,4.1,0.0,0.0,0.0,0.0,0.0
2021-12-31,875.3,0.0,875.3,228.76,35.12,23.66,69.93,82.36,118.09,77.42,239.96,16.68,256.64,1.25,255.39,0.0,255.39,44.27,211.12,211.12,44.45,4.75,4.75,0.0,0.0,0.0,0.0,0.0
2022-03-31,671.59,0.0,671.59,213.36,85.76,-40.57,66.73,81.13,108.35,89.95,66.88,35.02,101.9,1.41,100.49,0.0,100.49,-263.74,364.23,364.23,44.12,8.21,8.21,0.0,0.0,0.0,0.0,0.0
2022-06-30,688.22,0.0,688.22,154.88,50.52,64.64,76.74,86.13,105.94,82.14,67.23,43.48,110.71,1.86,108.85,0.0,108.85,12.33,96.52,96.52,44.12,2.19,2.19,0.0,0.0,0.0,0.0,0.0
2022-09-30,685.11,0.0,685.11,245.51,38.98,-48.99,74.1,43.16,97.47,94.8,140.08,7.48,147.56,0.94,146.62,0.0,146.62,2.9,143.72,143.72,44.12,3.24,3.24,0.0,0.0,0.0,0.0,0.0
2022-12-31,835.55,0.0,835.55,201.0,48.65,34.68,74.46,42.61,119.61,84.56,229.98,8.21,238.19,0.61,237.58,0.0,237.58,12.96,224.62,224.62,44.12,5.09,5.09,0.0,0.0,0.0,0.0,0.0
2023-03-31,697.95,0.0,697.95,186.75,88.4,-17.21,71.63,43.48,82.67,140.08,102.15,11.45,113.6,0.32,113.28,0.0,113.28,4.64,108.64,108.64,44.12,2.46,2.46,0.0,0.0,0.0,0.0,0.0
2023-06-30,697.88,0.0,697.88,151.03,61.68,30.72,82.33,41.42,0.0,198.63,132.07,7.81,139.88,0.45,139.43,0.0,139.43,10.41,129.02,129.02,43.91,2.93,2.93,0.0,0.0,0.0,0.0,0.0
2023-09-30,701.2,0.0,701.2,202.41,43.02,-34.34,82.86,41.4,0.0,199.84,166.01,9.93,175.94,0.4,175.54,0.0,175.54,11.96,163.58,163.58,43.65,3.75,3.75,0.0,0.0,0.0,0.0,0.0
2023-12-31,813.06,0.0,813.06,191.47,40.77,17.9,81.41,40.83,0.0,198.72,241.96,25.18,267.14,0.42,266.72,-5.9,260.82,11.78,249.04,249.04,43.65,5.71,5.71,0.0,0.0,0.0,0.0,0.0
2024-03-31,709.43,0.0,709.43,175.4,90.57,-12.4,72.16,42.92,0.0,195.4,145.38,26.32,171.7,0.85,170.85,0.0,170.85,19.1,151.75,151.75,43.65,3.48,3.48,0.0,0.0,0.0,0.0,0.0
2024-06-30,755.3,0.0,755.3,129.14,77.54,40.24,88.06,39.27,0.0,228.65,152.4,46.68,199.08,0.45,198.63,0.0,198.63,22.65,175.98,175.98,43.65,4.03,4.03,0.0,0.0,0.0,0.0,0.0
2024-09-30,709.01,0.0,709.01,196.94,54.95,-48.6,89.02,39.68,0.0,190.36,186.66,34.48,221.14,0.61,220.53,0.0,220.53,6.43,214.1,214.1,43.65,4.9,4.9,0.0,0.0,0.0,0.0,0.0
2024-12-31,878.64,0.0,878.64,201.24,42.25,12.56,86.9,39.98,0.0,207.22,288.49,9.83,298.32,0.46,297.86,0.0,297.86,18.45,279.41,279.41,43.65,6.4,6.4,0.0,0.0,0.0,0.0,0.0
2025-03-31,780.6,0.0,780.6,148.74,108.1,14.57,87.89,39.44,125.83,104.67,151.36,66.45,217.81,0.59,217.22,0.0,217.22,27.49,189.73,189.73,43.65,4.35,4.35,0.0,0.0,0.0,0.0,0.0
