Date,(a) Int. /Disc. on Adv/Bills,(b) Income on Investment,(c) Int. on balances With RBI,(d) Others,Other Income,Interest Expended,Employees Cost,Other Expenses,Operating Profit before Provisions and contingencies,Provisions And Contingencies,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Reserves Excluding Revaluation Reserves,a) % of Share by Govt.,b) Capital Adequacy Ratio - Basel -I,c) Capital Adequacy Ratio - Basel -II,Basic EPS,Diluted EPS,i) Gross NPA,ii) Net NPA,i) % of Gross NPA,ii) % of Net NPA,Return on Assets %,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2017-09-30,4260.15,1428.67,35.51,279.99,2293.28,4346.87,430.15,722.35,2798.23,3256.6,-458.37,-260.53,-197.84,-197.84,2357.63,0.0,75.1,0.0,0.0,-0.89,-0.89,51367.69,29488.83,24.98,16.06,-0.24,0.0,0.0,0.0,0.0,0.0
2017-12-31,4045.57,1458.07,10.31,283.25,848.61,4131.69,406.91,687.22,1419.99,4179.12,-2759.13,-1234.82,-1524.31,-1524.31,2642.49,0.0,77.79,0.0,0.0,-6.23,-6.23,50621.75,29352.53,24.72,16.02,-1.83,0.0,0.0,0.0,0.0,0.0
2018-03-31,3319.87,1505.26,25.64,363.37,2699.68,4298.67,453.23,800.0,2361.92,10544.34,-8182.42,-2519.66,-5662.76,-5662.76,3083.86,0.0,80.96,0.0,0.0,-21.27,-21.27,55588.26,28665.14,27.95,16.69,-6.68,0.0,0.0,0.0,0.0,0.0
2018-06-30,3876.11,1565.73,34.93,282.78,642.95,4120.93,451.66,748.82,1081.09,5236.07,-4154.98,-1745.09,-2409.89,-2409.89,4181.19,0.0,85.96,0.0,0.0,-6.83,-6.83,57806.84,29981.07,30.78,18.76,-2.92,0.0,0.0,0.0,0.0,0.0
2018-09-30,3437.99,1619.47,34.7,263.73,806.25,4055.03,526.88,730.22,850.01,6579.83,-5729.82,-2127.33,-3602.49,-3602.49,4181.19,0.0,85.96,0.0,0.0,-8.62,-8.62,60875.49,27294.58,31.78,17.3,-4.51,0.0,0.0,0.0,0.0,0.0
2018-12-31,3563.65,1634.77,43.1,251.3,698.12,4135.95,608.36,721.38,725.25,6530.73,-5805.48,-1620.0,-4185.48,-4185.48,6908.7,0.0,52.02,0.0,0.0,-9.07,-9.07,55360.38,21360.49,29.67,14.01,-5.19,0.0,0.0,0.0,0.0,0.0
2019-03-31,3503.15,1623.25,76.64,259.94,1153.08,3853.71,615.94,750.53,1395.88,8532.78,-7136.9,-2218.46,-4918.44,-4918.44,7736.29,0.0,46.46,0.0,0.0,-6.51,-6.51,50027.94,14837.44,27.47,10.11,-6.16,0.0,0.0,0.0,0.0,0.0
2019-06-30,3197.33,1509.25,60.55,323.97,832.83,3633.37,610.6,729.01,950.95,6332.05,-5381.1,-1580.26,-3800.84,-3800.84,7736.29,0.0,46.46,0.0,0.0,-4.91,-4.91,51657.63,10963.26,29.12,8.02,-4.96,0.0,0.0,0.0,0.0,0.0
2019-09-30,3358.68,1443.1,108.86,287.72,1032.66,3566.88,938.28,716.42,1009.44,5641.32,-4631.88,-1173.04,-3458.84,-3458.84,7736.29,0.0,46.46,0.0,0.0,-4.47,-4.47,52052.78,7918.61,29.43,5.97,-4.54,0.0,0.0,0.0,0.0,0.0
2019-12-31,3092.04,1457.41,101.59,286.2,1278.36,3404.88,772.61,760.27,1277.84,521.95,755.89,6518.93,-5763.04,-5763.04,10380.59,23147.71,47.11,0.0,0.0,-5.91,-5.91,49502.68,6805.49,28.72,5.25,-7.63,0.0,0.0,0.0,0.0,0.0
2020-03-31,3453.47,1370.88,182.55,591.55,1326.49,3242.18,924.0,884.96,1873.8,1584.14,289.66,154.27,135.39,135.39,10380.59,0.0,47.11,0.0,0.0,0.13,0.13,47272.37,5439.49,27.53,4.19,0.18,0.0,0.0,0.0,0.0,0.0
2020-06-30,3058.63,1383.93,138.2,316.66,1003.6,3123.98,772.15,678.87,1326.02,888.05,437.97,293.54,144.43,144.43,10380.59,17140.41,47.11,0.0,0.0,0.14,0.14,44475.2,4473.73,26.81,3.55,0.2,0.0,0.0,0.0,0.0,0.0
2020-09-30,2945.12,1324.92,151.71,267.46,1071.85,2994.08,789.3,731.48,1246.2,581.15,665.05,340.65,324.4,324.4,10380.59,17140.41,47.11,0.0,0.0,0.31,0.31,41090.53,3362.66,25.08,2.67,0.43,0.0,0.0,0.0,0.0,0.0
2020-12-31,2915.66,1255.08,175.09,218.15,1368.27,2754.46,796.28,742.25,1639.26,796.31,842.95,464.53,378.42,378.42,10752.4,17140.41,45.48,0.0,0.0,0.36,0.36,37559.39,2410.9,23.52,1.94,0.51,0.0,0.0,0.0,0.0,0.0
2021-03-31,2901.88,1197.29,179.19,1503.39,1180.84,2541.68,732.52,809.1,2879.29,2456.65,422.64,-89.56,512.2,512.2,10752.4,19777.22,45.48,0.0,0.0,0.48,0.48,36211.95,2519.38,22.37,1.97,0.7,0.0,0.0,0.0,0.0,0.0
2021-06-30,3398.54,1166.14,182.14,169.31,1638.82,2410.4,687.1,681.38,2776.07,1751.8,1024.27,420.97,603.3,603.3,10752.4,19777.22,45.48,0.0,0.0,0.56,0.56,35593.86,2052.83,22.71,1.67,0.83,0.0,0.0,0.0,0.0,0.0
2021-09-30,2735.62,1145.38,115.48,157.96,846.2,2300.79,698.33,792.52,1209.0,434.47,774.53,207.41,567.12,567.12,10752.4,0.0,45.48,0.0,0.0,0.53,0.53,34407.79,2132.39,20.92,1.62,0.78,0.0,0.0,0.0,0.0,0.0
2021-12-31,2784.56,1148.68,193.7,498.0,1147.92,2242.42,859.52,903.27,1767.65,801.81,965.84,387.59,578.25,578.25,10752.4,19777.22,45.48,0.0,0.0,0.54,0.54,34405.37,2289.27,20.56,1.7,0.81,0.0,0.0,0.0,0.0,0.0
2022-03-31,3181.38,1168.69,110.52,139.08,844.41,2179.2,861.56,890.11,1513.21,669.23,843.98,153.38,690.6,690.6,10752.4,0.0,45.48,0.0,0.0,0.64,0.64,34114.83,1863.51,20.16,1.36,0.95,0.0,0.0,0.0,0.0,0.0
2022-06-30,2803.9,1414.61,119.81,302.5,1140.17,2153.3,717.35,858.53,2051.81,959.23,1092.58,336.22,756.36,756.36,10752.4,0.0,45.48,0.0,0.0,0.7,0.7,33908.32,1732.12,19.9,1.25,1.03,0.0,0.0,0.0,0.0,0.0
2022-09-30,3232.04,1426.91,113.95,205.34,1087.27,2240.13,784.21,833.49,2207.68,770.72,1436.96,608.87,828.09,828.09,10752.4,0.0,45.48,0.0,0.0,0.77,0.77,28722.24,1686.92,16.51,1.15,1.09,0.0,0.0,0.0,0.0,0.0
2022-12-31,3458.77,1497.46,147.41,127.8,856.87,2306.09,811.25,919.6,2051.37,784.28,1267.09,339.82,927.27,927.27,10752.4,22441.82,45.48,0.0,0.0,0.86,0.86,23535.06,1595.63,13.82,1.08,1.22,0.0,0.0,0.0,0.0,0.0
2023-03-31,3841.92,1609.98,184.61,89.66,1287.67,2446.59,1220.61,921.66,2424.98,983.63,1441.35,307.98,1133.37,1133.37,10752.4,26365.1,45.48,0.0,0.0,1.05,1.05,10969.29,1494.74,6.38,0.92,1.43,0.0,0.0,0.0,0.0,0.0
2023-06-30,4861.89,1792.21,136.63,69.26,851.96,2862.4,948.71,882.12,3018.72,1190.43,1828.29,604.11,1224.18,1224.18,10752.4,26365.1,45.48,0.0,0.0,1.14,1.14,8762.51,730.6,5.05,0.44,1.49,0.0,0.0,0.0,0.0,0.0
2023-09-30,4018.8,1872.47,76.63,66.91,889.37,2968.32,907.09,977.1,2071.67,-227.46,2299.13,975.86,1323.27,1323.27,10752.4,0.0,45.48,0.0,0.0,1.23,1.23,8645.23,651.01,4.9,0.39,1.59,0.0,0.0,0.0,0.0,0.0
2023-12-31,4328.02,2004.97,45.04,162.83,973.41,3106.39,1092.78,988.55,2326.55,319.85,2006.7,548.52,1458.18,1458.18,10752.4,0.0,45.48,0.0,0.0,1.36,1.36,8589.4,593.34,4.69,0.34,1.7,0.0,0.0,0.0,0.0,0.0
2024-03-31,4761.95,2067.96,85.36,75.2,896.17,3302.58,1305.87,1103.08,2175.11,113.82,2061.29,432.83,1628.46,1628.46,10752.4,31196.01,45.48,0.0,0.0,1.51,1.51,8916.84,643.83,4.53,0.34,1.82,0.0,0.0,0.0,0.0,0.0
2024-06-30,4424.03,2094.43,81.24,66.3,805.25,3433.18,952.34,1010.2,2075.53,-443.46,2518.99,799.72,1719.27,1719.27,10752.4,31196.01,45.48,0.0,0.0,1.6,1.6,7795.42,453.57,3.87,0.23,1.83,0.0,0.0,0.0,0.0,0.0
2024-09-30,5257.52,2022.73,121.2,40.35,1312.74,3566.33,1096.25,1085.63,3006.33,555.19,2451.14,614.69,1836.45,1836.45,10752.4,0.0,45.48,0.0,0.0,1.71,1.71,7653.13,401.6,3.68,0.2,1.97,0.0,0.0,0.0,0.0,0.0
2024-12-31,4824.49,2062.49,80.04,848.55,749.35,3587.35,1037.85,1137.8,2801.92,165.6,2636.32,728.05,1908.27,1908.27,10752.4,0.0,45.48,0.0,0.0,1.77,1.77,7634.75,365.46,3.57,0.18,1.99,0.0,0.0,0.0,0.0,0.0
2025-03-31,4720.41,2075.23,132.89,50.11,2056.65,3688.71,984.79,1166.98,3194.81,233.06,2961.75,910.57,2051.18,2051.18,10752.4,0.0,45.48,0.0,0.0,1.91,1.91,6695.15,337.34,2.98,0.15,2.11,0.0,0.0,0.0,0.0,0.0
