Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Reserves Excluding Revaluation Reserves,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2016-03-31,967.0,23.0,990.0,242.0,49.0,21.0,157.0,55.0,302.0,164.0,37.0,201.0,38.0,163.0,0.0,163.0,39.0,124.0,124.0,85.0,0.0,7.41,7.41,0.0,0.0,0.0,0.0,0.0
2016-06-30,1282.0,36.0,1318.0,342.0,50.0,-20.0,179.0,61.0,300.0,406.0,49.0,455.0,48.0,407.0,0.0,407.0,70.0,337.0,337.0,85.0,0.0,19.95,19.95,0.0,0.0,0.0,0.0,0.0
2016-09-30,1037.0,21.0,1058.0,297.0,54.0,-34.0,185.0,64.0,312.0,180.0,59.0,239.0,51.0,188.0,0.0,188.0,19.0,169.0,169.0,85.0,0.0,9.96,9.96,0.0,0.0,0.0,0.0,0.0
2016-12-31,1225.0,24.0,1249.0,308.0,57.0,9.0,163.0,68.0,406.0,238.0,71.0,309.0,46.0,263.0,0.0,263.0,29.0,234.0,234.0,85.0,0.0,13.78,13.78,0.0,0.0,0.0,0.0,0.0
2017-03-31,912.0,50.0,962.0,230.0,60.0,34.0,172.0,76.0,356.0,34.0,120.0,154.0,57.0,97.0,0.0,97.0,-17.0,114.0,114.0,85.0,0.0,6.79,6.79,0.0,0.0,0.0,0.0,0.0
2017-06-30,834.0,13.0,847.0,239.0,70.0,-88.0,187.0,74.0,318.0,47.0,109.0,156.0,55.0,101.0,0.0,101.0,17.0,84.0,84.0,85.0,0.0,4.97,4.97,0.0,0.0,0.0,0.0,0.0
2017-09-30,1002.0,24.0,1026.0,177.0,41.0,62.0,207.0,78.0,303.0,158.0,91.0,249.0,51.0,198.0,0.0,198.0,40.0,158.0,158.0,84.62,0.0,9.31,9.31,0.0,0.0,0.0,0.0,0.0
2017-12-31,1012.0,29.0,1041.0,257.0,129.0,-139.0,201.0,89.0,334.0,170.0,81.0,251.0,71.0,180.0,0.0,180.0,160.0,20.0,20.0,84.62,0.0,1.25,1.25,0.0,0.0,0.0,0.0,0.0
2018-03-31,1294.0,40.0,1334.0,322.0,113.0,-67.0,231.0,143.0,443.0,149.0,51.0,200.0,117.0,83.0,0.0,83.0,-137.0,220.0,220.0,84.62,0.0,12.95,12.95,0.0,0.0,0.0,0.0,0.0
2018-06-30,1415.0,37.0,1452.0,310.0,92.0,-4.0,252.0,141.0,390.0,271.0,34.0,305.0,117.0,188.0,0.0,188.0,66.0,122.0,122.0,84.62,0.0,7.21,7.21,0.0,0.0,0.0,0.0,0.0
2018-09-30,1437.0,35.0,1472.0,247.0,68.0,62.0,247.0,144.0,392.0,312.0,108.0,420.0,120.0,300.0,0.0,300.0,23.0,277.0,277.0,84.62,0.0,16.38,16.38,0.0,0.0,0.0,0.0,0.0
2018-12-31,1386.0,95.0,1481.0,309.0,95.0,-40.0,259.0,147.0,407.0,304.0,13.0,317.0,125.0,192.0,0.0,192.0,10.0,182.0,182.0,84.62,0.0,10.73,10.73,0.0,0.0,0.0,0.0,0.0
2019-03-31,1319.0,38.0,1357.0,341.0,88.0,-23.0,256.0,147.0,401.0,147.0,227.0,374.0,119.0,255.0,0.0,255.0,91.0,164.0,164.0,84.62,0.0,9.73,9.73,0.0,0.0,0.0,0.0,0.0
2019-06-30,1566.0,37.0,1603.0,366.0,69.0,-16.0,280.0,149.0,392.0,363.0,31.0,394.0,117.0,277.0,0.0,277.0,54.0,223.0,223.0,84.62,0.0,13.18,13.18,0.0,0.0,0.0,0.0,0.0
2019-09-30,1567.0,36.0,1603.0,331.0,84.0,11.0,262.0,151.0,383.0,381.0,123.0,504.0,111.0,393.0,0.0,393.0,65.0,328.0,328.0,84.62,0.0,19.4,19.4,0.0,0.0,0.0,0.0,0.0
2019-12-31,1436.0,35.0,1471.0,330.0,85.0,2.0,262.0,152.0,344.0,296.0,62.0,358.0,106.0,252.0,0.0,252.0,32.0,220.0,220.0,84.62,0.0,12.97,12.97,0.0,0.0,0.0,0.0,0.0
2020-03-31,1457.0,34.0,1491.0,326.0,103.0,-54.0,258.0,155.0,433.0,270.0,21.0,291.0,96.0,195.0,0.0,195.0,27.0,168.0,168.0,84.62,0.0,9.91,9.91,0.0,0.0,0.0,0.0,0.0
2020-06-30,1685.0,42.0,1727.0,353.0,109.0,-28.0,288.0,150.0,395.0,460.0,7.0,467.0,97.0,370.0,0.0,370.0,72.0,298.0,298.0,84.62,0.0,17.63,17.63,0.0,0.0,0.0,0.0,0.0
2020-09-30,1640.0,0.0,1640.0,363.0,112.0,-38.0,274.0,153.0,343.0,433.0,9.0,442.0,86.0,356.0,0.0,356.0,73.0,283.0,283.0,84.62,0.0,16.68,16.68,0.0,0.0,0.0,0.0,0.0
2020-12-31,1597.0,19.0,1616.0,362.0,82.0,-27.0,278.0,155.0,351.0,415.0,11.0,426.0,87.0,339.0,0.0,339.0,61.0,278.0,278.0,84.62,0.0,16.45,16.45,0.0,0.0,0.0,0.0,0.0
2021-03-31,1443.0,25.0,1468.0,343.0,96.0,-57.0,257.0,152.0,398.0,279.0,91.0,370.0,69.0,301.0,0.0,301.0,22.0,279.0,279.0,84.62,0.0,16.48,16.48,0.0,0.0,0.0,0.0,0.0
2021-06-30,1681.0,14.0,1695.0,404.0,97.0,-41.0,280.0,150.0,377.0,428.0,50.0,478.0,66.0,412.0,0.0,412.0,138.0,274.0,274.0,84.62,0.0,16.21,16.21,0.0,0.0,0.0,0.0,0.0
2021-09-30,1799.0,0.0,1799.0,368.0,91.0,41.0,283.0,153.0,399.0,464.0,54.0,518.0,64.0,454.0,0.0,454.0,128.0,326.0,326.0,84.62,0.0,19.24,19.24,0.0,0.0,0.0,0.0,0.0
2021-12-31,1588.0,0.0,1588.0,364.0,84.0,24.0,280.0,152.0,409.0,275.0,37.0,312.0,57.0,255.0,0.0,255.0,85.0,170.0,170.0,84.62,0.0,10.06,10.06,0.0,0.0,0.0,0.0,0.0
2022-03-31,1662.0,0.0,1662.0,393.0,125.0,-42.0,255.0,147.0,448.0,336.0,61.0,397.0,52.0,345.0,0.0,345.0,124.0,221.0,221.0,84.62,0.0,13.08,13.08,0.0,0.0,0.0,0.0,0.0
2022-06-30,1933.0,0.0,1933.0,389.0,130.0,3.0,317.0,149.0,429.0,516.0,29.0,545.0,51.0,494.0,0.0,494.0,167.0,327.0,327.0,84.62,6540.0,19.35,19.35,0.0,0.0,0.0,0.0,0.0
2022-09-30,1928.0,0.0,1928.0,351.0,116.0,95.0,298.0,156.0,448.0,464.0,11.0,475.0,62.0,413.0,0.0,413.0,141.0,272.0,272.0,169.23,0.0,8.02,8.02,0.0,0.0,0.0,0.0,0.0
2022-12-31,1857.0,0.0,1857.0,349.0,136.0,37.0,297.0,156.0,453.0,429.0,15.0,444.0,91.0,353.0,0.0,353.0,124.0,229.0,229.0,169.23,0.0,6.78,6.78,0.0,0.0,0.0,0.0,0.0
2023-03-31,1920.0,0.0,1920.0,387.0,130.0,-1.0,327.0,182.0,499.0,396.0,26.0,422.0,94.0,328.0,0.0,328.0,109.0,219.0,219.0,169.23,0.0,6.46,6.46,0.0,0.0,0.0,0.0,0.0
2023-06-30,2121.0,0.0,2121.0,434.0,113.0,-40.0,369.0,183.0,508.0,554.0,11.0,565.0,90.0,475.0,0.0,475.0,152.0,323.0,323.0,169.23,0.0,9.55,9.55,0.0,0.0,0.0,0.0,0.0
2023-09-30,2146.0,0.0,2146.0,433.0,138.0,-46.0,366.0,192.0,519.0,544.0,15.0,559.0,77.0,482.0,0.0,482.0,155.0,327.0,327.0,169.23,0.0,9.65,9.65,0.0,0.0,0.0,0.0,0.0
2023-12-31,2123.0,0.0,2123.0,376.0,129.0,56.0,363.0,191.0,498.0,510.0,-11.0,499.0,69.0,430.0,0.0,430.0,133.0,297.0,297.0,169.23,0.0,8.78,8.78,0.0,0.0,0.0,0.0,0.0
2024-03-31,2143.0,0.0,2143.0,409.0,168.0,-39.0,353.0,195.0,536.0,521.0,76.0,597.0,67.0,530.0,0.0,530.0,120.0,410.0,410.0,169.23,0.0,12.12,12.12,0.0,0.0,0.0,0.0,0.0
2024-06-30,2394.0,44.0,2438.0,410.0,141.0,32.0,406.0,189.0,550.0,710.0,21.0,731.0,64.0,667.0,0.0,667.0,198.0,469.0,469.0,169.23,0.0,13.86,13.86,0.0,0.0,0.0,0.0,0.0
2024-09-30,2434.0,0.0,2434.0,337.0,175.0,23.0,407.0,190.0,571.0,731.0,-7.0,724.0,54.0,670.0,0.0,670.0,210.0,460.0,460.0,169.23,0.0,13.6,13.6,0.0,0.0,0.0,0.0,0.0
2024-12-31,2377.0,0.0,2377.0,369.0,211.0,-36.0,407.0,191.0,539.0,696.0,3.0,699.0,48.0,651.0,0.0,651.0,166.0,485.0,485.0,169.23,0.0,14.33,14.33,0.0,0.0,0.0,0.0,0.0
2025-03-31,2385.0,48.0,2433.0,402.0,205.0,-28.0,416.0,190.0,570.0,678.0,15.0,693.0,47.0,646.0,-24.0,622.0,148.0,474.0,474.0,169.23,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0
