Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Power & Fuel,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2016-09-30,249.21,0.0,249.21,18.96,100.99,-3.65,4.01,30.75,4.13,56.85,37.19,2.37,39.56,0.89,38.68,0.0,38.68,13.53,25.14,25.14,6.5,19.33,19.33,0.0,0.0,0.0,0.0,0.0
2016-12-31,235.15,0.0,235.15,14.14,94.83,-0.98,4.68,30.32,4.16,54.43,33.57,2.79,36.36,0.91,35.46,0.0,35.46,12.98,22.47,22.47,6.5,17.28,17.28,0.0,0.0,0.0,0.0,0.0
2017-03-31,311.24,0.0,311.24,18.1,126.93,18.22,3.36,29.53,5.86,63.39,45.85,3.98,49.82,0.9,48.92,0.0,48.92,16.62,32.3,32.3,6.5,24.83,24.83,0.0,0.0,0.0,0.0,0.0
2017-06-30,233.97,0.58,234.56,19.88,111.09,-16.41,3.42,30.72,5.14,52.77,27.95,2.49,30.44,0.9,29.54,0.0,29.54,10.25,19.29,19.29,6.5,14.83,14.83,0.0,0.0,0.0,0.0,0.0
2017-09-30,295.72,0.0,295.72,24.48,121.17,-6.7,0.0,35.0,5.22,75.67,40.89,2.19,43.08,1.14,41.93,0.0,41.93,14.66,27.27,27.27,6.5,20.97,20.97,0.0,0.0,0.0,0.0,0.0
2017-12-31,290.88,0.0,290.88,20.61,126.94,-11.63,0.0,36.51,5.41,77.85,35.19,1.9,37.09,1.26,35.83,0.0,35.83,12.75,23.08,23.08,6.5,17.75,17.75,0.0,0.0,0.0,0.0,0.0
2018-03-31,360.93,0.0,360.93,24.65,148.04,1.16,0.0,38.05,6.58,98.07,44.38,4.7,49.07,1.94,47.13,0.0,47.13,16.53,30.61,30.61,6.5,23.53,23.53,0.0,0.0,0.0,0.0,0.0
2018-06-30,280.7,0.0,280.7,21.96,97.53,9.37,0.0,38.66,4.97,77.88,30.31,1.94,32.25,0.59,31.66,0.0,31.66,11.15,20.51,20.51,6.5,15.77,15.77,0.0,0.0,0.0,0.0,0.0
2018-09-30,330.98,0.0,330.98,26.89,131.48,0.94,0.0,39.43,5.61,86.68,39.97,3.97,43.94,0.5,43.44,0.0,43.44,15.29,28.14,28.14,6.5,21.64,21.64,0.0,0.0,0.0,0.0,0.0
2018-12-31,318.83,0.0,318.83,27.94,143.67,-21.4,0.0,39.63,5.59,83.03,40.36,4.06,44.41,0.65,43.76,0.0,43.76,15.4,28.36,28.36,6.5,21.8,21.8,0.0,0.0,0.0,0.0,0.0
2019-03-31,413.09,0.0,413.09,28.73,182.41,-3.82,0.0,38.68,6.68,103.29,57.12,5.68,62.8,1.49,61.3,0.0,61.3,23.26,38.04,38.04,6.5,29.25,29.25,0.0,0.0,0.0,0.0,0.0
2019-06-30,267.35,0.0,267.35,23.27,109.83,-10.03,0.0,39.9,7.68,69.17,27.54,2.92,30.46,1.14,29.32,0.0,29.32,10.25,19.08,19.08,6.5,14.67,14.67,0.0,0.0,0.0,0.0,0.0
2019-09-30,327.23,0.0,327.23,29.04,129.17,1.33,0.0,40.69,7.93,85.4,33.66,4.08,37.74,1.03,36.7,0.0,36.7,6.67,30.03,30.03,6.5,23.09,23.09,0.0,0.0,0.0,0.0,0.0
2019-12-31,321.35,0.0,321.35,26.49,134.69,2.31,0.0,41.12,8.01,73.81,34.91,4.3,39.21,1.07,38.15,0.0,38.15,9.78,28.37,28.37,6.5,21.81,21.81,0.0,0.0,0.0,0.0,0.0
2020-03-31,293.24,0.0,293.24,26.09,131.54,-18.55,0.0,38.68,9.05,73.07,33.35,4.25,37.6,1.16,36.44,0.0,36.44,-2.03,38.47,38.47,6.5,29.58,29.58,0.0,0.0,0.0,0.0,0.0
2020-06-30,142.59,0.0,142.59,8.54,40.31,23.79,0.0,31.28,8.12,32.03,-1.48,6.88,5.4,1.0,4.4,0.0,4.4,1.49,2.91,2.91,6.5,2.24,2.24,0.0,0.0,0.0,0.0,0.0
2020-09-30,317.9,0.0,317.9,22.65,117.11,27.07,0.0,36.01,8.33,74.6,32.13,3.94,36.06,0.93,35.13,0.0,35.13,8.84,26.29,26.29,6.5,20.21,20.21,0.0,0.0,0.0,0.0,0.0
2020-12-31,309.84,0.0,309.84,16.89,163.41,-0.23,0.0,34.2,8.39,55.87,31.32,8.5,39.83,0.95,38.87,0.0,38.87,9.78,29.09,29.09,6.5,22.37,22.37,0.0,0.0,0.0,0.0,0.0
2021-03-31,431.37,0.0,431.37,37.23,207.15,-16.61,0.0,42.84,8.39,97.61,54.76,2.47,57.22,1.38,55.84,0.0,55.84,12.83,43.02,43.02,6.5,33.07,33.07,0.0,0.0,0.0,0.0,0.0
2021-06-30,222.84,0.0,222.84,31.75,101.24,-34.46,0.0,43.05,7.29,61.43,12.55,5.75,18.31,1.04,17.26,0.0,17.26,4.34,12.92,12.92,6.5,9.93,9.93,0.0,0.0,0.0,0.0,0.0
2021-09-30,393.23,0.0,393.23,41.45,161.26,-8.27,0.0,47.43,7.61,93.45,50.3,6.97,57.27,1.03,56.25,0.0,56.25,14.16,42.09,42.09,6.5,32.36,32.36,0.0,0.0,0.0,0.0,0.0
2021-12-31,387.01,0.0,387.01,48.09,160.61,-24.78,0.0,48.17,7.77,93.83,53.32,4.17,57.49,1.0,56.49,0.0,56.49,14.22,42.27,42.27,6.5,32.5,32.5,0.0,0.0,0.0,0.0,0.0
2022-03-31,438.68,0.0,438.68,55.12,184.21,-35.21,0.0,52.1,7.77,100.05,74.64,5.89,80.53,1.52,79.01,-5.74,73.27,21.19,52.08,52.08,6.5,40.04,40.04,0.0,0.0,0.0,0.0,0.0
2022-06-30,395.75,0.0,395.75,54.77,152.77,-24.31,0.0,48.92,6.99,102.44,54.17,-0.27,53.9,0.94,52.96,0.0,52.96,13.33,39.63,39.63,6.5,30.47,30.47,0.0,0.0,0.0,0.0,0.0
2022-09-30,414.26,0.0,414.26,58.07,168.39,-43.3,0.0,54.75,7.71,110.29,58.34,10.95,69.29,1.27,68.02,0.0,68.02,17.31,50.72,50.72,6.5,38.99,38.99,0.0,0.0,0.0,0.0,0.0
2022-12-31,455.8,0.0,455.8,50.58,171.77,-14.92,0.0,53.07,7.96,122.44,64.89,13.7,78.59,1.29,77.3,0.0,77.3,20.93,56.37,56.37,6.5,43.34,43.34,0.0,0.0,0.0,0.0,0.0
2023-03-31,530.38,0.0,530.38,54.22,179.5,14.19,0.0,54.55,7.79,142.82,77.3,13.04,90.34,1.9,88.44,0.0,88.44,20.51,67.94,67.94,6.5,48.39,48.39,0.0,0.0,0.0,0.0,0.0
2023-06-30,427.19,0.0,427.19,50.84,145.16,-2.54,0.0,56.78,7.78,108.45,60.72,15.71,76.43,1.18,75.25,0.0,75.25,18.87,56.37,56.37,6.5,43.35,43.35,0.0,0.0,0.0,0.0,0.0
2023-09-30,461.61,0.0,461.61,54.92,162.41,0.94,0.0,57.68,8.33,111.39,65.94,13.01,78.95,1.24,77.71,-1.56,76.16,19.27,56.89,56.89,6.5,43.74,43.74,0.0,0.0,0.0,0.0,0.0
2023-12-31,436.72,0.0,436.72,56.84,174.73,-31.56,0.0,55.81,9.12,121.47,50.31,15.99,66.3,1.45,64.85,0.0,64.85,13.97,50.88,50.88,6.5,39.12,39.12,0.0,0.0,0.0,0.0,0.0
2024-03-31,546.63,0.0,546.63,56.22,174.88,39.34,0.0,57.28,9.15,126.82,82.94,16.44,99.38,1.43,97.95,0.0,97.95,22.92,75.03,75.03,6.5,57.69,57.69,0.0,0.0,0.0,0.0,0.0
2024-06-30,398.01,0.0,398.01,54.51,137.18,-11.25,0.0,58.01,8.42,103.43,47.72,16.27,63.99,1.16,62.83,0.0,62.83,15.87,46.97,46.97,6.5,36.11,36.11,0.0,0.0,0.0,0.0,0.0
2024-09-30,489.99,0.0,489.99,62.34,180.22,-9.61,0.0,62.68,10.14,124.76,59.46,18.37,77.83,2.53,75.29,0.0,75.29,7.22,68.08,68.08,6.45,52.44,52.44,0.0,0.0,0.0,0.0,0.0
2024-12-31,449.27,0.0,449.27,65.85,184.06,-39.36,0.0,60.38,9.77,118.93,49.64,12.09,61.73,1.83,59.9,0.0,59.9,14.04,45.86,45.86,6.45,35.56,35.56,0.0,0.0,0.0,0.0,0.0
2025-03-31,577.97,0.0,577.97,64.24,193.11,28.32,0.0,60.47,10.18,126.24,95.4,15.77,111.17,1.6,109.57,-1.5,108.07,22.48,85.58,85.58,6.45,66.36,66.36,0.0,0.0,0.0,0.0,0.0
