Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Increase/Decrease in Stocks,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2015-06-30,275.81,0.11,275.92,197.71,20.41,6.98,15.8,34.11,0.91,-3.4,-2.49,27.5,-29.99,0.0,-29.99,-9.93,-20.06,-20.06,38.57,-0.52,-0.52,21.36,55.37,17.21,100.0,44.63
2015-09-30,309.91,0.27,310.18,232.92,-1.64,7.12,15.98,35.86,19.94,-3.72,16.22,30.37,-14.15,0.0,-14.15,-4.42,-9.73,-9.73,38.57,-0.25,-0.25,21.36,55.37,17.21,100.0,44.63
2015-12-31,305.19,0.32,305.51,197.09,12.24,7.69,16.0,34.99,37.5,-2.12,35.38,25.42,9.96,0.0,9.96,4.01,5.95,5.95,38.57,0.15,0.15,0.0,0.0,0.0,0.0,0.0
2016-03-31,260.1,0.13,260.23,149.93,22.33,7.88,15.93,31.08,33.08,3.52,36.6,18.93,17.67,0.0,17.67,5.91,11.76,11.76,41.84,0.3,0.3,0.0,0.0,0.0,0.0,0.0
2016-06-30,255.05,0.01,255.06,186.84,-25.64,8.11,7.78,34.53,43.44,-2.2,41.24,23.55,17.69,0.0,17.69,6.06,11.63,11.63,41.84,0.28,0.28,0.0,0.0,0.0,0.0,0.0
2016-09-30,341.74,0.01,341.75,219.47,19.22,9.17,7.76,38.22,47.91,0.27,48.18,18.85,29.33,0.0,29.33,10.29,19.04,19.04,41.84,0.45,0.45,0.0,0.0,0.0,0.0,0.0
2016-12-31,346.16,5.6,351.76,228.79,5.89,9.0,7.7,40.42,59.96,-4.98,54.98,24.24,30.74,0.0,30.74,10.63,20.11,20.11,41.84,0.48,0.48,0.0,0.0,0.0,0.0,0.0
2017-03-31,375.54,0.06,375.6,245.43,6.99,9.57,7.73,41.18,64.7,-5.22,59.48,13.83,45.65,0.0,45.65,15.25,30.4,30.4,41.84,0.73,0.73,0.0,0.0,0.0,0.0,0.0
2017-06-30,452.32,0.0,452.32,308.27,12.53,9.84,7.89,21.85,91.94,1.18,93.12,18.59,74.53,0.0,74.53,24.5,50.03,50.03,41.84,1.2,1.2,0.0,0.0,0.0,0.0,0.0
2017-09-30,468.02,0.0,468.02,333.1,-18.16,11.53,7.89,38.96,94.7,1.88,96.58,20.81,75.77,0.0,75.77,24.61,51.16,51.16,41.84,1.22,1.22,0.0,0.0,0.0,0.0,0.0
2017-12-31,500.08,0.0,500.08,339.0,-11.94,11.51,7.91,38.02,115.58,1.72,117.3,12.11,105.19,0.0,105.19,35.05,70.14,70.14,41.84,1.68,1.68,0.0,0.0,0.0,0.0,0.0
2018-03-31,550.75,0.0,550.75,352.12,9.85,13.75,7.72,50.66,116.65,2.71,119.36,18.92,100.44,0.0,100.44,29.19,71.25,71.25,41.84,1.7,1.7,0.0,0.0,0.0,0.0,0.0
2018-06-30,604.73,0.0,604.73,423.75,-16.54,13.63,7.9,48.13,127.86,2.73,130.59,18.74,111.85,0.0,111.85,35.19,76.66,76.66,41.84,1.83,1.83,0.0,0.0,0.0,0.0,0.0
2018-09-30,601.77,0.0,601.77,439.24,-35.69,13.35,8.4,55.11,121.36,2.24,123.6,17.52,106.08,0.0,106.08,31.99,74.09,74.09,41.84,1.77,1.77,0.0,0.0,0.0,0.0,0.0
2018-12-31,586.68,0.0,586.68,411.04,-21.86,15.37,8.41,49.38,124.34,12.92,137.26,17.32,119.94,0.0,119.94,37.85,82.09,82.09,41.84,1.96,1.96,0.0,0.0,0.0,0.0,0.0
2019-03-31,583.44,0.0,583.44,329.68,58.19,15.77,7.82,56.48,115.5,6.44,121.94,16.99,104.95,0.0,104.95,32.75,72.2,72.2,41.86,1.73,1.72,0.0,0.0,0.0,0.0,0.0
2019-06-30,523.68,0.0,523.68,320.85,15.83,16.72,8.14,49.53,112.61,6.75,119.36,15.56,103.8,0.0,103.8,30.56,73.24,73.24,41.86,1.75,1.75,0.0,0.0,0.0,0.0,0.0
2019-09-30,487.19,0.0,487.19,321.1,-0.24,19.54,8.24,57.02,81.53,1.75,83.28,13.79,69.49,0.0,69.49,18.98,50.51,50.51,41.86,1.21,1.21,0.0,0.0,0.0,0.0,0.0
2019-12-31,428.26,0.0,428.26,316.22,1.96,18.19,8.72,56.45,26.72,2.77,29.49,11.55,17.94,0.0,17.94,1.24,16.7,16.7,41.87,0.4,0.4,0.0,0.0,0.0,0.0,0.0
2020-03-31,364.37,0.0,364.37,249.89,-3.21,18.8,11.58,67.84,19.47,-1.53,17.94,13.61,4.33,-127.99,-123.66,-62.04,-61.62,-61.62,41.88,-1.48,-1.48,0.0,0.0,0.0,0.0,0.0
2020-06-30,257.87,0.0,257.87,194.73,-2.43,18.52,10.86,41.42,-5.23,2.63,-2.6,10.48,-13.08,0.0,-13.08,-3.59,-9.49,-9.49,41.88,-0.23,-0.23,0.0,0.0,0.0,0.0,0.0
2020-09-30,389.24,0.0,389.24,285.94,-8.3,18.65,11.09,52.57,29.29,5.22,34.51,8.95,25.56,0.0,25.56,9.38,16.18,16.18,41.88,0.39,0.39,0.0,0.0,0.0,0.0,0.0
2020-12-31,466.81,0.0,466.81,316.17,23.53,18.68,11.01,67.67,29.75,4.24,33.99,6.72,27.27,0.0,27.27,10.01,17.26,17.26,41.88,0.41,0.41,0.0,0.0,0.0,0.0,0.0
2021-03-31,565.54,0.0,565.54,359.62,70.82,19.66,11.26,75.82,28.36,2.93,31.29,7.06,24.23,0.0,24.23,1.5,22.73,22.73,41.9,0.54,0.54,0.0,0.0,0.0,0.0,0.0
2021-06-30,539.75,0.0,539.75,464.34,-40.44,17.87,11.3,61.44,25.24,1.23,26.47,7.84,18.63,0.0,18.63,2.89,15.74,15.74,41.9,0.38,0.38,0.0,0.0,0.0,0.0,0.0
2021-09-30,645.28,0.0,645.28,534.75,-19.01,21.76,11.37,76.81,19.6,2.51,22.11,7.48,14.63,0.0,14.63,2.94,11.69,11.69,41.9,0.28,0.28,0.0,0.0,0.0,0.0,0.0
2021-12-31,772.49,0.0,772.49,719.76,-80.14,20.03,11.41,77.12,24.31,3.78,28.09,8.68,19.41,0.0,19.41,2.99,16.42,16.42,41.9,0.39,0.39,0.0,0.0,0.0,0.0,0.0
2022-03-31,833.79,0.0,833.79,672.95,-2.19,20.5,12.55,94.04,35.94,1.9,37.84,11.04,26.8,0.0,26.8,5.59,21.21,21.21,41.9,0.5,0.5,0.0,0.0,0.0,0.0,0.0
2022-06-30,1046.64,0.0,1046.64,802.37,29.29,22.81,12.06,120.8,59.31,1.56,60.87,12.6,48.27,0.0,48.27,9.34,38.93,38.93,41.93,0.93,0.93,0.0,0.0,0.0,0.0,0.0
2022-09-30,1058.91,0.0,1058.91,972.85,-142.82,25.78,12.54,113.28,77.28,8.19,85.47,19.93,65.54,-30.0,35.54,6.41,29.13,29.13,41.93,0.69,0.69,0.0,0.0,0.0,0.0,0.0
2022-12-31,1037.39,0.0,1037.39,835.31,-11.91,20.96,12.29,90.94,89.8,7.67,97.47,20.18,77.29,0.0,77.29,14.26,63.03,63.03,41.94,1.51,1.51,0.0,0.0,0.0,0.0,0.0
2023-03-31,1028.9,0.0,1028.9,686.75,95.3,21.4,11.77,100.36,113.32,10.55,123.87,13.16,110.71,0.0,110.71,33.99,76.72,76.72,43.27,1.81,1.81,0.0,0.0,0.0,0.0,0.0
2023-06-30,950.91,0.0,950.91,694.96,5.46,25.65,11.57,89.84,123.43,10.12,133.55,13.11,120.44,0.0,120.44,32.78,87.66,87.66,43.9,2.02,2.02,0.0,0.0,0.0,0.0,0.0
2023-09-30,1004.52,0.0,1004.52,751.35,-25.64,28.02,11.91,93.57,145.31,9.83,155.14,15.92,139.22,0.0,139.22,38.38,100.84,100.84,44.0,2.3,2.3,0.0,0.0,0.0,0.0,0.0
2023-12-31,1052.51,0.0,1052.51,789.57,-33.23,26.8,12.19,96.95,160.23,10.2,170.43,21.17,149.26,0.0,149.26,41.37,107.89,107.89,44.07,2.45,2.45,0.0,0.0,0.0,0.0,0.0
2024-03-31,1176.95,0.0,1176.95,835.97,16.71,29.49,12.08,117.36,165.34,12.4,177.74,13.52,164.22,0.0,164.22,49.61,114.61,114.61,49.26,2.4,2.39,0.0,0.0,0.0,0.0,0.0
2024-06-30,1199.77,0.0,1199.77,830.27,21.05,29.74,12.37,126.75,179.59,12.55,192.14,12.9,179.24,0.0,179.24,55.79,123.45,123.45,49.35,2.5,2.5,0.0,0.0,0.0,0.0,0.0
2024-09-30,1135.21,0.0,1135.21,833.45,-40.59,32.94,12.49,103.16,193.76,13.31,207.07,11.25,195.82,0.0,195.82,61.38,134.44,134.44,49.37,2.73,2.7,0.0,0.0,0.0,0.0,0.0
2024-12-31,1131.81,0.0,1131.81,780.79,-17.54,31.39,12.5,118.84,205.83,11.67,217.5,11.71,205.79,0.0,205.79,63.85,141.94,141.94,49.37,2.87,2.84,0.0,0.0,0.0,0.0,0.0
2025-03-31,1129.01,0.0,1129.01,712.48,32.07,30.3,12.26,119.68,222.22,13.37,235.59,8.71,226.88,0.0,226.88,68.65,158.23,158.23,49.38,3.21,3.18,0.0,0.0,0.0,0.0,0.0
