Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Power & Fuel,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Reserves Excluding Revaluation Reserves,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2021-03-31,956.87,0.0,956.87,627.0,0.0,1.31,0.0,25.42,119.09,25.05,159.0,106.22,265.22,140.29,124.93,243.65,368.58,34.94,333.64,333.64,6853.46,0.0,0.31,0.31,0.0,0.0,0.0,0.0,0.0
2021-06-30,914.99,0.0,914.99,613.06,0.0,0.28,0.0,25.92,119.9,19.49,136.34,11.36,147.7,140.51,7.19,0.0,7.19,2.67,4.52,4.52,6853.46,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-30,901.91,0.0,901.91,637.81,0.0,0.02,0.0,27.23,121.28,19.33,96.24,46.54,142.78,136.72,6.06,0.0,6.06,6.71,-0.65,-0.65,6853.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-31,1401.44,0.0,1401.44,944.39,134.02,-98.21,0.0,27.9,121.28,28.82,243.24,51.34,294.58,136.14,158.44,0.0,158.44,51.45,106.99,106.99,6853.46,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0
2022-03-31,1406.21,0.0,1406.21,1256.0,0.0,-181.19,0.0,30.59,118.74,26.06,156.01,125.63,281.64,142.72,138.92,0.0,138.92,141.29,-2.37,-2.37,6853.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-30,1820.37,0.0,1820.37,908.88,0.0,228.19,0.0,29.51,115.54,25.54,512.71,8.93,521.64,149.52,372.12,0.0,372.12,130.19,241.93,241.93,6853.46,0.0,0.23,0.23,0.0,0.0,0.0,0.0,0.0
2022-09-30,1385.37,0.0,1385.37,1059.91,0.0,15.1,0.0,32.81,116.84,21.74,138.97,115.91,254.88,137.96,116.92,0.0,116.92,41.54,75.38,75.38,6853.46,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0
2022-12-31,1201.05,0.0,1201.05,1374.92,0.0,-244.99,0.0,32.08,117.14,29.18,-107.28,4.96,-102.32,135.31,-237.63,0.0,-237.63,-20.72,-216.91,-216.91,6853.46,0.0,-0.2,-0.2,0.0,0.0,0.0,0.0,0.0
2023-03-31,1379.88,0.0,1379.88,998.67,0.0,36.88,0.0,30.4,114.65,92.55,106.73,5.46,112.19,136.91,-24.72,0.0,-24.72,16.67,-41.39,-41.39,6853.46,0.0,-0.04,-0.04,0.0,0.0,0.0,0.0,0.0
2023-06-30,1707.82,0.0,1707.82,1308.53,0.0,-191.96,0.0,30.95,115.07,38.98,406.25,6.87,413.12,119.13,293.99,0.0,293.99,102.4,191.59,191.59,6853.46,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.0
2023-09-30,1349.81,0.0,1349.81,878.32,0.0,0.0,0.0,32.83,116.44,27.85,294.37,9.34,303.71,116.57,187.14,-79.36,107.78,39.19,68.59,68.59,6853.46,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0
2023-12-31,2190.32,0.0,2190.32,1118.32,0.0,436.18,0.0,33.88,117.23,24.56,460.15,23.31,483.46,104.86,378.6,-79.36,299.24,126.16,173.08,173.08,6853.46,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0
2024-03-31,1514.83,0.0,1514.83,689.44,0.0,0.05,0.0,35.57,116.37,62.93,610.47,348.7,959.17,108.62,850.55,-638.33,212.22,-40.62,252.84,252.84,6853.46,0.0,0.33,0.33,0.0,0.0,0.0,0.0,0.0
2024-06-30,1754.7,0.0,1754.7,886.96,0.0,0.0,0.0,34.0,117.53,43.84,672.37,24.3,696.67,108.98,587.69,0.0,587.69,239.21,348.48,348.48,6853.46,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0
2024-09-30,1226.41,0.0,1226.41,771.07,0.0,0.0,0.0,36.46,120.31,32.55,266.02,78.2,344.22,110.36,233.86,0.0,233.86,51.75,182.11,182.11,6853.46,0.0,0.21,0.21,0.0,0.0,0.0,0.0,0.0
2024-12-31,1140.17,0.0,1140.17,782.76,0.0,0.0,0.0,36.55,116.49,30.85,173.52,116.18,289.7,97.38,192.32,0.0,192.32,67.67,124.65,124.65,6853.46,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0
2025-03-31,1340.91,0.0,1340.91,809.44,0.0,0.0,0.0,45.27,115.87,97.66,272.67,25.43,298.1,97.41,200.69,0.0,200.69,45.2,155.49,155.49,6853.46,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0
