Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Reserves Excluding Revaluation Reserves,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2016-03-31,618.05,0.0,618.05,127.01,16.39,1.83,145.98,32.78,255.52,38.54,2.92,41.46,0.0,41.46,0.0,41.46,13.63,27.83,27.83,65.8,731.78,4.24,4.22,0.0,0.0,0.0,0.0,0.0
2016-06-30,608.76,0.15,608.92,123.45,17.76,0.21,140.04,32.61,269.73,25.13,3.09,28.21,0.0,28.21,0.0,28.21,9.22,19.0,19.0,65.84,0.0,2.89,2.88,0.0,0.0,0.0,0.0,0.0
2016-09-30,665.43,0.11,665.54,146.14,22.58,-1.03,150.22,36.61,283.36,27.67,4.28,31.95,0.0,31.95,0.0,31.95,10.38,21.57,21.57,65.84,0.0,3.28,3.27,0.0,0.0,0.0,0.0,0.0
2016-12-31,658.76,0.08,658.84,144.91,20.49,-0.35,151.96,38.12,277.77,25.93,3.54,29.48,0.0,29.48,0.0,29.48,9.5,19.97,19.97,65.95,0.0,3.03,3.03,0.0,0.0,0.0,0.0,0.0
2017-03-31,612.78,0.0,612.78,121.7,19.45,0.68,142.32,43.81,268.12,16.7,3.58,20.28,0.0,20.28,-12.17,8.11,1.39,6.72,6.72,65.95,786.24,1.02,1.02,0.0,0.0,0.0,0.0,0.0
2017-06-30,678.82,0.0,678.82,137.65,22.99,-0.14,147.07,46.21,291.67,33.36,3.0,36.36,0.0,36.36,0.0,36.36,12.51,23.84,23.84,65.98,0.0,3.62,3.61,0.0,0.0,0.0,0.0,0.0
2017-09-30,726.64,0.0,726.64,165.14,24.52,-1.79,156.44,32.56,280.14,69.63,3.64,73.27,0.0,73.27,0.0,73.27,24.8,48.47,48.47,65.98,0.0,7.4,7.39,0.0,0.0,0.0,0.0,0.0
2017-12-31,795.17,0.0,795.17,179.69,21.02,1.9,158.53,39.29,297.14,97.58,3.34,100.92,0.0,100.92,0.0,100.92,34.9,66.02,66.02,65.98,0.0,10.01,10.0,0.0,0.0,0.0,0.0,0.0
2018-03-31,779.82,0.0,779.82,177.69,24.18,-1.43,142.05,37.81,309.56,89.95,12.74,102.69,0.0,102.69,0.0,102.69,34.62,68.07,68.07,65.98,0.0,10.32,10.32,0.0,0.0,0.0,0.0,0.0
2018-06-30,855.06,0.0,855.06,191.24,28.1,-1.53,154.51,36.56,340.68,105.5,7.14,112.64,0.0,112.64,0.0,112.64,37.97,74.68,74.68,131.97,0.0,5.66,5.66,0.0,0.0,0.0,0.0,0.0
2018-09-30,881.36,0.0,881.36,198.9,24.42,0.5,170.22,38.46,339.78,109.07,10.84,119.91,0.0,119.91,0.0,119.91,42.24,77.67,77.67,131.97,0.0,5.89,5.89,0.0,0.0,0.0,0.0,0.0
2018-12-31,929.05,0.0,929.05,205.26,22.72,-0.85,177.08,37.27,354.26,133.31,13.8,147.11,0.0,147.11,0.0,147.11,50.6,96.51,96.51,131.97,0.0,7.31,7.31,0.0,0.0,0.0,0.0,0.0
2019-03-31,865.2,0.0,865.2,189.77,14.67,2.7,168.9,39.99,341.56,107.6,15.14,122.74,0.0,122.74,-7.93,114.81,40.86,73.95,73.95,131.97,0.0,5.6,5.6,0.0,0.0,0.0,0.0,0.0
2019-06-30,940.09,0.0,940.09,213.77,17.54,-0.55,184.22,80.77,306.07,138.28,15.27,153.55,39.5,114.05,0.0,114.05,39.27,74.78,74.78,131.97,0.0,5.67,5.67,0.0,0.0,0.0,0.0,0.0
2019-09-30,988.23,0.0,988.23,229.49,16.56,-1.68,197.19,83.78,311.66,151.23,17.23,168.46,40.4,128.06,-12.52,115.54,39.61,75.93,75.93,131.97,0.0,5.75,5.75,0.0,0.0,0.0,0.0,0.0
2019-12-31,1059.6,0.0,1059.6,245.79,20.2,-0.09,207.18,87.96,332.97,165.61,15.91,181.52,42.6,138.93,0.0,138.93,35.23,103.7,103.7,131.97,0.0,7.86,7.86,0.0,0.0,0.0,0.0,0.0
2020-03-31,897.85,0.0,897.85,213.28,15.06,1.31,196.02,91.64,302.73,77.82,20.41,98.23,40.96,57.27,-32.29,24.98,3.94,21.05,21.05,131.97,0.0,1.59,1.59,0.0,0.0,0.0,0.0,0.0
2020-06-30,380.28,0.0,380.28,77.52,5.93,0.12,149.86,90.8,122.78,-66.73,12.69,-54.04,41.89,-95.93,0.0,-95.93,-23.3,-72.63,-72.63,131.97,0.0,-5.5,-5.5,0.0,0.0,0.0,0.0,0.0
2020-09-30,805.51,0.0,805.51,158.65,11.58,0.63,166.58,102.96,253.4,111.71,31.13,142.84,41.22,101.63,0.0,101.63,24.71,76.91,76.91,131.97,0.0,5.83,5.83,0.0,0.0,0.0,0.0,0.0
2020-12-31,1057.23,0.0,1057.23,218.71,13.83,-3.14,219.55,87.64,329.64,191.0,15.57,206.57,40.48,166.09,0.0,166.09,40.98,125.1,125.1,131.97,0.0,9.48,9.48,0.0,0.0,0.0,0.0,0.0
2021-03-31,1025.86,0.0,1025.86,215.59,14.48,1.07,199.72,85.83,345.81,163.35,10.99,174.34,37.01,137.32,0.0,137.32,33.02,104.3,104.3,131.97,0.0,7.9,7.9,0.0,0.0,0.0,0.0,0.0
2021-06-30,878.99,0.0,878.99,186.98,12.54,0.64,165.0,89.01,302.31,122.5,8.03,130.53,41.8,88.73,-5.58,83.15,20.59,62.55,62.55,131.97,0.0,4.74,4.74,0.0,0.0,0.0,0.0,0.0
2021-09-30,1100.72,0.0,1100.72,227.48,15.24,-3.3,191.45,90.22,383.82,195.81,9.28,205.1,41.62,163.48,-1.25,162.23,40.7,121.53,121.53,131.97,0.0,9.21,9.21,0.0,0.0,0.0,0.0,0.0
2021-12-31,1193.5,0.0,1193.5,254.81,16.65,-4.19,195.68,100.62,413.15,216.78,10.93,227.71,44.59,183.12,-0.1,183.03,45.7,137.33,137.33,131.97,0.0,10.41,10.41,0.0,0.0,0.0,0.0,0.0
2022-03-31,1157.89,0.0,1157.89,250.77,13.5,3.1,199.22,103.12,401.62,186.55,12.42,198.96,45.02,153.95,-0.39,153.56,37.44,116.11,116.11,131.97,0.0,1.76,1.76,0.0,0.0,0.0,0.0,0.0
2022-06-30,1240.27,0.0,1240.27,271.81,20.49,-3.45,204.14,105.03,442.75,199.5,10.59,210.09,45.92,164.16,-26.64,137.53,36.57,100.96,100.96,131.97,0.0,1.53,1.53,0.0,0.0,0.0,0.0,0.0
2022-09-30,1286.77,0.0,1286.77,288.59,19.31,-2.26,225.69,112.31,442.95,200.18,10.29,210.47,48.55,161.93,0.0,161.93,42.76,119.17,119.17,131.97,0.0,1.81,1.81,0.0,0.0,0.0,0.0,0.0
2022-12-31,1316.64,0.0,1316.64,308.02,20.64,-5.73,242.43,129.79,461.28,160.21,9.34,169.56,50.13,119.42,0.0,119.42,30.85,88.57,88.57,131.97,0.0,1.34,1.34,0.0,0.0,0.0,0.0,0.0
2023-03-31,1252.31,0.0,1252.31,284.67,19.07,5.99,217.37,128.19,473.01,124.01,19.48,143.49,50.53,92.97,-20.0,72.97,25.44,47.53,47.53,131.97,0.0,0.72,0.72,0.0,0.0,0.0,0.0,0.0
2023-06-30,1309.66,0.0,1309.66,291.74,21.59,0.74,247.29,132.81,471.92,143.57,9.09,152.66,51.28,101.39,0.0,101.39,26.2,75.18,75.18,131.97,0.0,1.14,1.14,0.0,0.0,0.0,0.0,0.0
2023-09-30,1344.83,0.0,1344.83,303.82,18.37,-4.83,253.55,137.93,493.22,142.78,6.87,149.65,53.38,96.27,0.0,96.27,24.12,72.15,72.15,131.97,0.0,1.09,1.09,0.0,0.0,0.0,0.0,0.0
2023-12-31,1355.06,0.0,1355.06,302.66,18.61,-4.9,253.48,146.51,502.48,136.23,3.97,140.2,58.33,81.88,0.0,81.88,20.92,60.95,60.95,131.97,0.0,0.92,0.92,0.0,0.0,0.0,0.0,0.0
2024-03-31,1331.3,0.0,1331.3,291.86,16.05,3.43,237.03,151.14,528.63,103.16,8.55,111.71,60.9,50.82,-12.0,38.82,13.19,25.63,25.63,131.97,0.0,0.39,0.39,0.0,0.0,0.0,0.0,0.0
2024-06-30,1439.56,0.0,1439.56,325.09,18.92,0.08,256.18,155.15,561.12,123.01,7.28,130.29,61.95,68.34,0.0,68.34,16.83,51.51,51.51,131.97,0.0,0.78,0.78,0.0,0.0,0.0,0.0,0.0
2024-09-30,1466.88,0.0,1466.88,348.65,22.62,-20.08,268.82,165.41,562.66,118.81,14.98,133.79,64.02,69.77,0.0,69.77,17.71,52.06,52.06,131.97,0.0,0.79,0.79,0.0,0.0,0.0,0.0,0.0
2024-12-31,1611.06,0.0,1611.06,392.28,19.94,-10.41,280.17,174.09,616.31,138.67,8.31,146.99,68.21,78.77,-24.75,54.02,12.98,41.05,41.05,131.97,0.0,0.62,0.62,0.0,0.0,0.0,0.0,0.0
2025-03-31,1587.17,0.0,1587.17,380.75,13.26,10.4,272.74,177.73,604.44,127.84,6.57,134.41,66.7,67.71,0.0,67.71,18.25,49.46,49.46,131.97,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.0
