Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Extra Ordinary Items,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2015-06-30,1225.9,21.91,1247.81,410.75,38.2,-63.88,147.95,23.55,285.82,405.42,26.04,431.46,8.25,423.21,0.0,423.21,84.64,338.57,0.0,338.57,28.22,12.29,12.28,15.11,53.56,13.1,100.0,46.44
2015-09-30,1569.69,30.62,1600.31,414.08,56.46,-9.72,212.07,25.05,456.63,445.73,27.32,473.05,9.36,463.69,0.0,463.69,91.52,372.17,0.0,372.17,28.22,13.19,13.19,0.0,0.0,0.0,0.0,0.0
2015-12-31,1384.37,31.9,1416.27,433.47,63.95,-37.41,176.21,25.15,429.8,325.1,-2.99,322.11,8.35,313.76,0.0,313.76,50.58,263.18,0.0,263.18,28.22,9.33,9.32,0.0,0.0,0.0,0.0,0.0
2016-03-31,1719.5,211.68,1931.18,533.94,61.37,37.45,230.02,26.06,553.12,489.22,66.92,556.13,10.26,545.87,0.0,545.87,34.16,511.72,0.0,511.72,28.22,18.15,18.15,0.0,0.0,0.0,0.0,0.0
2016-06-30,1581.02,59.85,1640.87,526.79,75.96,-73.06,179.13,25.48,331.13,575.43,97.93,673.36,11.04,662.32,0.0,662.32,143.51,518.81,0.0,518.81,28.22,18.39,18.38,0.0,0.0,0.0,0.0,0.0
2016-09-30,2033.97,137.47,2171.44,605.82,68.85,-17.86,286.81,25.8,446.59,755.43,-5.8,749.63,42.31,707.33,0.0,707.33,151.5,555.83,0.0,555.83,28.22,19.7,19.7,0.0,0.0,0.0,0.0,0.0
2016-12-31,2114.95,76.83,2191.78,561.53,66.15,7.3,227.41,26.34,484.99,818.07,106.36,924.43,49.54,874.89,0.0,874.89,163.58,711.31,0.0,711.31,28.22,25.21,25.2,0.0,0.0,0.0,0.0,0.0
2017-03-31,1938.56,126.53,2065.09,547.88,56.03,0.1,221.13,27.32,567.85,644.78,-50.25,594.53,49.72,544.81,-236.45,308.36,-48.7,357.06,0.0,357.06,28.22,12.65,12.65,0.0,0.0,0.0,0.0,0.0
2017-06-30,1510.93,36.85,1547.78,500.02,69.31,-10.93,207.77,29.94,428.68,323.0,42.59,365.59,45.74,319.85,0.0,319.85,49.01,270.84,0.0,270.84,28.22,9.6,9.6,0.0,0.0,0.0,0.0,0.0
2017-09-30,1619.55,40.26,1659.81,484.82,66.41,58.5,326.43,28.89,326.2,368.56,56.3,424.87,47.44,377.43,0.0,377.43,49.55,327.88,0.0,327.88,28.22,11.62,11.62,0.0,0.0,0.0,0.0,0.0
2017-12-31,1459.25,97.3,1556.55,522.47,89.2,-30.45,255.4,29.55,453.14,237.24,37.23,274.48,47.0,227.48,0.0,227.48,33.36,194.12,0.0,194.12,28.22,6.88,6.88,0.0,0.0,0.0,0.0,0.0
2018-03-31,1506.33,161.42,1667.75,531.25,63.27,34.73,232.33,29.82,475.85,300.49,44.3,344.79,50.72,294.07,0.0,294.07,72.56,221.51,0.0,221.51,28.22,7.85,7.85,0.0,0.0,0.0,0.0,0.0
2018-06-30,1563.23,55.18,1618.41,514.77,74.67,-17.21,229.69,33.42,406.2,376.88,173.65,550.53,55.17,495.36,0.0,495.36,97.97,397.39,0.0,397.39,28.22,14.08,14.08,0.0,0.0,0.0,0.0,0.0
2018-09-30,1639.81,39.9,1679.72,385.92,88.11,113.4,312.4,26.92,388.07,364.89,226.3,591.19,60.85,530.34,345.19,875.52,172.95,702.58,44.98,747.56,28.22,26.49,26.49,0.0,0.0,0.0,0.0,0.0
2018-12-31,1599.9,32.14,1632.04,536.55,90.82,-2.48,232.09,25.7,425.7,323.65,-84.64,239.01,55.18,183.83,0.0,183.83,14.41,169.42,26.45,195.87,28.22,6.94,6.94,0.0,0.0,0.0,0.0,0.0
2019-03-31,1530.76,56.52,1587.28,254.89,47.69,316.88,224.23,26.35,474.85,242.4,168.39,410.79,52.61,358.18,0.0,358.18,76.89,281.29,0.0,281.29,28.22,9.97,9.97,0.0,0.0,0.0,0.0,0.0
2019-06-30,1455.23,43.56,1498.79,519.37,96.61,-9.28,220.02,32.17,363.43,276.48,68.54,345.02,68.08,276.94,0.0,276.94,49.1,227.84,0.0,227.84,28.22,8.07,8.07,0.0,0.0,0.0,0.0,0.0
2019-09-30,1742.62,47.2,1789.82,567.59,92.87,19.69,345.79,33.32,383.35,347.21,192.47,539.67,65.17,474.51,0.0,474.51,42.52,431.99,0.0,431.99,28.22,15.31,15.31,0.0,0.0,0.0,0.0,0.0
2019-12-31,1816.29,0.0,1816.29,615.38,92.14,-13.52,264.12,37.82,444.62,375.72,94.49,470.21,59.57,410.64,0.0,410.64,65.11,345.53,0.0,345.53,28.22,12.25,12.25,0.0,0.0,0.0,0.0,0.0
2020-03-31,1607.73,0.0,1607.73,549.64,83.61,51.89,242.39,35.23,478.69,166.29,251.29,417.57,63.57,354.0,18.55,372.55,23.37,349.19,0.0,349.19,28.22,12.38,12.38,0.0,0.0,0.0,0.0,0.0
2020-06-30,1652.45,30.48,1682.92,591.74,76.27,-15.72,237.24,35.81,284.65,472.94,134.85,607.78,59.94,547.85,27.99,575.84,113.36,462.48,0.0,462.48,28.22,16.39,16.39,0.0,0.0,0.0,0.0,0.0
2020-09-30,2062.17,0.0,2062.17,750.34,65.85,4.16,337.58,36.79,408.88,458.56,63.4,521.97,60.41,461.55,0.0,461.55,58.68,402.88,0.0,402.88,28.22,14.28,14.28,0.0,0.0,0.0,0.0,0.0
2020-12-31,1972.48,0.0,1972.48,690.33,89.8,-19.74,280.65,41.21,401.2,489.02,81.13,570.15,83.04,487.11,45.9,533.01,90.69,442.33,0.0,442.33,28.22,15.68,15.68,0.0,0.0,0.0,0.0,0.0
2021-03-31,1823.15,27.22,1850.37,645.85,84.03,36.54,251.93,37.0,476.0,319.01,116.86,435.87,62.51,373.36,0.0,373.36,31.59,341.78,0.0,341.78,28.22,12.11,12.11,0.0,0.0,0.0,0.0,0.0
2021-06-30,2129.24,12.88,2142.12,845.95,140.16,4.13,264.12,37.44,331.11,519.21,138.21,657.41,59.02,598.4,0.0,598.4,108.98,489.42,0.0,489.42,28.22,17.34,17.34,0.0,0.0,0.0,0.0,0.0
2021-09-30,2180.87,0.0,2180.87,814.41,118.09,-4.45,349.18,39.68,444.13,419.82,80.7,500.52,53.25,447.27,430.33,877.61,123.35,754.26,0.0,754.26,28.22,26.73,26.73,0.0,0.0,0.0,0.0,0.0
2021-12-31,2007.36,25.7,2033.05,642.7,125.56,5.0,294.37,40.8,454.95,469.68,216.74,686.43,49.77,636.66,0.0,636.66,88.14,548.52,0.0,548.52,28.22,19.44,19.44,0.0,0.0,0.0,0.0,0.0
2022-03-31,1720.89,64.66,1785.54,689.98,97.81,-20.8,285.52,41.77,571.45,119.81,178.98,298.8,74.01,224.79,0.0,224.79,19.19,205.6,0.0,205.6,28.22,7.29,7.29,0.0,0.0,0.0,0.0,0.0
2022-06-30,1872.24,39.69,1911.93,716.84,94.05,-30.08,302.3,45.03,395.0,388.79,346.52,735.31,39.76,695.55,0.0,695.55,202.97,492.58,0.0,492.58,28.22,17.46,17.46,0.0,0.0,0.0,0.0,0.0
2022-09-30,2153.47,54.74,2208.21,830.24,101.32,-31.03,380.93,46.17,544.32,336.26,316.73,652.99,52.47,600.52,0.0,600.52,177.37,423.15,0.0,423.15,28.22,15.0,15.0,0.0,0.0,0.0,0.0,0.0
2022-12-31,2161.47,0.0,2161.47,711.7,109.77,36.18,357.17,46.22,507.82,392.62,89.73,482.35,55.72,426.62,162.5,589.13,158.62,430.5,0.0,430.5,28.22,15.26,15.26,0.0,0.0,0.0,0.0,0.0
2023-03-31,1874.97,64.08,1939.05,777.09,86.05,-6.43,306.12,46.73,558.55,170.94,232.97,403.91,58.86,345.05,-658.37,-313.33,-175.86,-137.47,0.0,-137.47,28.22,-4.87,-4.87,0.0,0.0,0.0,0.0,0.0
2023-06-30,2144.38,0.0,2144.38,796.76,82.17,-23.08,334.47,48.75,469.08,436.24,49.36,485.61,61.93,423.67,-31.63,392.04,120.39,271.66,0.0,271.66,28.22,9.63,9.63,0.0,0.0,0.0,0.0,0.0
2023-09-30,2233.42,0.0,2233.42,807.03,81.23,6.08,383.0,49.85,485.23,421.01,46.22,467.22,58.19,409.04,-19.67,389.37,87.01,302.35,0.0,302.35,28.22,10.72,10.72,0.0,0.0,0.0,0.0,0.0
2023-12-31,1365.1,0.0,1365.1,701.17,77.72,-83.94,379.56,51.16,474.85,-235.43,258.82,23.39,73.6,-50.22,-25.28,-75.5,-55.09,-20.41,0.0,-20.41,28.22,-0.72,-0.72,0.0,0.0,0.0,0.0,0.0
2024-03-31,2148.22,0.0,2148.22,685.45,81.66,-2.12,337.75,52.4,548.04,445.05,786.27,1231.32,83.39,1147.93,5146.91,6294.85,1681.15,4613.7,0.0,4613.7,28.22,163.5,163.5,0.0,0.0,0.0,0.0,0.0
2024-06-30,2296.88,32.66,2329.54,648.11,88.99,56.92,384.4,53.09,520.01,578.02,55.65,633.66,15.35,618.31,0.0,618.31,164.58,453.73,0.0,453.73,28.22,16.08,16.08,0.0,0.0,0.0,0.0,0.0
2024-09-30,2594.89,41.21,2636.1,722.57,103.65,7.88,408.42,54.85,614.96,723.78,83.08,806.85,11.8,795.06,0.0,795.06,200.0,595.06,0.0,595.06,28.22,21.09,21.09,0.0,0.0,0.0,0.0,0.0
2024-12-31,2208.84,42.44,2251.28,714.76,89.09,-18.95,427.98,55.16,544.48,438.76,129.19,567.95,8.46,559.49,0.0,559.49,145.69,413.8,0.0,413.8,28.22,14.66,14.66,0.0,0.0,0.0,0.0,0.0
