Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Power & Fuel,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Prior Year Adjustments,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2018-12-31,562.79,0.0,562.79,70.22,30.19,-8.68,219.92,30.95,46.36,135.42,38.41,7.41,45.82,24.55,21.27,0.0,21.27,5.85,15.42,0.0,15.42,85.28,1.81,1.81,0.0,0.0,0.0,0.0,0.0
2019-03-31,441.09,0.0,441.09,69.29,31.03,1.28,87.32,27.7,42.3,111.75,70.42,4.93,75.36,23.27,52.08,0.0,52.08,16.51,35.57,0.0,35.57,85.28,4.17,4.17,0.0,0.0,0.0,0.0,0.0
2019-06-30,498.21,0.0,498.21,123.16,29.95,1.11,91.68,27.12,42.75,130.63,51.82,2.44,54.26,23.24,31.02,0.0,31.02,10.86,20.16,0.0,20.16,85.28,2.36,2.36,0.0,0.0,0.0,0.0,0.0
2019-09-30,409.67,0.0,409.67,52.63,28.22,-1.73,0.0,31.3,42.98,189.63,66.65,9.63,76.28,22.13,54.15,0.0,54.15,17.21,36.94,0.0,36.94,85.28,4.33,4.33,0.0,0.0,0.0,0.0,0.0
2019-12-31,412.82,0.0,412.82,55.7,25.1,2.6,0.0,27.48,49.22,202.03,50.69,1.82,52.51,17.61,34.89,840.76,875.65,241.15,634.5,0.0,634.5,85.28,74.4,74.4,0.0,0.0,0.0,0.0,0.0
2020-03-31,377.26,0.0,377.26,41.72,33.9,-2.31,91.55,24.81,43.89,100.67,43.05,16.53,59.58,2.99,56.59,0.0,56.59,17.55,39.03,0.0,39.03,85.28,4.58,4.58,0.0,0.0,0.0,0.0,0.0
2020-06-30,248.13,0.0,248.13,30.99,21.56,0.08,63.91,17.99,41.74,42.52,29.35,2.91,32.26,1.92,30.34,0.0,30.34,10.85,19.5,0.0,19.5,85.28,2.29,2.29,0.0,0.0,0.0,0.0,0.0
2020-09-30,370.3,0.0,370.3,29.48,47.55,5.36,95.35,15.26,43.13,90.41,43.75,10.68,54.43,0.69,53.75,0.0,53.75,19.02,34.72,0.0,34.72,85.28,4.07,4.07,0.0,0.0,0.0,0.0,0.0
2020-12-31,475.43,0.0,475.43,69.08,75.59,-7.13,96.2,10.72,47.24,101.02,82.7,2.52,85.22,0.65,84.57,11.15,95.72,33.43,62.29,0.0,62.29,85.28,7.3,7.3,0.0,0.0,0.0,0.0,0.0
2021-03-31,441.42,0.0,441.42,58.98,68.13,-15.23,94.89,9.03,45.15,93.52,86.95,4.15,91.09,0.7,90.39,294.43,384.82,82.21,302.61,0.0,302.61,85.28,35.48,35.48,0.0,0.0,0.0,0.0,0.0
2021-06-30,519.17,0.0,519.17,42.32,98.02,8.45,0.0,13.05,45.0,221.14,91.19,18.32,109.51,0.7,108.81,0.0,108.81,38.26,70.55,0.0,70.55,85.28,8.27,8.27,0.0,0.0,0.0,0.0,0.0
2021-09-30,507.22,0.0,507.22,94.56,63.31,-1.78,0.0,13.48,44.97,207.41,85.28,10.73,96.01,0.69,95.32,0.0,95.32,32.95,62.36,0.0,62.36,85.28,7.31,7.31,0.0,0.0,0.0,0.0,0.0
2021-12-31,644.15,0.0,644.15,197.32,61.73,11.2,100.36,14.69,46.25,110.79,101.81,21.47,123.28,0.96,122.31,0.0,122.31,43.89,78.43,0.0,78.43,85.28,9.2,9.2,0.0,0.0,0.0,0.0,0.0
2022-03-31,534.27,0.0,534.27,137.74,46.97,4.18,0.0,13.07,45.72,200.59,85.99,13.98,99.97,1.13,98.84,0.0,98.84,34.98,63.85,0.0,63.85,85.28,7.49,7.49,0.0,0.0,0.0,0.0,0.0
2022-06-30,588.06,0.0,588.06,143.01,93.32,-4.34,94.96,12.99,45.77,113.4,88.95,10.59,99.54,1.13,98.41,0.0,98.41,-70.82,169.23,0.0,169.23,85.28,19.84,19.84,0.0,0.0,0.0,0.0,0.0
2022-09-30,685.96,0.0,685.96,216.02,92.14,-3.75,107.17,14.24,47.49,115.95,96.71,34.77,131.49,1.11,130.37,0.0,130.37,39.61,90.76,0.0,90.76,85.28,10.64,10.64,0.0,0.0,0.0,0.0,0.0
2022-12-31,697.0,0.0,697.0,198.48,107.29,-3.56,109.55,13.46,48.11,103.94,119.74,27.7,147.43,1.11,146.32,0.0,146.32,33.13,113.19,0.0,113.19,85.28,13.27,13.27,0.0,0.0,0.0,0.0,0.0
2023-03-31,630.24,0.0,630.24,129.39,100.98,0.77,102.02,10.11,65.79,101.24,119.95,21.7,141.65,1.17,140.48,0.0,140.48,41.74,98.74,0.0,98.74,85.28,11.58,11.58,0.0,0.0,0.0,0.0,0.0
2023-06-30,721.01,0.0,721.01,176.81,105.03,-0.51,112.48,14.88,48.92,148.33,115.07,18.27,133.34,1.16,132.18,0.0,132.18,34.04,98.14,0.0,98.14,85.28,11.51,11.51,0.0,0.0,0.0,0.0,0.0
2023-09-30,711.35,0.0,711.35,146.62,103.81,-1.02,113.35,12.72,49.75,162.24,123.87,18.55,142.42,1.16,141.26,0.0,141.26,34.56,106.71,0.0,106.71,85.28,12.51,12.51,0.0,0.0,0.0,0.0,0.0
2023-12-31,706.24,0.0,706.24,123.7,108.59,-3.84,0.0,11.33,50.63,280.27,135.57,21.87,157.44,1.15,156.29,0.0,156.29,39.14,117.15,0.0,117.15,85.28,13.74,13.74,0.0,0.0,0.0,0.0,0.0
2024-03-31,630.07,0.0,630.07,108.52,101.56,1.49,127.34,14.88,51.65,97.76,126.87,18.32,145.18,3.79,141.39,0.0,141.39,37.06,104.33,0.0,104.33,85.28,12.23,12.23,0.0,0.0,0.0,0.0,0.0
2024-06-30,653.23,0.0,653.23,88.0,88.88,-1.91,0.0,12.73,51.4,281.3,132.84,19.11,151.95,2.26,149.69,0.0,149.69,38.16,111.54,0.0,111.54,85.28,13.08,13.08,0.0,0.0,0.0,0.0,0.0
2024-09-30,634.42,0.0,634.42,47.27,87.67,8.98,0.0,16.95,51.73,294.71,127.11,16.45,143.56,2.21,141.35,0.0,141.35,36.96,104.39,0.0,104.39,85.28,12.24,12.24,0.0,0.0,0.0,0.0,0.0
2024-12-31,605.86,0.0,605.86,54.24,78.9,-0.73,136.08,10.34,55.2,134.88,136.95,19.32,156.27,1.61,154.66,0.0,154.66,40.67,113.99,0.0,113.99,85.28,13.37,13.37,0.0,0.0,0.0,0.0,0.0
