Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Power & Fuel,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2017-09-30,723.2,11.06,734.26,368.95,26.14,-7.03,82.66,65.12,21.13,87.06,90.23,21.52,111.75,33.48,78.27,0.0,78.27,21.39,56.88,56.88,15.93,3.57,3.57,0.0,0.0,0.0,0.0,0.0
2017-12-31,922.06,11.77,933.83,454.75,52.65,-36.75,97.23,67.77,20.52,106.85,170.81,6.05,176.86,33.63,143.23,0.0,143.23,45.35,97.88,97.88,15.93,6.15,6.15,0.0,0.0,0.0,0.0,0.0
2018-03-31,951.64,12.79,964.43,468.78,48.72,9.93,89.47,73.35,20.76,109.78,143.64,7.89,151.53,32.75,118.78,0.0,118.78,32.39,86.39,86.39,15.93,5.42,5.42,0.0,0.0,0.0,0.0,0.0
2018-06-30,813.28,13.36,826.64,432.56,36.18,35.81,75.4,64.13,21.05,101.52,59.99,4.41,64.4,30.95,33.45,0.0,33.45,9.57,23.88,23.88,15.93,1.5,1.5,0.0,0.0,0.0,0.0,0.0
2018-09-30,878.31,8.96,887.27,491.18,39.86,5.83,90.37,68.43,21.53,108.58,61.49,63.8,125.29,34.08,91.21,0.0,91.21,11.6,79.61,79.61,15.93,5.0,5.0,0.0,0.0,0.0,0.0,0.0
2018-12-31,850.35,9.23,859.58,522.59,34.73,-75.54,106.11,69.31,21.8,101.56,79.02,4.96,83.98,31.6,52.38,0.0,52.38,15.68,36.7,36.7,15.93,2.3,2.3,0.0,0.0,0.0,0.0,0.0
2019-03-31,851.44,13.68,865.12,428.27,20.7,80.64,86.4,63.84,22.1,129.28,33.89,4.83,38.72,32.33,6.39,0.0,6.39,-1.05,7.44,7.44,15.93,0.47,0.47,0.0,0.0,0.0,0.0,0.0
2019-06-30,779.61,10.21,789.82,419.91,27.34,-10.8,86.28,66.17,23.66,102.93,74.33,5.94,80.27,32.95,47.32,0.0,47.32,15.06,32.26,32.26,15.93,2.03,2.03,0.0,0.0,0.0,0.0,0.0
2019-09-30,748.1,9.44,757.54,395.97,31.62,-15.95,96.35,61.54,25.45,103.15,59.41,79.08,138.49,32.29,106.2,0.0,106.2,-36.87,143.07,143.07,15.93,8.98,8.98,0.0,0.0,0.0,0.0,0.0
2019-12-31,788.87,12.31,801.18,440.13,19.36,-33.8,97.44,69.76,28.49,113.87,65.93,5.52,71.45,34.79,36.66,-1.7,34.96,0.33,34.63,34.63,15.93,2.17,2.17,0.0,0.0,0.0,0.0,0.0
2020-03-31,778.44,12.92,791.36,427.28,31.14,-47.77,89.13,67.43,29.8,130.51,63.84,82.69,146.53,36.17,110.36,0.0,110.36,-0.82,111.18,111.18,15.93,6.98,6.98,0.0,0.0,0.0,0.0,0.0
2020-06-30,743.57,10.38,753.95,365.83,19.15,11.56,80.16,59.61,29.53,86.29,101.82,8.98,110.8,39.72,71.08,0.0,71.08,19.04,52.04,52.04,15.93,3.27,3.27,0.0,0.0,0.0,0.0,0.0
2020-09-30,753.78,6.97,760.75,383.35,18.94,1.93,84.52,61.43,29.59,91.44,89.55,12.89,102.44,27.21,75.23,0.0,75.23,12.6,62.63,62.63,15.93,3.93,3.93,0.0,0.0,0.0,0.0,0.0
2020-12-31,825.92,3.02,828.94,402.42,20.73,32.41,86.22,64.85,29.85,100.91,91.55,12.21,103.76,22.77,80.99,0.0,80.99,16.34,64.65,64.65,15.93,4.06,4.06,0.0,0.0,0.0,0.0,0.0
2021-03-31,364.8,1.06,365.86,177.32,7.41,9.31,29.5,34.78,11.0,52.37,44.17,13.8,57.97,12.1,45.87,0.0,45.87,10.71,35.16,35.16,15.93,2.21,2.21,0.0,0.0,0.0,0.0,0.0
2021-06-30,20.26,0.0,20.26,0.0,0.0,0.0,0.42,11.32,1.52,5.51,1.49,4.11,5.6,7.11,-1.51,0.0,-1.51,-0.38,-1.13,-1.13,15.93,-0.07,-0.07,0.0,0.0,0.0,0.0,0.0
2021-09-30,20.03,0.0,20.03,0.0,0.0,0.0,0.0,11.75,1.54,11.13,-4.39,106.08,101.69,7.57,94.12,0.0,94.12,6.04,88.08,88.08,15.93,5.53,5.53,0.0,0.0,0.0,0.0,0.0
2021-12-31,18.67,0.0,18.67,0.0,0.0,0.0,0.0,13.1,1.6,10.92,-6.95,8.58,1.63,7.85,-6.22,0.0,-6.22,-0.88,-5.34,-5.34,15.93,-0.34,-0.34,0.0,0.0,0.0,0.0,0.0
2022-03-31,28.79,0.0,28.79,0.0,0.0,0.0,0.0,13.04,1.59,17.34,-3.18,7.1,3.92,8.06,-4.14,0.0,-4.14,-1.03,-3.11,-3.11,15.93,-0.19,-0.19,0.0,0.0,0.0,0.0,0.0
2022-06-30,200.04,4.53,204.57,88.34,0.94,23.97,0.0,40.56,9.21,55.13,-13.58,10.24,-3.34,3.15,-6.49,0.0,-6.49,-1.31,-5.18,-5.18,15.93,-0.33,-0.33,0.0,0.0,0.0,0.0,0.0
2022-09-30,215.08,7.89,222.97,100.92,6.47,8.75,0.0,43.73,11.08,55.8,-3.78,106.12,102.34,4.14,98.2,0.0,98.2,6.39,91.81,91.81,15.93,5.77,5.77,0.0,0.0,0.0,0.0,0.0
2022-12-31,182.74,0.0,182.74,116.65,9.63,-41.85,0.0,42.91,11.59,57.29,-13.48,7.87,-5.61,5.53,-11.14,0.0,-11.14,-5.25,-5.89,-5.89,15.93,-0.37,-0.37,0.0,0.0,0.0,0.0,0.0
2023-03-31,189.39,10.45,199.84,90.39,-2.23,12.58,0.0,40.07,11.37,56.85,-9.19,13.66,4.47,5.7,-1.23,0.0,-1.23,29.63,-30.86,-30.86,15.93,-1.94,-1.94,0.0,0.0,0.0,0.0,0.0
2023-06-30,203.9,13.5,217.4,71.9,2.6,31.2,0.0,47.5,11.4,60.0,-7.2,15.9,8.7,6.4,2.3,0.0,2.3,0.4,1.9,1.9,15.9,0.12,0.12,0.0,0.0,0.0,0.0,0.0
2023-09-30,186.3,0.0,186.3,94.9,1.5,-10.3,0.0,46.1,11.9,53.3,-11.1,18.4,7.3,7.1,0.2,0.0,0.2,0.6,-0.4,-0.4,15.9,-0.03,-0.03,0.0,0.0,0.0,0.0,0.0
2023-12-31,170.2,5.0,175.2,69.1,3.9,-1.2,0.0,49.9,12.3,54.2,-13.0,19.0,6.0,8.3,-2.3,0.0,-2.3,0.1,-2.4,-2.4,15.9,-0.15,-0.15,0.0,0.0,0.0,0.0,0.0
2024-03-31,201.7,4.1,205.8,74.1,-1.5,19.3,0.0,46.5,12.7,55.2,-0.5,50.1,49.6,8.1,41.5,0.0,41.5,9.0,32.5,32.5,15.9,2.05,2.05,0.0,0.0,0.0,0.0,0.0
2024-06-30,162.7,4.0,166.7,65.5,0.0,-5.0,0.0,48.7,13.1,56.3,-11.9,19.5,7.6,7.6,0.0,-11.2,-11.2,-1.0,-10.2,-10.2,15.9,-0.64,-0.64,0.0,0.0,0.0,0.0,0.0
2024-09-30,165.7,0.0,165.7,62.2,0.0,-3.8,0.0,51.4,13.3,62.0,-19.4,43.8,24.4,7.8,16.6,0.0,16.6,6.1,10.5,10.5,15.9,0.66,0.66,0.0,0.0,0.0,0.0,0.0
2024-12-31,193.4,2.6,196.0,76.8,0.0,-0.6,0.0,52.1,13.3,56.7,-2.3,18.4,16.1,7.4,8.7,0.0,8.7,3.4,5.3,5.3,15.9,0.33,0.33,0.0,0.0,0.0,0.0,0.0
2025-03-31,215.3,2.0,217.3,78.0,0.0,2.7,0.0,50.8,13.4,59.8,12.6,17.9,30.5,7.0,23.5,0.0,23.5,9.9,13.6,13.6,15.9,0.86,0.86,0.0,0.0,0.0,0.0,0.0
