Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Power & Fuel,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Reserves Excluding Revaluation Reserves,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2015-06-30,3213.04,2.14,3215.18,2126.14,0.0,-96.81,299.56,69.01,119.09,447.85,250.34,12.97,263.31,370.82,-107.51,-10.46,-117.97,0.0,-117.97,-117.97,45.28,0.0,-5.21,-5.21,9.9,47.43,3.09,28.16,13.65
2015-09-30,1600.93,0.72,1601.65,1034.71,0.0,-23.29,156.2,31.91,95.3,230.94,75.88,8.22,84.1,253.05,-168.95,-19.1,-188.05,0.0,-188.05,-188.05,46.24,0.0,-8.15,-8.15,9.9,46.36,3.57,31.17,15.45
2015-12-31,1611.64,0.55,1612.19,936.57,80.53,4.15,150.73,29.09,92.23,255.43,63.46,1.47,64.93,248.2,-183.27,-7.98,-191.25,0.0,-191.25,-191.25,46.24,0.0,-8.27,-8.27,0.0,0.0,0.0,0.0,0.0
2016-03-31,1972.28,1.32,1973.6,1068.04,276.88,-65.31,162.64,33.32,112.93,323.69,61.41,8.91,70.32,268.14,-197.82,-3.7,-201.52,10.66,-212.18,-212.18,46.24,0.0,-9.18,-9.18,0.0,0.0,0.0,0.0,0.0
2016-06-30,2117.41,8.18,2125.59,1092.54,137.53,132.96,164.22,34.05,113.35,283.81,167.13,4.21,171.34,254.59,-83.25,-15.6,-98.85,-34.21,-64.64,-64.64,46.24,366.19,-2.8,-2.8,0.0,0.0,0.0,0.0,0.0
2016-09-30,1911.22,5.65,1916.87,1233.1,6.78,-98.76,130.51,27.51,76.41,383.8,157.52,10.83,168.35,275.71,-107.36,7.96,-99.4,-34.4,-65.0,-65.0,79.89,0.0,-2.81,-2.81,0.0,0.0,0.0,0.0,0.0
2016-12-31,2092.17,0.75,2092.92,1380.11,0.94,-194.13,128.45,25.29,77.52,411.57,263.17,2.47,265.64,205.82,59.82,2.01,61.83,21.4,40.43,40.43,79.89,0.0,1.01,0.92,0.0,0.0,0.0,0.0,0.0
2017-03-31,2301.39,0.0,2301.39,1322.73,1.47,61.47,145.21,24.3,78.52,433.28,234.41,13.86,248.27,33.89,214.38,31.5,245.88,84.76,161.12,161.12,79.89,0.0,4.03,2.77,0.0,0.0,0.0,0.0,0.0
2017-06-30,2015.19,0.0,2015.19,1363.13,0.98,-128.45,140.23,28.46,75.89,360.32,174.63,9.55,184.18,101.9,82.28,-18.81,63.47,21.97,41.5,41.5,92.01,0.0,0.98,0.88,0.0,0.0,0.0,0.0,0.0
2017-09-30,2607.84,0.0,2607.84,1457.32,172.28,114.86,172.78,34.77,75.94,399.35,180.54,14.34,194.88,160.91,33.97,14.51,48.48,21.18,27.3,27.3,92.01,0.0,0.59,0.57,0.0,0.0,0.0,0.0,0.0
2017-12-31,2988.86,0.0,2988.86,1664.97,230.42,-41.37,193.75,37.62,76.91,517.95,308.61,10.8,319.41,153.55,165.86,38.39,204.25,69.52,134.73,134.73,92.01,0.0,2.93,2.32,0.0,0.0,0.0,0.0,0.0
2018-03-31,3172.66,0.0,3172.66,1556.45,309.65,184.27,183.66,36.12,75.1,514.1,313.31,10.72,324.03,124.27,199.76,-32.72,167.04,52.3,114.74,114.74,95.84,0.0,2.49,2.01,0.0,0.0,0.0,0.0,0.0
2018-06-30,3146.75,0.0,3146.75,2222.49,138.11,-333.24,176.65,35.44,76.05,532.37,298.88,5.78,304.66,149.7,154.96,-15.09,139.87,49.02,90.85,90.85,95.84,0.0,1.9,1.63,0.0,0.0,0.0,0.0,0.0
2018-09-30,3068.11,0.0,3068.11,1934.77,135.35,50.77,169.26,35.09,80.25,511.68,150.94,7.13,158.07,156.62,1.45,-53.16,-51.71,-15.27,-36.44,-36.44,95.84,0.0,-0.76,-0.76,0.0,0.0,0.0,0.0,0.0
2018-12-31,3127.7,0.0,3127.7,1961.16,163.4,0.9,208.78,32.34,86.33,533.59,141.2,5.85,147.05,146.72,0.33,75.46,75.79,23.44,52.35,52.35,95.84,0.0,1.09,1.02,0.0,0.0,0.0,0.0,0.0
2019-03-31,3251.28,0.0,3251.28,1869.28,261.22,45.23,177.69,33.78,92.45,561.79,209.84,8.82,218.66,161.05,57.61,-0.9,56.71,24.43,32.28,32.28,95.84,0.0,0.67,0.67,0.0,0.0,0.0,0.0,0.0
2019-06-30,3066.72,0.0,3066.72,1990.76,148.29,-147.12,186.06,37.51,100.75,537.43,213.04,9.71,222.75,141.93,80.82,24.36,105.18,38.35,66.83,66.83,95.84,0.0,1.39,1.3,0.0,0.0,0.0,0.0,0.0
2019-09-30,3170.38,0.0,3170.38,1925.84,123.22,3.4,204.46,35.67,104.15,560.69,212.95,7.29,220.24,142.51,77.73,7.38,85.11,33.19,51.92,51.92,97.45,0.0,1.08,1.08,0.0,0.0,0.0,0.0,0.0
2019-12-31,3179.05,0.0,3179.05,2014.0,124.77,-57.33,196.84,37.01,104.57,561.3,197.89,8.27,206.16,139.51,66.65,24.57,91.22,35.11,56.11,56.11,97.45,0.0,1.15,1.12,0.0,0.0,0.0,0.0,0.0
2020-03-31,2903.96,0.0,2903.96,1713.28,91.58,131.0,181.57,37.38,99.39,507.68,142.08,10.61,152.69,142.94,9.75,-48.0,-38.25,-16.27,-21.98,-21.98,97.45,0.0,-0.47,-0.47,0.0,0.0,0.0,0.0,0.0
2020-06-30,1261.52,0.0,1261.52,840.04,65.27,-87.07,86.34,24.89,95.14,254.45,-17.54,9.73,-7.81,130.98,-138.79,13.96,-124.83,-38.33,-86.5,-86.5,97.45,0.0,-1.78,-1.78,0.0,0.0,0.0,0.0,0.0
2020-09-30,3156.0,0.0,3156.0,1883.1,97.02,75.44,166.58,35.21,95.27,546.37,257.01,11.02,268.03,124.06,143.97,24.61,168.58,70.78,97.8,97.8,97.45,0.0,2.01,2.01,0.0,0.0,0.0,0.0,0.0
2020-12-31,3451.99,0.0,3451.99,2167.11,36.36,-10.6,179.37,46.79,92.8,588.35,351.81,9.51,361.32,117.16,244.16,6.68,250.84,99.16,151.68,151.68,97.45,0.0,3.11,3.04,0.0,0.0,0.0,0.0,0.0
2021-03-31,3809.63,0.0,3809.63,2403.44,38.3,-76.58,185.95,41.9,90.21,695.26,431.15,12.04,443.19,91.5,351.69,54.14,405.83,140.89,264.94,264.94,97.45,0.0,5.43,5.38,0.0,0.0,0.0,0.0,0.0
2021-06-30,3841.27,0.0,3841.27,2711.01,44.26,-320.82,177.0,42.55,90.72,607.44,489.11,9.62,498.73,81.11,417.62,0.0,417.62,146.2,271.42,271.42,97.45,0.0,5.57,5.35,0.0,0.0,0.0,0.0,0.0
2021-09-30,4814.99,0.0,4814.99,3311.86,45.68,-103.99,190.01,42.85,89.2,618.0,621.38,14.55,635.93,78.71,557.22,0.0,557.22,194.59,362.63,362.63,100.85,0.0,7.36,7.02,0.0,0.0,0.0,0.0,0.0
2021-12-31,5368.47,0.0,5368.47,4214.19,71.13,-566.56,195.19,53.38,89.6,661.9,649.64,12.36,662.0,88.62,573.38,0.0,573.38,201.56,371.82,371.82,100.85,0.0,7.39,7.14,0.0,0.0,0.0,0.0,0.0
2022-03-31,6287.21,0.0,6287.21,4247.63,69.53,209.03,0.0,41.23,88.07,958.65,673.07,17.18,690.25,68.41,621.84,0.0,621.84,-46.74,668.58,668.58,105.1,0.0,13.38,12.88,0.0,0.0,0.0,0.0,0.0
2022-06-30,5336.41,0.0,5336.41,3731.29,120.49,-227.51,247.04,47.39,89.12,894.45,434.14,16.39,450.53,67.35,383.18,0.0,383.18,96.44,286.74,286.74,105.1,0.0,5.46,5.46,0.0,0.0,0.0,0.0,0.0
2022-09-30,5442.44,0.0,5442.44,3127.77,55.68,745.12,0.0,32.46,90.84,1070.25,320.32,17.32,337.64,79.48,258.16,0.0,258.16,68.95,189.21,189.21,105.1,0.0,3.6,3.6,0.0,0.0,0.0,0.0,0.0
2022-12-31,6220.61,0.0,6220.61,5105.31,57.5,-850.34,278.06,49.64,91.75,958.11,530.58,22.3,552.88,75.58,477.3,0.0,477.3,126.08,351.22,351.22,105.1,0.0,6.68,6.68,0.0,0.0,0.0,0.0,0.0
2023-03-31,9444.31,0.0,9444.31,7090.22,102.44,-659.67,472.43,116.95,168.72,1224.94,928.28,32.29,960.57,74.58,885.99,0.0,885.99,226.84,659.15,659.15,164.69,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0
2023-06-30,10027.34,0.0,10027.34,7037.67,78.84,-0.41,479.19,133.49,174.23,1180.74,943.59,44.31,987.9,92.61,895.29,0.0,895.29,229.63,665.66,665.66,164.69,0.0,8.08,8.08,0.0,0.0,0.0,0.0,0.0
2023-09-30,9720.35,0.0,9720.35,6087.64,27.48,717.11,492.56,115.77,177.62,1209.99,892.18,33.86,926.04,104.03,822.01,0.0,822.01,212.61,609.4,609.4,164.69,0.0,7.4,7.4,0.0,0.0,0.0,0.0,0.0
2023-12-31,9087.57,0.0,9087.57,6588.1,71.78,-567.64,0.0,133.66,182.49,1840.87,838.31,230.04,1068.35,93.41,974.94,0.0,974.94,195.67,779.27,779.27,164.69,0.0,9.46,9.46,0.0,0.0,0.0,0.0,0.0
2024-03-31,9520.74,0.0,9520.74,6056.59,101.31,399.96,0.0,158.08,180.84,1977.51,646.45,61.13,707.58,103.31,604.27,31.24,635.51,159.15,476.36,476.36,164.69,0.0,5.79,5.78,0.0,0.0,0.0,0.0,0.0
2024-06-30,9584.9,0.0,9584.9,6729.37,104.39,-420.67,584.17,173.19,179.49,1410.05,824.91,60.18,885.09,96.83,788.26,0.0,788.26,209.94,578.32,578.32,164.69,0.0,7.02,7.01,0.0,0.0,0.0,0.0,0.0
2024-09-30,9745.65,0.0,9745.65,6720.84,83.85,-73.02,0.0,174.81,180.39,1832.25,826.53,82.43,908.96,116.14,792.82,0.0,792.82,203.53,589.29,589.29,164.69,0.0,7.16,7.15,0.0,0.0,0.0,0.0,0.0
2024-12-31,10065.6,0.0,10065.6,6928.03,80.22,-162.6,0.0,185.56,189.27,2030.99,814.13,137.15,951.28,119.76,831.52,0.0,831.52,212.88,618.64,618.64,164.69,0.0,7.51,7.51,0.0,0.0,0.0,0.0,0.0
2025-03-31,10785.53,0.0,10785.53,7375.22,59.17,138.9,618.43,194.34,185.81,1508.99,704.67,359.42,1064.09,109.06,955.03,151.55,1106.58,181.64,924.94,924.94,164.73,0.0,11.23,11.23,0.0,0.0,0.0,0.0,0.0
