Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Admin. And Selling Expenses,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2019-09-30,849.2,0.0,849.2,334.9,42.0,6.6,53.3,18.6,0.0,167.9,225.9,11.6,237.5,0.3,237.2,0.0,237.2,48.8,188.4,188.4,494.6,1.9,1.9,0.0,0.0,0.0,0.0,0.0
2019-12-31,1011.8,0.0,1011.8,347.5,31.8,49.0,56.0,18.3,0.0,186.3,322.9,16.2,339.1,0.3,338.8,0.0,338.8,67.5,271.3,271.3,494.6,2.74,2.74,0.0,0.0,0.0,0.0,0.0
2020-03-31,688.0,0.0,688.0,330.2,30.0,-64.7,53.7,22.2,0.0,165.8,150.8,19.8,170.6,1.1,169.5,0.0,169.5,44.3,125.2,125.2,494.6,1.27,1.27,0.0,0.0,0.0,0.0,0.0
2020-06-30,490.6,0.0,490.6,134.6,20.2,84.1,43.2,20.6,0.0,113.2,74.7,15.2,89.9,1.4,88.5,0.0,88.5,23.1,65.4,65.4,494.6,0.66,0.66,0.0,0.0,0.0,0.0,0.0
2020-09-30,883.1,0.0,883.1,343.4,28.2,-19.5,53.2,21.5,0.0,189.6,266.7,11.7,278.4,0.9,277.5,0.0,277.5,72.9,204.6,204.6,494.6,2.07,2.07,0.0,0.0,0.0,0.0,0.0
2020-12-31,935.2,0.0,935.2,365.7,38.1,-24.0,69.7,22.3,0.0,228.1,235.3,15.3,250.6,0.8,249.8,0.0,249.8,62.1,187.7,187.7,494.6,1.9,1.9,0.0,0.0,0.0,0.0,0.0
2021-03-31,1138.7,0.0,1138.7,472.3,52.6,0.6,50.1,21.5,0.0,223.0,318.6,14.3,332.9,0.6,332.3,0.0,332.3,88.7,243.6,243.6,494.6,2.46,2.46,0.0,0.0,0.0,0.0,0.0
2021-06-30,889.6,0.0,889.6,434.5,48.2,-37.8,59.3,19.9,0.0,187.9,177.6,13.3,190.9,0.7,190.2,0.0,190.2,50.2,140.0,140.0,494.6,1.42,1.42,0.0,0.0,0.0,0.0,0.0
2021-09-30,1073.2,0.0,1073.2,508.9,45.4,-13.4,59.4,20.4,0.0,210.4,242.1,8.4,250.5,0.6,249.9,0.0,249.9,64.0,185.9,185.9,494.6,1.88,1.88,0.0,0.0,0.0,0.0,0.0
2021-12-31,1090.6,0.0,1090.6,463.4,45.7,38.5,63.2,20.9,0.0,213.9,245.0,12.4,257.4,0.5,256.9,0.0,256.9,68.3,188.6,188.6,494.6,1.91,1.91,0.0,0.0,0.0,0.0,0.0
2022-03-31,1235.7,0.0,1235.7,570.4,64.2,-18.9,70.2,20.2,0.0,232.6,297.0,15.0,312.0,0.7,311.3,0.0,311.3,82.9,228.4,228.4,494.6,2.31,2.31,0.0,0.0,0.0,0.0,0.0
2022-06-30,1241.71,0.0,1241.71,566.93,69.24,-7.4,66.21,19.57,0.0,260.61,266.55,13.67,280.22,0.49,279.73,0.0,279.73,73.47,206.26,206.26,494.56,2.09,2.09,0.0,0.0,0.0,0.0,0.0
2022-09-30,1121.07,0.0,1121.07,575.66,72.65,-36.77,63.45,20.78,0.0,188.94,236.36,18.71,255.07,1.23,253.84,0.0,253.84,66.67,187.17,187.17,494.56,1.89,1.89,0.0,0.0,0.0,0.0,0.0
2022-12-31,1176.01,0.0,1176.01,565.87,43.27,34.74,72.69,20.82,0.0,208.8,229.82,19.64,249.46,1.57,247.89,0.0,247.89,54.57,193.32,193.32,494.56,1.95,1.95,0.0,0.0,0.0,0.0,0.0
2023-03-31,1293.89,0.0,1293.89,639.77,88.15,-42.88,77.77,22.73,0.0,236.05,272.3,17.61,289.91,1.65,288.26,0.0,288.26,85.76,202.5,202.5,494.56,2.05,2.05,0.0,0.0,0.0,0.0,0.0
2023-06-30,1333.76,0.0,1333.76,633.86,50.39,20.01,67.41,21.82,0.0,252.34,287.93,18.55,306.48,1.47,305.01,0.0,305.01,79.74,225.27,225.27,494.56,2.28,2.28,0.0,0.0,0.0,0.0,0.0
2023-09-30,1182.92,0.0,1182.92,568.17,51.89,6.12,69.19,22.87,0.0,218.99,245.69,20.23,265.92,2.41,263.51,0.0,263.51,69.09,194.42,194.42,494.56,1.97,1.97,0.0,0.0,0.0,0.0,0.0
2023-12-31,1264.04,0.0,1264.04,565.38,50.18,5.37,77.21,25.01,0.0,236.84,304.05,22.27,326.32,2.0,324.32,0.0,324.32,82.38,241.94,241.94,494.56,2.45,2.45,0.0,0.0,0.0,0.0,0.0
2024-03-31,1325.24,0.0,1325.24,639.67,58.08,-7.11,77.08,23.71,0.0,263.78,270.03,24.14,294.17,2.12,292.05,0.0,292.05,75.81,216.24,216.24,494.56,2.19,2.19,0.0,0.0,0.0,0.0,0.0
2024-06-30,1397.54,0.0,1397.54,675.94,70.15,-27.65,77.43,26.12,0.0,279.23,296.32,20.4,316.72,2.55,314.17,0.0,314.17,82.0,232.17,232.17,494.56,2.35,2.35,0.0,0.0,0.0,0.0,0.0
2024-09-30,1288.18,0.0,1288.18,619.36,55.59,-2.25,81.27,24.52,0.0,248.1,261.59,20.9,282.49,2.03,280.46,0.0,280.46,73.03,207.43,207.43,494.56,2.1,2.1,0.0,0.0,0.0,0.0,0.0
2024-12-31,1353.89,0.0,1353.89,570.65,52.73,22.67,77.02,25.42,0.0,254.96,350.44,23.17,373.61,2.68,370.93,0.0,370.93,99.54,271.39,271.39,494.56,2.74,2.74,0.0,0.0,0.0,0.0,0.0
2025-03-31,1422.0,0.0,1422.0,705.92,68.77,-35.97,67.5,24.55,0.0,308.42,282.81,32.24,315.05,2.33,312.72,0.0,312.72,79.26,233.46,233.46,494.56,2.36,2.36,0.0,0.0,0.0,0.0,0.0
