Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Admin. And Selling Expenses,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2016-09-30,435.12,13.43,448.54,0.0,279.18,-59.2,40.45,9.05,0.0,163.36,15.71,23.43,39.14,9.38,29.76,0.0,29.76,8.69,21.07,21.07,33.23,0.63,0.63,0.0,0.0,0.0,0.0,0.0
2016-12-31,430.21,10.5,440.71,0.01,183.94,8.47,43.51,9.89,0.0,156.36,38.54,13.17,51.7,7.21,44.49,0.0,44.49,7.26,37.23,37.23,33.23,1.12,1.12,0.0,0.0,0.0,0.0,0.0
2017-03-31,454.12,0.0,454.12,0.07,213.14,19.5,43.51,10.12,0.0,163.93,3.85,8.04,11.88,7.81,4.07,24.7,28.77,3.51,25.26,25.26,33.23,0.76,0.76,0.0,0.0,0.0,0.0,0.0
2017-06-30,499.16,0.0,499.16,0.0,214.7,9.68,47.5,10.0,0.0,168.8,48.48,16.03,64.51,8.36,56.15,0.0,56.15,18.0,38.15,38.15,33.23,1.15,1.15,0.0,0.0,0.0,0.0,0.0
2017-09-30,522.08,0.0,522.08,0.0,259.02,-8.57,51.55,10.1,0.0,170.72,39.26,11.68,50.94,7.64,43.3,0.0,43.3,14.29,29.01,29.01,33.23,0.87,0.87,0.0,0.0,0.0,0.0,0.0
2017-12-31,521.32,0.0,521.32,0.0,284.1,-3.96,50.28,10.5,0.0,122.29,58.11,4.34,62.45,7.09,55.37,0.0,55.37,17.47,37.9,37.9,33.23,1.14,1.14,0.0,0.0,0.0,0.0,0.0
2018-03-31,528.72,0.0,528.72,0.0,295.96,-33.18,53.22,11.11,0.0,187.81,13.79,10.5,24.3,7.48,16.82,0.0,16.82,5.15,11.66,11.66,33.23,0.35,0.35,0.0,0.0,0.0,0.0,0.0
2018-06-30,590.61,0.0,590.61,0.0,221.61,47.77,58.1,10.52,0.0,192.16,60.44,5.7,66.14,7.45,58.69,0.0,58.69,20.33,38.36,38.36,33.23,1.15,1.15,0.0,0.0,0.0,0.0,0.0
2018-09-30,615.92,0.0,615.92,0.0,367.21,-64.03,61.38,10.83,0.0,192.16,48.37,12.36,60.74,10.23,50.51,0.0,50.51,17.6,32.91,32.91,33.23,0.99,0.99,0.0,0.0,0.0,0.0,0.0
2018-12-31,656.47,0.0,656.47,0.0,381.64,-73.32,65.45,11.57,0.0,210.11,61.02,9.42,70.44,8.8,61.64,0.0,61.64,21.36,40.28,40.28,33.23,1.21,1.21,0.0,0.0,0.0,0.0,0.0
2019-03-31,668.67,0.0,668.67,0.0,408.35,-56.88,67.53,13.54,0.0,215.92,20.22,8.82,29.04,10.27,18.78,-0.45,18.33,2.37,15.95,15.95,33.23,0.48,0.48,0.0,0.0,0.0,0.0,0.0
2019-06-30,767.19,0.0,767.19,0.0,352.3,8.36,74.17,53.58,0.0,168.46,110.32,35.9,146.22,59.73,86.49,0.0,86.49,28.55,57.94,57.94,33.23,1.74,1.74,0.0,0.0,0.0,0.0,0.0
2019-09-30,818.01,0.0,818.01,0.0,464.75,-38.01,82.64,58.49,0.0,175.81,74.33,43.26,117.59,59.82,57.77,0.0,57.77,19.49,38.29,38.29,35.55,1.1,1.1,0.0,0.0,0.0,0.0,0.0
2019-12-31,869.7,0.0,869.7,0.0,431.17,-1.81,80.48,57.9,0.0,186.32,115.64,38.24,153.88,59.27,94.6,0.0,94.6,38.86,55.74,55.74,35.55,1.57,1.57,0.0,0.0,0.0,0.0,0.0
2020-03-31,722.78,0.0,722.78,0.0,433.71,-46.73,75.81,61.16,0.0,167.03,31.79,34.36,66.15,59.47,6.68,-0.03,6.65,4.04,2.61,2.61,35.55,0.07,0.07,0.0,0.0,0.0,0.0,0.0
2020-06-30,96.33,0.0,96.33,0.0,18.87,64.66,60.83,58.54,0.0,71.09,-177.67,52.88,-124.79,57.42,-182.21,0.0,-182.21,-42.75,-139.46,-139.46,35.55,-3.92,-3.92,0.0,0.0,0.0,0.0,0.0
2020-09-30,452.12,0.0,452.12,0.0,121.43,145.86,57.42,57.82,0.0,121.02,-51.43,36.38,-15.05,58.25,-73.31,0.0,-73.31,-25.22,-48.09,-48.09,35.55,-1.35,-1.35,0.0,0.0,0.0,0.0,0.0
2020-12-31,725.4,0.0,725.4,0.0,227.54,88.96,68.54,57.81,0.0,160.38,122.18,42.57,164.74,60.56,104.19,0.0,104.19,24.53,79.66,79.66,35.55,2.24,2.24,0.0,0.0,0.0,0.0,0.0
2021-03-31,773.68,0.0,773.68,0.0,487.02,-124.72,68.22,61.7,0.0,206.59,74.86,72.42,147.29,61.75,85.53,-6.34,79.19,22.32,56.88,56.88,35.55,1.6,1.6,0.0,0.0,0.0,0.0,0.0
2021-06-30,327.29,0.0,327.29,0.0,260.29,-108.32,76.28,62.22,0.0,130.83,-94.01,52.34,-41.67,68.58,-110.25,0.0,-110.25,-26.49,-83.76,-83.76,35.55,-2.36,-2.36,0.0,0.0,0.0,0.0,0.0
2021-09-30,1020.42,0.0,1020.42,0.0,629.59,-140.92,76.23,66.61,0.0,234.25,154.66,94.87,249.52,72.59,176.93,-13.01,163.92,38.3,125.62,125.62,35.55,3.53,3.53,0.0,0.0,0.0,0.0,0.0
2021-12-31,1347.76,0.0,1347.76,0.0,692.52,-35.31,84.74,73.35,0.0,314.1,218.36,29.62,247.98,73.38,174.6,0.0,174.6,41.71,132.89,132.89,35.55,3.74,3.74,0.0,0.0,0.0,0.0,0.0
2022-03-31,1185.26,0.0,1185.26,0.0,745.83,-142.31,100.2,80.89,0.0,329.2,71.45,102.14,173.59,78.72,94.87,-0.15,94.72,19.85,74.87,74.87,35.55,2.11,2.11,0.0,0.0,0.0,0.0,0.0
2022-06-30,1652.86,0.0,1652.86,0.0,822.88,14.86,115.12,120.19,0.0,395.89,183.92,41.51,225.43,92.47,132.96,0.0,132.96,30.34,102.62,102.62,35.55,2.89,2.89,0.0,0.0,0.0,0.0,0.0
2022-09-30,1833.61,0.0,1833.61,0.0,1507.69,-545.79,148.1,104.3,0.0,456.08,163.23,168.02,331.25,88.01,243.24,0.0,243.24,57.39,185.85,185.85,35.55,5.23,5.23,0.0,0.0,0.0,0.0,0.0
2022-12-31,2171.51,0.0,2171.51,0.0,1276.36,-90.24,159.96,110.62,0.0,489.86,224.95,73.04,297.99,88.46,209.53,0.0,209.53,48.56,160.97,160.97,35.55,4.53,4.53,0.0,0.0,0.0,0.0,0.0
2023-03-31,2077.21,0.0,2077.21,0.0,1121.02,108.82,156.9,128.1,0.0,478.43,83.94,129.13,213.07,88.29,124.78,0.0,124.78,19.65,105.13,105.13,35.55,2.96,2.96,0.0,0.0,0.0,0.0,0.0
2023-06-30,2536.43,0.0,2536.43,0.0,1252.47,154.5,185.41,133.49,0.0,578.39,232.17,49.77,281.94,89.14,192.8,0.0,192.8,44.53,148.27,148.27,35.55,4.17,4.17,0.0,0.0,0.0,0.0,0.0
2023-09-30,2890.72,0.0,2890.72,0.0,1741.29,-141.64,210.58,144.84,0.0,619.64,316.01,151.08,467.09,92.33,374.76,0.0,374.76,85.09,289.67,289.67,35.55,8.15,8.15,0.0,0.0,0.0,0.0,0.0
2023-12-31,3312.48,0.0,3312.48,0.0,1751.29,39.09,244.13,157.54,0.0,654.82,465.61,76.82,542.43,95.74,446.69,0.0,446.69,103.09,343.6,343.6,35.55,9.67,9.67,0.0,0.0,0.0,0.0,0.0
2024-03-31,3186.93,0.0,3186.93,0.0,1966.64,-222.96,297.81,202.65,0.0,668.17,274.62,73.26,347.88,32.16,315.72,543.35,859.07,204.79,654.28,654.28,35.55,18.41,18.41,0.0,0.0,0.0,0.0,0.0
2024-06-30,3991.74,0.0,3991.74,0.0,2126.97,19.42,304.57,175.93,0.0,930.23,434.62,46.11,480.73,31.16,449.57,0.0,449.57,107.42,342.15,342.15,35.55,9.62,9.62,0.0,0.0,0.0,0.0,0.0
2024-09-30,4035.56,0.0,4035.56,0.0,2662.99,-410.87,288.01,191.5,0.0,854.77,449.16,138.66,587.82,32.38,555.44,0.0,555.44,132.0,423.44,423.44,35.55,11.91,11.91,0.0,0.0,0.0,0.0,0.0
2024-12-31,4534.71,0.0,4534.71,0.0,2332.82,174.56,301.04,239.34,0.0,888.69,598.26,56.36,654.62,36.26,618.36,0.0,618.36,149.03,469.33,469.33,35.55,13.2,13.2,0.0,0.0,0.0,0.0,0.0
2025-03-31,4106.1,0.0,4106.1,0.0,2594.3,-238.64,307.28,263.09,0.0,786.77,393.3,97.04,490.34,37.09,453.25,0.0,453.25,103.33,349.92,349.92,35.55,9.84,9.84,0.0,0.0,0.0,0.0,0.0
