Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Reserves Excluding Revaluation Reserves,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2015-03-31,923.25,7.7,930.95,357.27,227.37,142.76,38.44,30.13,84.0,50.98,11.81,62.79,24.5,38.29,-0.35,37.94,10.71,27.23,27.23,88.2,0.0,3.09,3.09,4.41,50.05,4.41,100.0,49.95
2015-06-30,1065.15,7.03,1072.18,344.16,764.71,-271.78,41.13,29.3,100.68,63.98,33.17,97.15,31.81,65.34,0.0,65.34,20.01,45.33,45.33,88.2,0.0,5.14,5.14,4.34,49.25,4.48,100.0,50.75
2015-09-30,1040.91,7.56,1048.47,355.45,544.61,-92.21,43.77,29.58,104.06,63.21,3.35,66.56,31.7,34.86,0.0,34.86,8.45,26.41,26.41,88.2,0.0,2.99,2.99,4.34,49.25,4.48,100.0,50.75
2015-12-31,1045.56,5.76,1051.32,459.7,205.61,148.29,40.54,29.21,110.3,57.67,3.65,61.32,27.56,33.76,0.0,33.76,10.29,23.47,23.47,88.2,0.0,2.66,2.66,4.34,49.25,4.48,100.0,50.75
2016-03-31,1080.68,6.07,1086.75,348.67,454.03,41.24,43.94,29.27,105.65,63.95,10.97,74.92,39.48,35.44,0.0,35.44,9.52,25.92,25.92,88.2,0.0,2.94,2.94,0.0,0.0,0.0,0.0,0.0
2016-06-30,1038.67,6.2,1044.87,327.59,365.36,18.83,46.62,29.69,179.41,77.37,4.65,82.02,34.76,47.26,0.0,47.26,12.54,34.72,34.72,88.2,0.0,3.94,3.94,0.0,0.0,0.0,0.0,0.0
2016-09-30,932.71,5.5,938.21,363.19,246.95,33.16,43.08,31.61,163.46,56.76,4.38,61.14,26.52,34.62,0.0,34.62,7.66,26.96,26.96,88.2,0.0,3.06,3.06,0.0,0.0,0.0,0.0,0.0
2016-12-31,1050.5,8.28,1058.78,341.4,326.04,16.04,47.58,31.71,193.03,102.98,3.2,106.18,30.5,75.68,0.0,75.68,29.06,46.62,46.62,88.2,0.0,5.29,5.29,0.0,0.0,0.0,0.0,0.0
2017-03-31,1207.87,7.52,1215.39,393.58,411.84,50.96,48.66,37.22,187.49,85.64,8.32,93.96,28.22,65.74,0.0,65.74,13.88,51.86,51.86,88.2,0.0,5.88,5.88,0.0,0.0,0.0,0.0,0.0
2017-06-30,618.16,19.44,637.6,151.56,381.74,-19.64,22.28,14.82,61.74,25.1,5.12,30.22,12.52,17.7,0.0,17.7,5.06,12.64,12.64,88.2,0.0,1.43,1.43,0.0,0.0,0.0,0.0,0.0
2017-09-30,587.59,2.41,590.0,174.0,293.02,16.44,26.86,15.15,34.88,29.65,6.72,36.37,15.91,20.46,0.0,20.46,6.12,14.34,14.34,88.2,0.0,1.63,1.63,0.0,0.0,0.0,0.0,0.0
2017-12-31,936.7,2.8,939.5,237.35,644.72,-76.56,22.85,13.62,48.62,48.9,4.89,53.79,16.62,37.17,0.0,37.17,10.98,26.19,26.19,88.2,0.0,2.97,2.97,0.0,0.0,0.0,0.0,0.0
2018-03-31,1121.34,3.37,1124.71,241.39,774.68,6.1,14.35,10.28,52.02,25.89,49.69,75.58,25.63,49.95,0.0,49.95,-4.12,54.07,54.07,88.2,0.0,6.13,6.13,0.0,0.0,0.0,0.0,0.0
2018-06-30,1299.19,0.0,1299.19,211.17,1000.55,-33.97,16.12,12.25,62.41,30.66,3.86,34.52,21.42,13.1,0.0,13.1,4.64,8.46,8.46,88.2,0.0,0.96,0.96,0.0,0.0,0.0,0.0,0.0
2018-09-30,770.87,0.0,770.87,258.65,337.26,78.88,10.21,11.6,45.46,28.81,4.22,33.03,19.6,13.43,0.0,13.43,4.79,8.64,8.64,88.2,0.0,0.98,0.98,0.0,0.0,0.0,0.0,0.0
2018-12-31,623.73,0.0,623.73,229.84,344.02,-0.59,14.67,12.79,9.63,13.37,7.23,20.6,22.93,-2.33,0.0,-2.33,-3.57,1.24,1.24,88.2,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0
2019-03-31,455.09,0.0,455.09,180.53,172.09,37.75,19.42,11.4,39.01,-5.11,8.28,3.17,16.23,-13.06,0.0,-13.06,-2.64,-10.42,-10.42,88.2,0.0,-1.18,-1.18,0.0,0.0,0.0,0.0,0.0
2019-06-30,536.01,0.0,536.01,188.72,279.97,-8.33,17.54,17.84,36.42,3.85,3.17,7.02,18.21,-11.19,0.0,-11.19,-4.57,-6.62,-6.62,88.2,0.0,-0.75,-0.75,0.0,0.0,0.0,0.0,0.0
2019-09-30,384.55,0.0,384.55,203.36,126.44,-2.72,17.04,19.82,1.59,19.02,14.45,33.47,21.49,11.98,0.0,11.98,4.83,7.15,7.15,88.2,0.0,0.81,0.81,0.0,0.0,0.0,0.0,0.0
2019-12-31,327.14,0.0,327.14,151.56,90.76,-1.49,15.89,17.2,41.84,11.38,38.48,49.86,22.39,27.47,0.0,27.47,2.01,25.46,25.46,89.29,0.0,2.85,2.85,0.0,0.0,0.0,0.0,0.0
2020-03-31,460.05,0.0,460.05,196.39,123.54,49.91,17.97,17.42,49.61,5.21,11.62,16.83,23.16,-6.33,0.0,-6.33,-11.05,4.72,4.72,89.28,0.0,0.53,0.53,0.0,0.0,0.0,0.0,0.0
2020-06-30,489.12,0.0,489.12,150.11,125.34,2.74,23.99,18.79,32.37,135.78,4.46,140.24,21.25,118.99,0.0,118.99,29.91,89.08,89.08,89.28,0.0,9.98,9.72,0.0,0.0,0.0,0.0,0.0
2020-09-30,455.7,0.0,455.7,170.95,223.04,-54.21,22.04,18.48,23.72,51.68,15.28,66.96,18.8,48.16,0.0,48.16,11.16,37.0,37.0,89.28,0.0,4.14,4.05,0.0,0.0,0.0,0.0,0.0
2020-12-31,422.13,0.0,422.13,174.6,58.15,38.14,35.44,18.19,44.02,53.59,12.74,66.33,20.6,45.73,0.0,45.73,12.36,33.37,33.37,102.68,0.0,3.33,3.33,0.0,0.0,0.0,0.0,0.0
2021-03-31,444.36,0.0,444.36,174.9,122.54,-8.03,6.58,17.52,58.84,72.01,13.42,85.43,25.95,59.48,0.0,59.48,9.94,49.54,49.54,102.68,0.0,4.82,4.65,0.0,0.0,0.0,0.0,0.0
2021-06-30,674.9,0.0,674.9,248.67,290.08,-2.87,20.16,17.47,33.19,68.2,15.75,83.95,22.12,61.83,0.0,61.83,15.53,46.3,46.3,102.68,0.0,4.51,4.46,0.0,0.0,0.0,0.0,0.0
2021-09-30,529.17,0.0,529.17,337.01,66.63,5.02,22.04,16.96,45.28,36.23,18.41,54.64,17.28,37.36,0.0,37.36,9.48,27.88,27.88,108.15,0.0,2.58,2.58,0.0,0.0,0.0,0.0,0.0
2021-12-31,524.42,0.0,524.42,296.46,78.85,3.72,21.95,29.86,31.66,61.92,28.86,90.78,13.04,77.74,0.0,77.74,19.06,58.68,58.68,120.59,0.0,4.99,4.94,0.0,0.0,0.0,0.0,0.0
2022-03-31,560.95,0.0,560.95,341.21,22.27,23.17,20.04,15.88,57.64,80.74,25.15,105.89,16.62,89.27,0.0,89.27,24.35,64.92,64.92,120.59,0.0,5.38,5.29,0.0,0.0,0.0,0.0,0.0
2022-06-30,592.83,0.0,592.83,391.89,19.4,-16.65,19.23,15.52,41.82,121.62,28.86,150.48,16.19,134.29,0.0,134.29,33.56,100.73,100.73,120.59,0.0,8.35,8.19,0.0,0.0,0.0,0.0,0.0
2022-09-30,639.52,0.0,639.52,351.23,154.95,13.75,17.72,16.07,25.42,60.38,41.6,101.98,12.86,89.12,0.0,89.12,21.03,68.09,68.09,126.24,0.0,5.56,5.56,0.0,0.0,0.0,0.0,0.0
2022-12-31,512.83,0.0,512.83,393.11,30.37,-25.65,19.61,17.99,36.1,41.3,32.24,73.54,10.95,62.59,0.0,62.59,16.47,46.12,46.12,126.24,0.0,3.65,3.65,0.0,0.0,0.0,0.0,0.0
2023-03-31,604.64,0.0,604.64,438.74,5.71,-2.47,17.5,17.35,43.89,83.92,31.34,115.26,11.12,104.14,0.0,104.14,27.74,76.4,76.4,126.24,0.0,6.05,6.05,0.0,0.0,0.0,0.0,0.0
2023-06-30,577.57,0.0,577.57,340.68,42.34,13.44,36.18,16.54,36.33,92.06,45.2,137.26,11.65,125.61,0.0,125.61,31.68,93.93,93.93,126.24,0.0,7.44,7.44,0.0,0.0,0.0,0.0,0.0
2023-09-30,476.01,0.0,476.01,284.75,10.49,15.44,29.3,17.37,46.85,71.81,33.63,105.44,11.74,93.7,0.0,93.7,29.17,64.53,64.53,126.24,0.0,5.11,5.11,0.0,0.0,0.0,0.0,0.0
2023-12-31,426.18,0.0,426.18,287.68,6.85,4.55,26.87,18.55,48.76,32.92,32.0,64.92,8.41,56.51,0.0,56.51,13.94,42.57,42.57,126.24,0.0,3.37,3.37,0.0,0.0,0.0,0.0,0.0
2024-03-31,442.76,0.0,442.76,289.75,7.75,-8.27,23.81,28.26,44.59,56.87,88.46,145.33,7.72,137.61,0.0,137.61,25.27,112.34,112.34,126.24,0.0,8.9,8.9,0.0,0.0,0.0,0.0,0.0
2024-06-30,452.16,0.0,452.16,258.8,16.68,6.12,31.12,20.37,44.28,74.79,31.65,106.44,9.6,96.84,0.0,96.84,25.5,71.34,71.34,126.24,0.0,5.65,5.65,0.0,0.0,0.0,0.0,0.0
2024-09-30,530.84,0.0,530.84,307.37,23.82,-13.71,38.61,22.25,41.17,111.33,33.59,144.92,10.84,134.08,0.0,134.08,33.93,100.15,100.15,126.24,0.0,7.93,7.93,0.0,0.0,0.0,0.0,0.0
2024-12-31,519.05,0.0,519.05,320.21,43.05,-10.32,30.28,21.42,43.58,70.83,34.32,105.15,10.01,95.14,0.0,95.14,28.22,66.92,66.92,126.24,0.0,5.3,5.3,0.0,0.0,0.0,0.0,0.0
