Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Increase/Decrease in Stocks,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2016-09-30,1101.21,14.21,1115.42,489.04,-16.1,74.61,19.39,445.86,102.62,15.3,117.92,29.66,88.26,0.0,88.26,30.45,57.81,57.81,30.69,3.77,3.77,0.0,0.0,0.0,0.0,0.0
2016-12-31,1116.12,12.49,1128.61,475.61,17.14,73.99,19.54,442.82,99.51,11.5,111.01,23.87,87.14,0.0,87.14,30.0,57.14,57.14,30.69,3.72,3.72,0.0,0.0,0.0,0.0,0.0
2017-03-31,1478.97,17.32,1496.29,679.18,-8.89,70.78,19.28,597.95,137.99,10.2,148.19,19.79,128.4,0.0,128.4,38.8,89.6,89.6,30.69,5.84,5.84,0.0,0.0,0.0,0.0,0.0
2017-06-30,1169.59,0.0,1169.59,499.91,-12.87,78.02,18.81,467.32,118.4,11.35,129.75,22.0,107.75,0.0,107.75,37.3,70.45,70.45,30.69,4.59,4.59,0.0,0.0,0.0,0.0,0.0
2017-09-30,1222.8,0.0,1222.8,623.32,-3.69,85.24,19.04,385.04,113.85,14.72,128.57,22.01,106.56,0.0,106.56,35.07,71.49,71.49,30.69,4.66,4.66,0.0,0.0,0.0,0.0,0.0
2017-12-31,1417.37,0.0,1417.37,646.67,-7.31,85.52,19.64,540.52,132.33,11.05,143.38,28.25,115.13,0.0,115.13,39.9,75.23,75.23,30.69,4.9,4.9,0.0,0.0,0.0,0.0,0.0
2018-03-31,1931.44,0.0,1931.44,871.7,3.23,99.96,19.11,747.4,190.04,10.89,200.93,31.03,169.9,0.0,169.9,65.07,104.83,104.83,30.69,6.83,6.83,0.0,0.0,0.0,0.0,0.0
2018-06-30,1324.93,0.0,1324.93,516.87,-48.55,102.62,19.36,596.93,137.7,14.69,152.39,27.85,124.54,0.0,124.54,43.5,81.04,81.04,30.69,5.28,5.28,0.0,0.0,0.0,0.0,0.0
2018-09-30,1574.1,0.0,1574.1,633.34,-1.42,114.58,19.94,656.71,150.95,17.5,168.45,28.28,140.17,0.0,140.17,48.8,91.37,91.37,30.69,5.95,5.95,0.0,0.0,0.0,0.0,0.0
2018-12-31,1724.66,0.0,1724.66,704.76,-40.74,111.19,23.02,765.6,160.83,11.47,172.3,31.09,141.21,0.0,141.21,49.2,92.01,92.01,30.69,6.0,6.0,0.0,0.0,0.0,0.0,0.0
2019-03-31,2491.43,0.0,2491.43,1093.58,95.32,125.71,23.67,910.43,242.72,7.54,250.26,31.79,218.47,0.0,218.47,81.59,136.88,136.88,30.69,8.92,8.92,0.0,0.0,0.0,0.0,0.0
2019-06-30,1655.0,0.0,1655.0,657.0,-86.0,124.0,26.0,768.0,166.0,10.0,176.0,34.0,142.0,0.0,142.0,50.0,92.0,92.0,31.0,6.02,6.02,0.0,0.0,0.0,0.0,0.0
2019-09-30,1967.0,0.0,1967.0,869.0,56.0,131.0,27.0,704.0,180.0,25.0,205.0,44.0,161.0,0.0,161.0,34.0,127.0,127.0,31.0,8.26,8.26,0.0,0.0,0.0,0.0,0.0
2019-12-31,1979.0,0.0,1979.0,889.0,-40.0,135.0,28.0,787.0,180.0,16.0,196.0,42.0,154.0,24.0,178.0,41.0,137.0,137.0,31.0,8.85,8.85,0.0,0.0,0.0,0.0,0.0
2020-03-31,2303.0,0.0,2303.0,914.0,8.0,136.0,29.0,992.0,224.0,7.0,231.0,46.0,185.0,0.0,185.0,78.0,107.0,107.0,31.0,6.92,6.92,0.0,0.0,0.0,0.0,0.0
2020-06-30,1459.0,0.0,1459.0,550.0,57.0,138.0,29.0,558.0,127.0,9.0,136.0,35.0,101.0,0.0,101.0,32.0,69.0,69.0,31.0,4.49,4.49,0.0,0.0,0.0,0.0,0.0
2020-09-30,1882.0,0.0,1882.0,752.0,-52.0,140.0,29.0,840.0,173.0,37.0,210.0,23.0,187.0,14.0,201.0,42.0,159.0,159.0,30.0,10.36,10.36,0.0,0.0,0.0,0.0,0.0
2020-12-31,1993.0,0.0,1993.0,650.0,24.0,142.0,29.0,970.0,178.0,19.0,197.0,23.0,174.0,154.0,328.0,71.0,257.0,257.0,30.0,17.19,17.19,0.0,0.0,0.0,0.0,0.0
2021-03-31,2337.0,0.0,2337.0,823.0,-11.0,131.0,28.0,1151.0,215.0,14.0,229.0,28.0,201.0,0.0,201.0,71.0,130.0,130.0,30.0,8.73,8.73,0.0,0.0,0.0,0.0,0.0
2021-06-30,1586.0,0.0,1586.0,578.0,-50.0,134.0,26.0,762.0,136.0,14.0,150.0,34.0,116.0,0.0,116.0,40.0,76.0,76.0,30.0,5.08,5.08,0.0,0.0,0.0,0.0,0.0
2021-09-30,1618.0,0.0,1618.0,801.0,-34.0,114.0,27.0,585.0,125.0,21.0,146.0,28.0,118.0,-45.0,73.0,36.0,37.0,37.0,30.0,2.48,2.48,0.0,0.0,0.0,0.0,0.0
2021-12-31,1848.0,0.0,1848.0,757.0,51.0,129.0,26.0,743.0,142.0,27.0,169.0,32.0,137.0,262.0,399.0,84.0,315.0,315.0,30.0,21.17,21.17,0.0,0.0,0.0,0.0,0.0
2022-03-31,2010.0,0.0,2010.0,814.0,53.0,137.0,26.0,835.0,145.0,19.0,164.0,30.0,134.0,0.0,134.0,47.0,87.0,87.0,30.0,5.84,5.84,0.0,0.0,0.0,0.0,0.0
2022-06-30,1542.0,0.0,1542.0,672.0,-105.0,122.0,25.0,723.0,105.0,62.0,167.0,28.0,139.0,0.0,139.0,26.0,113.0,113.0,30.0,7.56,7.56,0.0,0.0,0.0,0.0,0.0
2022-09-30,1528.0,0.0,1528.0,635.0,26.0,119.0,25.0,623.0,100.0,21.0,121.0,35.0,86.0,0.0,86.0,24.0,62.0,62.0,30.0,4.16,4.16,0.0,0.0,0.0,0.0,0.0
2022-12-31,3509.0,0.0,3509.0,1511.0,13.0,270.0,75.0,1410.0,230.0,9.0,239.0,74.0,165.0,0.0,165.0,54.0,111.0,111.0,30.0,6.81,6.81,0.0,0.0,0.0,0.0,0.0
2023-03-31,4396.0,0.0,4396.0,1952.0,53.0,282.0,83.0,1798.0,228.0,22.0,250.0,84.0,166.0,54.0,220.0,68.0,152.0,152.0,32.0,9.36,9.36,0.0,0.0,0.0,0.0,0.0
2023-06-30,3622.0,0.0,3622.0,1493.0,2.0,300.0,93.0,1513.0,221.0,29.0,250.0,75.0,175.0,0.0,175.0,49.0,126.0,126.0,32.0,7.73,7.73,0.0,0.0,0.0,0.0,0.0
2023-09-30,3844.0,0.0,3844.0,1773.0,-65.0,280.0,88.0,1548.0,220.0,25.0,245.0,85.0,160.0,0.0,160.0,47.0,113.0,113.0,32.0,7.04,7.04,0.0,0.0,0.0,0.0,0.0
2023-12-31,4147.0,0.0,4147.0,1722.0,-4.0,299.0,94.0,1786.0,250.0,27.0,277.0,83.0,194.0,0.0,194.0,50.0,144.0,144.0,32.0,8.83,8.83,0.0,0.0,0.0,0.0,0.0
2024-03-31,5147.0,0.0,5147.0,2213.0,85.0,315.0,93.0,2134.0,307.0,32.0,339.0,94.0,245.0,-35.0,210.0,60.0,150.0,150.0,32.0,9.21,9.21,0.0,0.0,0.0,0.0,0.0
2024-06-30,3722.0,0.0,3722.0,1503.0,-56.0,312.0,93.0,1649.0,221.0,29.0,250.0,86.0,164.0,0.0,164.0,47.0,117.0,117.0,32.0,7.17,7.17,0.0,0.0,0.0,0.0,0.0
2024-09-30,4136.12,0.0,4136.12,1698.57,-32.02,327.03,91.44,1794.08,257.02,26.41,283.43,99.82,183.61,0.0,183.61,51.29,132.32,132.32,32.49,8.16,8.16,0.0,0.0,0.0,0.0,0.0
2024-12-31,4825.72,0.0,4825.72,1950.93,43.22,348.12,95.64,2081.58,306.23,18.54,324.77,107.05,217.72,0.0,217.72,60.37,157.35,157.35,34.16,9.61,9.61,0.0,0.0,0.0,0.0,0.0
2025-03-31,6204.15,0.0,6204.15,2502.24,41.43,408.05,94.88,2729.24,428.31,23.5,451.81,87.73,364.08,-33.0,331.08,89.44,241.64,241.64,34.16,14.36,14.36,0.0,0.0,0.0,0.0,0.0
