Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Reserves Excluding Revaluation Reserves,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2015-03-31,123.15,0.0,123.15,68.4,41.16,2.34,4.58,2.71,9.97,-6.02,5.12,-0.9,1.67,-2.56,0.0,-2.56,0.0,-2.56,-2.56,22.43,0.0,-0.23,-0.23,5.22,46.91,5.34,90.38,47.98
2015-06-30,130.56,0.0,130.56,94.25,21.18,0.18,3.66,2.73,9.57,-1.02,4.78,3.76,1.02,2.74,0.0,2.74,0.0,2.74,2.74,22.43,0.0,0.25,0.25,5.22,46.91,3.15,53.24,28.27
2015-09-30,76.45,0.0,76.45,40.8,26.94,-1.82,3.38,2.74,5.9,-1.5,3.27,1.76,1.41,0.36,0.0,0.36,0.0,0.36,0.36,22.43,0.0,0.03,0.03,5.22,46.91,3.71,62.86,33.37
2015-12-31,77.62,0.0,77.62,55.54,9.34,-1.08,3.3,2.72,9.35,-1.55,3.24,1.69,1.43,0.25,0.0,0.25,0.0,0.25,0.25,22.43,0.0,0.02,0.02,5.22,46.91,3.71,62.86,33.37
2016-03-31,84.58,0.0,84.58,70.39,14.75,-21.73,3.07,2.45,9.04,6.61,2.83,9.44,5.84,3.6,-6.23,-2.63,0.0,-2.63,-2.63,22.43,0.0,-0.24,-0.24,0.0,0.0,0.0,0.0,0.0
2016-06-30,94.98,0.0,94.98,54.06,11.07,16.02,3.76,2.97,9.48,-2.38,3.67,1.29,1.15,0.14,0.0,0.14,0.0,0.14,0.14,22.43,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0
2016-09-30,82.26,2.19,84.45,68.54,14.76,-11.06,3.58,3.0,8.73,-3.1,4.31,1.21,0.9,0.31,0.0,0.31,0.0,0.31,0.31,22.43,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0
2016-12-31,112.33,2.47,114.8,82.27,20.48,-4.81,3.63,3.19,11.19,-1.15,4.27,3.12,2.69,0.43,0.0,0.43,0.0,0.43,0.43,22.43,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0
2017-03-31,96.1,6.35,102.45,68.63,11.82,-7.9,4.29,3.82,12.89,8.89,1.67,10.57,5.42,5.14,0.0,5.14,0.0,5.14,5.14,22.43,0.0,0.23,0.23,0.0,0.0,0.0,0.0,0.0
2017-06-30,99.87,0.0,99.87,74.81,0.0,2.65,3.81,3.71,11.4,3.48,4.2,7.69,2.31,5.37,0.0,5.37,0.0,5.37,5.37,22.43,0.0,0.45,0.45,0.0,0.0,0.0,0.0,0.0
2017-09-30,84.47,0.0,84.47,70.99,0.0,1.39,3.98,3.75,9.15,-4.8,6.0,1.2,1.02,0.18,0.0,0.18,0.0,0.18,0.18,22.43,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0
2017-12-31,115.55,6.92,122.47,77.49,21.12,-2.91,3.86,3.79,13.8,5.31,0.0,5.31,3.74,1.57,0.0,1.57,0.0,1.57,1.57,22.43,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0
2018-03-31,109.09,0.0,109.09,77.83,9.58,-8.11,4.44,2.42,17.24,5.69,7.56,13.25,3.34,9.91,0.0,9.91,0.0,9.91,9.91,22.43,0.0,0.45,0.45,0.0,0.0,0.0,0.0,0.0
2018-06-30,134.44,0.0,134.44,106.06,3.87,0.2,4.31,3.82,12.0,4.19,8.38,12.57,2.31,10.26,0.0,10.26,0.0,10.26,10.26,22.43,0.0,0.46,0.46,0.0,0.0,0.0,0.0,0.0
2018-09-30,101.2,0.0,101.2,78.23,5.08,-3.31,4.52,3.81,12.15,0.71,1.89,2.6,1.9,0.7,0.0,0.7,0.0,0.7,0.7,22.43,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0
2018-12-31,108.28,0.0,108.28,92.73,0.0,-7.18,4.54,3.69,10.67,3.82,0.28,4.1,2.25,1.85,0.0,1.85,0.0,1.85,1.85,22.43,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0
2019-03-31,128.9,0.0,128.9,101.15,0.0,7.13,8.37,3.76,16.27,-7.78,20.55,12.77,4.95,7.82,0.0,7.82,0.0,7.82,7.82,22.43,0.0,0.35,0.35,0.0,0.0,0.0,0.0,0.0
2019-06-30,126.4,0.0,126.4,93.45,0.0,8.37,5.99,3.98,10.47,4.15,7.24,11.39,3.9,7.49,0.0,7.49,0.0,7.49,7.49,22.43,0.0,0.34,0.34,0.0,0.0,0.0,0.0,0.0
2019-09-30,55.36,0.0,55.36,49.02,0.0,-11.17,6.06,4.31,8.76,-1.62,5.1,3.48,3.47,0.01,0.0,0.01,0.0,0.01,0.01,22.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-31,84.69,0.0,84.69,66.47,0.0,-1.31,5.17,4.67,7.7,1.98,5.55,7.53,4.45,3.08,0.0,3.08,0.0,3.08,3.08,22.69,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0
2020-03-31,103.99,0.0,103.99,88.7,0.0,-5.67,5.49,4.6,11.8,-0.94,7.74,6.8,4.29,2.51,0.0,2.51,-18.73,21.24,21.24,22.69,0.0,0.95,0.95,0.0,0.0,0.0,0.0,0.0
2020-06-30,10.61,0.0,10.61,6.47,0.0,6.21,2.32,0.23,3.29,-7.92,0.7,-7.22,2.22,-9.44,0.0,-9.44,0.0,-9.44,-9.44,22.69,0.0,-0.38,-0.38,0.0,0.0,0.0,0.0,0.0
2020-12-31,73.85,0.0,73.85,57.52,0.0,-2.07,3.6,4.52,7.25,3.04,6.22,9.25,6.66,2.6,0.0,2.6,0.0,2.6,2.6,25.35,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0
2021-03-31,95.24,0.0,95.24,91.38,0.0,-14.6,4.32,4.43,6.78,2.95,7.28,10.23,4.88,5.35,0.0,5.35,0.0,5.35,5.35,25.35,0.0,0.21,0.21,0.0,0.0,0.0,0.0,0.0
2021-06-30,95.7,0.0,95.7,77.06,0.0,5.27,4.02,4.5,7.45,-2.6,8.09,5.49,5.68,-0.18,0.0,-0.18,0.0,-0.18,-0.18,37.01,0.0,-0.01,-0.01,0.0,0.0,0.0,0.0,0.0
2021-09-30,100.32,0.0,100.32,93.32,0.0,-4.72,4.34,4.57,7.97,-5.17,8.19,3.02,2.71,0.31,0.0,0.31,0.0,0.31,0.31,37.04,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0
2021-12-31,168.27,0.0,168.27,112.53,0.0,-3.25,4.93,4.57,21.98,27.51,3.08,30.58,5.42,25.17,-51.36,-26.19,0.0,-26.19,-26.19,37.04,0.0,-0.71,-0.71,0.0,0.0,0.0,0.0,0.0
2022-03-31,333.21,0.0,333.21,90.36,0.0,-57.7,5.06,4.34,183.35,107.8,10.4,118.2,4.34,113.86,0.0,113.86,-9.51,123.37,123.37,37.04,0.0,3.62,3.51,0.0,0.0,0.0,0.0,0.0
2022-06-30,842.68,0.0,842.68,119.46,0.0,-12.37,7.18,5.02,466.55,256.84,12.62,269.46,5.39,264.07,-1194.4,-930.33,0.0,-930.33,-930.33,44.64,0.0,-22.08,-22.19,0.0,0.0,0.0,0.0,0.0
2022-09-30,673.76,0.0,673.76,129.93,0.0,18.89,10.66,5.46,357.36,151.46,12.6,164.06,21.35,142.71,0.0,142.71,0.0,142.71,142.71,44.64,0.0,3.21,3.21,0.0,0.0,0.0,0.0,0.0
2022-12-31,999.62,0.0,999.62,151.71,0.0,27.59,12.76,5.69,580.59,221.28,29.78,251.06,21.02,230.04,0.0,230.04,0.0,230.04,230.04,44.65,0.0,5.19,4.95,0.0,0.0,0.0,0.0,0.0
2023-03-31,876.25,0.0,876.25,103.25,0.0,1.67,23.66,6.83,583.12,157.72,19.46,177.18,17.28,159.9,0.0,159.9,-109.14,269.04,269.04,50.48,1478.42,5.91,5.59,0.0,0.0,0.0,0.0,0.0
2023-06-30,1965.52,0.0,1965.52,154.67,0.0,-51.51,22.58,7.57,1303.91,528.3,11.86,540.16,0.51,539.65,0.0,539.65,136.4,403.25,403.25,50.48,0.0,7.99,7.93,0.0,0.0,0.0,0.0,0.0
2023-09-30,1091.31,0.0,1091.31,94.61,0.0,-31.02,29.06,10.2,712.34,276.12,19.92,296.04,0.99,295.05,0.0,295.05,63.79,231.26,231.26,50.48,0.0,4.58,4.55,0.0,0.0,0.0,0.0,0.0
2023-12-31,1910.53,0.0,1910.53,154.87,273.88,-24.69,36.62,14.65,1022.16,433.04,13.08,446.12,1.86,444.26,0.0,444.26,112.69,331.57,331.57,50.53,0.0,6.57,6.51,0.0,0.0,0.0,0.0,0.0
2024-03-31,1554.29,0.0,1554.29,132.47,96.35,92.33,29.5,16.46,745.22,441.96,8.06,450.02,2.28,447.74,0.0,447.74,170.68,277.06,277.06,50.53,0.0,5.49,5.45,0.0,0.0,0.0,0.0,0.0
2024-06-30,2417.24,0.0,2417.24,122.55,134.55,-13.81,33.77,18.68,1421.5,700.0,5.82,705.82,1.87,703.95,0.0,703.95,146.47,557.48,557.48,50.53,0.0,11.06,10.96,0.0,0.0,0.0,0.0,0.0
2024-09-30,1364.43,0.0,1364.43,240.52,0.0,35.74,34.67,17.62,714.0,321.88,105.37,427.25,3.61,423.64,0.0,423.64,122.2,301.44,301.44,52.28,0.0,5.88,5.44,0.0,0.0,0.0,0.0,0.0
2024-12-31,1670.82,4.35,1675.17,88.27,47.69,-2.99,40.83,21.95,964.86,514.56,18.02,532.58,8.27,524.31,0.0,524.31,134.78,389.53,389.53,52.28,0.0,7.55,7.04,0.0,0.0,0.0,0.0,0.0
2025-03-31,1182.66,10.64,1193.3,82.07,0.0,71.47,54.0,22.23,724.51,239.02,19.37,258.39,13.33,245.06,0.0,245.06,42.59,202.47,202.47,52.32,6350.76,3.91,3.65,0.0,0.0,0.0,0.0,0.0
