Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Power & Fuel,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Prior Year Adjustments,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2016-03-31,735.09,0.0,735.09,141.93,58.02,-11.83,142.07,48.34,40.1,270.68,45.78,34.26,80.04,49.53,30.51,0.0,30.51,-17.88,48.39,-0.01,48.38,58.85,4.11,4.11,0.0,0.0,0.0,0.0,0.0
2016-06-30,777.23,0.0,777.23,135.63,67.2,10.44,131.29,53.78,41.19,261.38,76.32,10.41,86.73,46.32,40.41,0.0,40.41,11.77,28.64,0.08,28.72,58.85,2.44,2.44,0.0,0.0,0.0,0.0,0.0
2016-09-30,655.57,0.0,655.57,112.97,52.11,2.67,116.48,51.64,41.19,226.01,52.5,17.92,70.42,47.09,23.33,0.0,23.33,-1.58,24.91,0.0,24.91,58.85,2.12,2.12,0.0,0.0,0.0,0.0,0.0
2016-12-31,670.89,0.0,670.89,126.9,47.79,-21.73,150.98,54.17,44.31,230.13,38.34,15.19,53.53,48.61,4.92,0.0,4.92,-2.68,7.6,0.0,7.6,58.85,0.65,0.65,0.0,0.0,0.0,0.0,0.0
2017-03-31,806.72,0.0,806.72,149.44,57.16,21.38,168.2,48.8,45.68,290.18,25.88,26.29,52.17,46.63,5.54,0.0,5.54,-15.31,20.85,0.0,20.85,58.85,1.77,1.77,0.0,0.0,0.0,0.0,0.0
2017-06-30,901.14,0.0,901.14,143.91,80.96,7.59,192.01,59.1,43.88,297.24,76.45,10.19,86.64,49.2,37.44,0.0,37.44,9.14,28.3,0.0,28.3,58.85,2.41,2.41,0.0,0.0,0.0,0.0,0.0
2017-09-30,776.65,0.0,776.65,132.86,52.07,-19.95,179.53,60.14,44.68,276.57,50.75,16.92,67.67,48.87,18.8,0.0,18.8,5.57,13.23,0.0,13.23,58.85,1.12,1.12,0.0,0.0,0.0,0.0,0.0
2017-12-31,837.41,0.0,837.41,147.58,52.93,-14.76,204.93,55.03,44.8,297.37,49.53,14.62,64.15,51.43,12.72,0.0,12.72,4.13,8.59,0.0,8.59,58.85,0.73,0.73,0.0,0.0,0.0,0.0,0.0
2018-03-31,896.95,0.0,896.95,159.8,56.24,-20.85,219.4,60.68,45.91,320.41,55.36,26.37,81.73,47.98,33.75,0.0,33.75,-0.09,33.84,0.0,33.84,58.85,2.88,2.88,0.0,0.0,0.0,0.0,0.0
2018-06-30,923.44,0.0,923.44,157.48,40.23,22.92,215.04,63.15,44.56,330.75,49.31,11.0,60.31,45.14,15.17,0.0,15.17,1.42,13.75,0.0,13.75,58.85,1.17,1.17,0.0,0.0,0.0,0.0,0.0
2018-09-30,851.44,0.0,851.44,157.81,38.57,-8.04,225.17,65.8,45.16,280.5,46.47,14.96,61.43,49.34,12.09,0.0,12.09,4.28,7.81,0.0,7.81,58.85,0.66,0.66,0.0,0.0,0.0,0.0,0.0
2018-12-31,935.0,0.0,935.0,167.37,41.38,11.78,223.27,65.54,45.05,327.4,53.21,13.7,66.91,47.14,19.77,0.0,19.77,5.02,14.75,0.0,14.75,58.85,1.25,1.25,0.0,0.0,0.0,0.0,0.0
2019-03-31,1172.46,0.0,1172.46,232.33,49.61,57.27,256.33,65.37,44.62,380.31,86.62,16.6,103.22,45.82,57.4,0.0,57.4,14.15,43.25,0.0,43.25,58.85,3.68,3.68,0.0,0.0,0.0,0.0,0.0
2019-06-30,1041.88,0.0,1041.88,205.86,69.22,-38.41,223.33,77.27,45.27,334.81,124.53,5.9,130.43,39.93,90.5,-30.23,60.27,20.87,39.4,0.0,39.4,58.85,3.35,3.35,0.0,0.0,0.0,0.0,0.0
2019-09-30,935.48,0.0,935.48,169.69,75.31,-24.14,208.97,74.19,43.66,282.81,104.99,6.19,111.18,38.43,72.75,0.0,72.75,26.84,45.91,0.0,45.91,58.85,3.9,3.9,0.0,0.0,0.0,0.0,0.0
2019-12-31,1004.95,0.0,1004.95,180.86,86.25,-8.35,211.09,75.7,48.45,307.5,103.45,14.69,118.14,42.79,75.35,0.0,75.35,26.18,49.17,0.0,49.17,58.85,4.18,4.18,0.0,0.0,0.0,0.0,0.0
2020-03-31,1061.19,0.0,1061.19,156.0,81.23,-1.13,200.46,75.97,50.97,346.63,151.06,22.49,173.55,42.46,131.09,0.0,131.09,30.34,100.75,0.0,100.75,58.85,8.56,8.56,0.0,0.0,0.0,0.0,0.0
2020-06-30,825.15,0.0,825.15,92.44,52.89,68.27,0.0,80.8,48.4,387.41,94.94,8.17,103.11,37.81,65.3,0.0,65.3,20.88,44.42,0.0,44.42,58.85,3.77,3.77,0.0,0.0,0.0,0.0,0.0
2020-09-30,1044.77,0.0,1044.77,166.52,89.46,-5.53,0.0,79.92,49.33,527.68,137.39,18.33,155.72,38.11,117.61,0.0,117.61,37.03,80.58,0.0,80.58,58.85,6.85,6.85,0.0,0.0,0.0,0.0,0.0
2020-12-31,1192.8,0.0,1192.8,195.49,110.57,-4.2,215.31,87.04,48.65,396.76,143.18,20.65,163.83,36.68,127.15,0.0,127.15,24.84,102.31,0.0,102.31,58.85,8.69,8.69,0.0,0.0,0.0,0.0,0.0
2021-03-31,1321.99,0.0,1321.99,217.39,102.69,-2.1,227.1,79.22,47.81,429.81,220.07,27.32,247.39,29.94,217.45,-30.92,186.53,50.02,136.51,0.0,136.51,58.85,11.6,11.6,0.0,0.0,0.0,0.0,0.0
2021-06-30,1231.51,0.0,1231.51,221.1,100.44,-31.49,0.0,83.04,46.0,642.36,170.06,16.87,186.93,25.65,161.28,0.0,161.28,42.57,118.71,0.0,118.71,58.85,10.09,10.09,0.0,0.0,0.0,0.0,0.0
2021-09-30,1118.22,0.0,1118.22,177.54,108.0,-7.3,0.0,84.51,47.04,592.9,115.53,16.31,131.84,23.74,108.1,0.0,108.1,31.56,76.54,0.0,76.54,58.85,6.5,6.5,0.0,0.0,0.0,0.0,0.0
2021-12-31,1193.41,0.0,1193.41,198.4,120.56,-48.39,0.0,86.76,46.79,689.67,99.62,16.43,116.05,25.06,90.99,0.0,90.99,31.75,59.24,0.0,59.24,58.85,5.03,5.03,0.0,0.0,0.0,0.0,0.0
2022-03-31,1497.64,0.0,1497.64,209.93,149.12,40.38,305.35,72.13,50.69,444.5,225.54,17.64,243.18,21.86,221.32,-23.39,197.93,26.2,171.73,0.0,171.73,58.85,14.59,14.59,0.0,0.0,0.0,0.0,0.0
2022-06-30,1551.0,0.0,1551.0,227.02,154.29,1.25,365.95,92.17,47.33,493.35,169.64,7.42,177.06,24.69,152.37,0.0,152.37,51.46,100.91,0.0,100.91,58.85,8.58,8.58,0.0,0.0,0.0,0.0,0.0
2022-09-30,1302.65,0.0,1302.65,217.46,169.82,-34.18,333.2,83.3,48.07,394.44,90.54,21.41,111.95,22.6,89.35,0.0,89.35,30.4,58.95,0.0,58.95,58.85,5.01,5.01,0.0,0.0,0.0,0.0,0.0
2022-12-31,1488.53,0.0,1488.53,246.14,159.83,-73.63,0.0,87.7,48.02,908.9,111.57,15.61,127.18,24.71,102.47,0.0,102.47,28.88,73.59,0.0,73.59,58.85,6.25,6.25,0.0,0.0,0.0,0.0,0.0
2023-03-31,1728.87,0.0,1728.87,235.07,205.31,73.36,0.0,85.96,50.12,940.07,138.98,17.79,156.77,19.5,137.27,0.0,137.27,39.95,97.32,0.0,97.32,58.85,8.27,8.27,0.0,0.0,0.0,0.0,0.0
2023-06-30,1633.31,0.0,1633.31,240.86,209.45,34.74,0.0,97.56,47.02,883.12,120.56,13.87,134.43,22.92,111.51,0.0,111.51,36.63,74.88,0.0,74.88,58.85,6.36,6.36,0.0,0.0,0.0,0.0,0.0
2023-09-30,1452.62,0.0,1452.62,219.63,194.43,-24.47,0.0,93.7,47.6,790.79,130.94,15.09,146.03,22.81,123.22,0.0,123.22,40.19,83.03,0.0,83.03,58.85,7.06,7.06,0.0,0.0,0.0,0.0,0.0
2023-12-31,1586.06,0.0,1586.06,261.76,198.26,-22.97,327.2,97.67,51.17,481.96,191.01,17.06,208.07,20.56,187.51,0.0,187.51,63.45,124.06,0.0,124.06,58.85,10.54,10.54,0.0,0.0,0.0,0.0,0.0
2024-03-31,1647.78,0.0,1647.78,265.98,225.59,-35.79,319.98,84.93,49.18,511.64,226.27,17.99,244.26,20.94,223.32,0.0,223.32,80.97,142.35,0.0,142.35,58.85,12.1,12.1,0.0,0.0,0.0,0.0,0.0
2024-06-30,1444.52,0.0,1444.52,230.25,178.57,43.57,265.92,87.45,46.89,454.2,137.67,92.17,229.84,19.03,210.81,0.0,210.81,54.5,156.31,0.0,156.31,58.85,13.28,13.28,0.0,0.0,0.0,0.0,0.0
2024-09-30,1141.34,0.0,1141.34,226.93,149.95,-36.88,246.26,95.9,49.8,397.84,11.54,11.87,23.41,17.69,5.72,0.0,5.72,-1.82,7.54,0.0,7.54,58.85,0.64,0.64,0.0,0.0,0.0,0.0,0.0
2024-12-31,1373.29,0.0,1373.29,240.23,172.77,22.12,235.6,101.45,50.81,458.59,91.72,10.64,102.36,17.18,85.18,0.0,85.18,25.54,59.64,0.0,59.64,58.85,5.07,5.07,0.0,0.0,0.0,0.0,0.0
