Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Power & Fuel,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2017-06-30,966.18,0.0,966.18,154.84,0.0,13.34,226.64,65.48,35.79,401.92,68.17,18.97,87.14,39.8,47.34,-12.48,34.86,7.06,27.8,27.8,77.01,3.61,3.61,0.0,0.0,0.0,0.0,0.0
2017-09-30,796.6,0.0,796.6,135.45,0.0,-16.16,209.18,64.54,35.99,327.43,40.17,8.08,48.25,44.6,3.65,0.0,3.65,-0.75,4.4,4.4,77.01,0.57,0.57,0.0,0.0,0.0,0.0,0.0
2017-12-31,894.61,0.0,894.61,162.19,0.09,0.4,206.81,67.45,36.52,419.17,1.98,12.33,14.31,36.94,-22.63,0.0,-22.63,1.89,-24.52,-24.52,77.01,-3.18,-3.18,0.0,0.0,0.0,0.0,0.0
2018-03-31,1066.58,0.0,1066.58,181.18,0.36,36.54,220.83,67.04,37.75,436.66,86.22,39.5,125.72,43.87,81.85,0.0,81.85,-25.6,107.45,107.45,77.01,13.95,13.95,0.0,0.0,0.0,0.0,0.0
2018-06-30,1095.36,0.0,1095.36,212.12,0.19,5.53,239.87,64.89,36.88,458.62,77.26,22.86,100.12,46.96,53.16,0.0,53.16,11.64,41.52,41.52,77.01,5.39,5.39,0.0,0.0,0.0,0.0,0.0
2018-09-30,975.68,0.0,975.68,244.44,0.07,-33.68,229.59,67.29,37.47,407.82,22.68,23.24,45.92,45.16,0.76,0.0,0.76,-1.06,1.82,1.82,77.01,0.24,0.24,0.0,0.0,0.0,0.0,0.0
2018-12-31,1086.8,0.0,1086.8,259.52,0.02,25.51,232.02,66.04,37.35,413.59,52.75,5.9,58.65,44.33,14.32,0.0,14.32,7.33,6.99,6.99,77.01,0.91,0.91,0.0,0.0,0.0,0.0,0.0
2019-03-31,1267.02,0.0,1267.02,232.25,1.17,19.46,278.77,75.05,36.83,519.19,104.3,29.08,133.38,41.61,91.77,0.0,91.77,4.32,87.45,87.45,77.01,11.36,11.36,0.0,0.0,0.0,0.0,0.0
2019-06-30,1298.07,0.0,1298.07,270.05,1.76,-11.48,266.85,71.69,36.17,495.71,167.32,15.02,182.34,45.02,137.32,0.0,137.32,35.16,102.16,102.16,77.01,13.27,13.27,0.0,0.0,0.0,0.0,0.0
2019-09-30,1144.57,0.0,1144.57,240.9,3.45,-5.76,239.31,76.11,37.66,432.6,120.3,24.24,144.54,49.56,94.98,0.0,94.98,27.17,67.81,67.81,77.01,8.8,8.8,0.0,0.0,0.0,0.0,0.0
2019-12-31,1158.99,0.0,1158.99,248.96,5.34,17.8,222.94,77.74,39.5,442.19,104.52,19.63,124.15,45.97,78.18,0.0,78.18,23.68,54.5,54.5,77.01,7.08,7.08,0.0,0.0,0.0,0.0,0.0
2020-03-31,1144.97,0.0,1144.97,259.64,5.5,-46.67,233.24,72.62,37.85,451.06,131.73,23.59,155.32,44.68,110.64,0.0,110.64,19.27,91.37,91.37,77.01,11.87,11.87,0.0,0.0,0.0,0.0,0.0
2020-06-30,774.12,0.0,774.12,147.26,2.21,52.1,0.0,63.19,36.92,415.94,56.5,17.74,74.24,35.99,38.25,0.0,38.25,10.28,27.97,27.97,77.01,3.63,3.63,0.0,0.0,0.0,0.0,0.0
2020-09-30,1091.62,0.0,1091.62,239.47,5.78,-31.4,209.38,74.23,37.5,420.2,136.46,21.27,157.73,33.17,124.56,0.0,124.56,40.73,83.83,83.83,77.01,10.89,10.89,0.0,0.0,0.0,0.0,0.0
2020-12-31,1184.42,0.0,1184.42,265.66,7.36,-38.66,0.0,78.71,37.92,717.11,116.32,47.96,164.28,32.18,132.1,0.0,132.1,43.4,88.7,88.7,77.01,11.52,11.52,0.0,0.0,0.0,0.0,0.0
2021-03-31,1391.99,0.0,1391.99,307.14,9.32,53.78,235.23,81.52,48.48,516.96,139.56,24.26,163.82,28.37,135.45,0.0,135.45,-92.56,228.01,228.01,77.01,29.61,29.61,0.0,0.0,0.0,0.0,0.0
2021-06-30,1135.05,0.0,1135.05,253.77,4.98,-51.93,240.21,79.98,42.47,441.33,124.24,10.17,134.41,27.4,107.01,0.0,107.01,29.22,77.79,77.79,77.01,10.1,10.1,0.0,0.0,0.0,0.0,0.0
2021-09-30,1085.04,0.0,1085.04,215.05,5.62,14.31,225.4,82.22,43.61,430.55,68.28,16.47,84.75,25.62,59.13,0.0,59.13,17.36,41.77,41.77,77.01,5.43,5.43,0.0,0.0,0.0,0.0,0.0
2021-12-31,1116.58,0.0,1116.58,239.12,7.93,-46.5,309.0,84.16,45.14,441.68,36.05,10.01,46.06,25.4,20.66,7.0,27.66,1.31,26.35,26.35,77.01,3.42,3.42,0.0,0.0,0.0,0.0,0.0
2022-03-31,1454.26,0.0,1454.26,285.55,8.01,70.14,324.82,86.16,45.64,552.49,81.45,57.74,139.19,22.11,117.08,-38.44,78.64,21.63,57.01,57.01,77.01,7.4,7.4,0.0,0.0,0.0,0.0,0.0
2022-06-30,1364.68,0.0,1364.68,270.15,8.8,-64.19,0.0,89.49,42.4,969.06,48.97,14.46,63.43,24.7,38.73,-25.46,13.27,-0.5,13.77,13.77,77.01,1.79,1.79,0.0,0.0,0.0,0.0,0.0
2022-09-30,1262.78,0.0,1262.78,273.64,7.39,-46.98,420.94,91.64,43.43,515.7,-42.98,43.07,0.09,28.24,-28.15,0.0,-28.15,-11.05,-17.1,-17.1,77.01,-2.22,-2.22,0.0,0.0,0.0,0.0,0.0
2022-12-31,1284.55,0.0,1284.55,291.33,7.94,-102.69,0.0,90.93,43.82,922.2,31.02,8.35,39.37,29.77,9.6,0.0,9.6,2.58,7.02,7.02,77.01,0.91,0.91,0.0,0.0,0.0,0.0,0.0
2023-03-31,1529.18,0.0,1529.18,255.36,8.01,171.49,355.87,88.95,57.66,550.46,41.38,36.54,77.92,24.29,53.63,0.0,53.63,11.92,41.71,41.71,77.01,5.42,5.42,0.0,0.0,0.0,0.0,0.0
2023-06-30,1464.57,0.0,1464.57,342.05,10.67,4.7,0.0,93.98,50.45,894.95,67.77,13.26,81.03,28.89,52.14,0.0,52.14,11.64,40.5,40.5,77.01,5.26,5.26,0.0,0.0,0.0,0.0,0.0
2023-09-30,1417.66,0.0,1417.66,301.97,7.54,28.87,0.0,95.34,54.64,854.27,75.03,21.18,96.21,28.75,67.46,-0.25,67.21,20.11,47.1,47.1,77.01,6.12,6.12,0.0,0.0,0.0,0.0,0.0
2023-12-31,1331.64,0.0,1331.64,320.04,9.7,-36.76,302.96,93.25,52.66,497.86,91.93,13.23,105.16,30.41,74.75,0.0,74.75,23.5,51.25,51.25,77.01,6.66,6.66,0.0,0.0,0.0,0.0,0.0
2024-03-31,1482.88,0.0,1482.88,332.33,13.29,27.33,308.75,100.59,55.94,549.7,94.95,23.34,118.29,23.07,95.22,7.03,102.25,42.99,59.26,59.26,77.01,7.7,7.7,0.0,0.0,0.0,0.0,0.0
2024-06-30,1214.68,0.0,1214.68,297.98,7.08,-33.81,288.65,99.04,52.89,502.97,-0.12,14.98,14.86,25.87,-11.01,0.0,-11.01,-1.84,-9.17,-9.17,77.01,-1.19,-1.19,0.0,0.0,0.0,0.0,0.0
2024-09-30,1126.31,0.0,1126.31,273.58,5.78,-48.82,284.71,94.19,53.4,472.54,-9.07,15.03,5.96,26.13,-20.17,0.0,-20.17,-3.51,-16.66,-16.66,77.01,-2.16,-2.16,0.0,0.0,0.0,0.0,0.0
2024-12-31,1281.92,0.0,1281.92,300.37,7.54,-4.51,293.42,97.67,50.74,520.13,16.56,14.2,30.76,26.71,4.05,0.0,4.05,3.29,0.76,0.76,77.01,0.09,0.09,0.0,0.0,0.0,0.0,0.0
2025-03-31,1588.77,0.0,1588.77,323.68,9.57,79.65,274.87,93.99,54.11,574.86,178.04,35.56,213.6,20.57,193.03,0.0,193.03,38.71,154.32,154.32,77.01,20.04,20.04,0.0,0.0,0.0,0.0,0.0
