Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Reserves Excluding Revaluation Reserves,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2015-09-30,617.08,4.12,621.2,342.45,0.0,-5.65,192.71,12.56,105.05,-25.92,7.28,-18.64,11.52,-30.16,0.0,-30.16,0.0,-30.16,-30.16,41.64,0.0,-7.24,-7.24,1.91,45.97,2.25,100.0,54.03
2015-12-31,756.99,6.53,763.52,434.4,0.0,43.32,193.22,13.07,73.88,5.63,9.62,15.25,13.02,2.23,0.87,3.1,0.0,3.1,3.1,41.64,0.0,0.74,0.74,0.0,0.0,0.0,0.0,0.0
2016-03-31,1001.53,7.22,1008.75,424.41,0.51,108.78,185.93,14.72,109.56,164.84,15.02,179.86,12.79,167.07,-0.87,166.2,11.62,154.58,154.58,41.64,0.0,37.12,37.12,0.0,0.0,0.0,0.0,0.0
2016-06-30,291.93,3.34,295.27,165.92,0.0,-47.03,181.34,14.81,82.8,-102.57,5.25,-97.32,9.78,-107.1,0.0,-107.1,0.0,-107.1,-107.1,41.64,0.0,-25.72,-25.72,0.0,0.0,0.0,0.0,0.0
2016-09-30,450.79,2.73,453.52,247.74,0.0,-132.9,177.61,15.07,161.15,-15.15,8.79,-6.36,10.24,-16.6,0.0,-16.6,0.0,-16.6,-16.6,41.64,0.0,-3.99,-3.99,0.0,0.0,0.0,0.0,0.0
2016-12-31,711.49,7.99,719.48,310.1,0.0,28.85,188.12,17.72,158.5,16.19,18.69,34.88,13.14,21.74,0.0,21.74,0.0,21.74,21.74,41.64,0.0,5.22,5.22,0.0,0.0,0.0,0.0,0.0
2017-03-31,1315.95,0.0,1315.95,623.82,0.0,25.99,233.65,14.38,232.94,185.17,29.72,214.89,14.64,200.25,0.0,200.25,13.85,186.4,186.4,41.77,0.0,44.76,44.76,0.0,0.0,0.0,0.0,0.0
2017-06-30,627.03,4.63,631.66,347.75,0.0,-7.4,199.71,15.45,155.14,-78.99,5.13,-73.86,11.27,-85.13,0.0,-85.13,0.0,-85.13,-85.13,41.64,0.0,-20.44,-20.44,0.0,0.0,0.0,0.0,0.0
2017-09-30,689.65,0.0,689.65,389.88,0.0,-25.93,193.09,15.86,98.88,17.87,3.76,21.63,11.43,10.2,0.0,10.2,0.0,10.2,10.2,41.64,0.0,2.45,2.45,0.0,0.0,0.0,0.0,0.0
2017-12-31,731.51,0.0,731.51,383.47,0.0,-4.89,197.11,16.41,114.26,25.15,4.2,29.35,12.66,16.69,0.0,16.69,0.0,16.69,16.69,41.64,0.0,4.01,4.01,0.0,0.0,0.0,0.0,0.0
2018-03-31,1252.6,0.0,1252.6,604.34,0.0,56.88,218.59,16.52,133.32,222.95,11.81,234.76,12.72,222.04,0.0,222.04,34.35,187.69,187.69,41.64,0.0,45.07,45.07,0.0,0.0,0.0,0.0,0.0
2018-06-30,454.68,0.0,454.68,265.23,0.0,27.26,196.92,16.99,102.25,-153.97,4.65,-149.32,11.02,-160.34,0.0,-160.34,0.0,-160.34,-160.34,41.64,0.0,-38.5,-38.5,0.0,0.0,0.0,0.0,0.0
2018-09-30,734.05,0.0,734.05,408.29,0.0,-12.77,190.2,17.8,103.52,27.01,4.22,31.23,14.34,16.89,0.0,16.89,0.0,16.89,16.89,41.64,0.0,4.06,4.06,0.0,0.0,0.0,0.0,0.0
2018-12-31,923.85,0.0,923.85,561.64,0.0,-16.6,192.95,17.48,110.61,57.77,5.2,62.97,18.27,44.7,0.0,44.7,0.0,44.7,44.7,41.64,0.0,10.73,10.73,0.0,0.0,0.0,0.0,0.0
2019-03-31,1368.48,0.0,1368.48,735.46,0.0,16.34,221.86,17.31,141.09,236.42,9.05,245.47,15.76,229.71,0.0,229.71,67.47,162.24,162.24,41.64,0.0,38.96,38.96,0.0,0.0,0.0,0.0,0.0
2019-06-30,581.07,0.0,581.07,356.02,0.0,0.01,202.0,17.98,99.26,-94.2,9.03,-85.17,11.68,-96.85,0.0,-96.85,0.0,-96.85,-96.85,41.64,0.0,-23.26,-23.26,0.0,0.0,0.0,0.0,0.0
2019-09-30,687.74,0.0,687.74,490.93,0.0,-126.07,205.16,17.83,124.01,-24.12,7.59,-16.53,9.39,-25.92,0.0,-25.92,0.0,-25.92,-25.92,41.77,0.0,-6.22,-6.22,0.0,0.0,0.0,0.0,0.0
2019-12-31,693.59,0.0,693.59,378.5,0.0,-27.96,207.43,17.89,109.47,8.26,6.29,14.55,9.73,4.82,0.0,4.82,0.0,4.82,4.82,41.77,0.0,1.16,1.16,0.0,0.0,0.0,0.0,0.0
2020-03-31,1066.42,0.0,1066.42,665.06,0.0,-137.92,229.28,17.6,166.33,126.07,25.64,151.71,9.7,142.01,0.0,142.01,-44.32,186.33,186.33,41.77,0.0,44.74,44.74,0.0,0.0,0.0,0.0,0.0
2020-06-30,391.24,0.0,391.24,250.39,0.0,-39.67,218.49,17.97,79.21,-135.15,12.33,-122.82,9.93,-132.75,0.0,-132.75,0.0,-132.75,-132.75,41.64,0.0,-31.88,-31.88,0.0,0.0,0.0,0.0,0.0
2020-09-30,663.95,0.0,663.95,454.62,0.0,-149.38,211.83,17.59,108.15,21.14,5.82,26.96,8.6,18.36,0.0,18.36,0.0,18.36,18.36,41.77,0.0,4.41,4.41,0.0,0.0,0.0,0.0,0.0
2020-12-31,728.21,0.0,728.21,577.99,0.0,-225.77,211.21,16.4,120.96,27.42,10.1,37.52,8.27,29.25,0.0,29.25,0.0,29.25,29.25,41.77,0.0,7.02,7.02,0.0,0.0,0.0,0.0,0.0
2021-03-31,1773.81,0.0,1773.81,755.25,0.0,415.69,207.12,18.72,218.68,158.35,31.92,190.27,12.32,177.95,0.0,177.95,18.01,159.94,159.94,41.77,0.0,38.41,38.41,0.0,0.0,0.0,0.0,0.0
2021-06-30,451.0,0.0,451.0,277.34,0.0,-56.45,209.69,16.65,101.91,-98.14,19.52,-78.62,14.21,-92.83,0.0,-92.83,0.0,-92.83,-92.83,41.64,0.0,-22.29,-22.29,0.0,0.0,0.0,0.0,0.0
2021-09-30,1000.42,0.0,1000.42,520.33,0.0,55.41,217.38,16.59,177.9,12.81,13.47,26.28,12.48,13.8,0.0,13.8,0.0,13.8,13.8,41.64,0.0,3.31,3.31,0.0,0.0,0.0,0.0,0.0
2021-12-31,1133.09,0.0,1133.09,605.72,0.0,58.15,219.6,16.61,175.02,57.98,41.5,99.48,20.36,79.12,0.0,79.12,0.0,79.12,79.12,41.64,0.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0
2022-03-31,1683.59,0.0,1683.59,866.18,0.0,92.93,210.96,16.21,283.04,214.28,1.63,215.91,10.27,205.65,0.0,205.65,71.15,134.5,134.5,41.64,0.0,32.3,32.3,0.0,0.0,0.0,0.0,0.0
2022-06-30,669.18,0.0,669.18,394.16,0.0,-12.5,212.57,16.09,130.5,-71.64,0.54,-71.1,11.23,-82.33,0.0,-82.33,0.0,-82.33,-82.33,41.64,0.0,-19.77,-19.77,0.0,0.0,0.0,0.0,0.0
2022-09-30,804.86,0.0,804.86,587.6,0.0,-160.23,210.83,16.0,124.79,25.87,1.25,27.12,10.77,16.35,0.0,16.35,0.0,16.35,16.35,41.64,0.0,3.93,3.93,0.0,0.0,0.0,0.0,0.0
2022-12-31,1036.97,0.0,1036.97,465.38,0.0,124.26,214.3,15.89,141.35,75.79,2.79,78.58,12.04,66.54,0.0,66.54,0.0,66.54,66.54,41.64,0.0,15.98,15.98,0.0,0.0,0.0,0.0,0.0
2023-03-31,1387.94,0.0,1387.94,651.72,0.0,86.15,202.06,16.02,160.96,271.03,19.21,290.24,12.21,278.03,0.0,278.03,119.81,158.22,158.22,41.64,2353.37,37.99,37.99,0.0,0.0,0.0,0.0,0.0
2023-06-30,576.91,0.0,576.91,273.98,0.0,26.19,209.08,15.62,118.11,-66.07,1.46,-64.61,10.03,-74.64,0.0,-74.64,0.0,-74.64,-74.64,41.64,0.0,-17.92,-17.92,0.0,0.0,0.0,0.0,0.0
2023-09-30,916.79,0.0,916.79,472.72,0.0,22.3,205.59,15.73,154.68,45.77,7.48,53.25,10.75,42.5,0.0,42.5,-9.61,52.11,52.11,41.64,0.0,12.51,12.51,0.0,0.0,0.0,0.0,0.0
2023-12-31,1046.97,0.0,1046.97,556.38,0.0,-21.39,210.82,15.75,245.24,40.17,34.42,74.59,7.52,67.07,0.0,67.07,18.65,48.42,48.42,41.64,0.0,11.63,11.63,0.0,0.0,0.0,0.0,0.0
2024-03-31,1513.65,0.0,1513.65,844.39,0.0,-79.52,196.74,16.63,181.62,353.8,4.87,358.67,10.73,347.94,0.0,347.94,90.81,257.13,257.13,41.64,0.0,61.75,61.75,0.0,0.0,0.0,0.0,0.0
2024-06-30,634.08,0.0,634.08,376.6,0.0,-65.56,213.55,16.82,159.5,-66.83,0.81,-66.02,8.92,-74.94,0.0,-74.94,-4.91,-70.03,-70.03,41.64,0.0,-16.82,-16.82,0.0,0.0,0.0,0.0,0.0
2024-09-30,859.84,0.0,859.84,473.6,0.0,-45.95,201.25,17.29,157.92,55.73,15.15,70.88,15.76,55.12,0.0,55.12,3.71,51.41,51.41,41.64,0.0,12.35,12.35,0.0,0.0,0.0,0.0,0.0
2024-12-31,875.77,0.0,875.77,394.99,0.0,70.65,206.71,18.57,143.02,41.83,4.81,46.64,16.7,29.94,0.0,29.94,5.17,24.77,24.77,41.64,0.0,5.95,5.95,0.0,0.0,0.0,0.0,0.0
