Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Power & Fuel,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Prior Year Adjustments,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2016-06-30,2521.39,54.53,2575.92,57.44,0.0,-6.85,1734.83,101.91,233.08,201.26,254.25,41.71,295.96,260.57,35.39,0.0,35.39,9.72,25.67,4.96,30.63,480.62,0.64,0.64,0.0,0.0,0.0,0.0,0.0
2016-09-30,2626.14,49.55,2675.69,38.62,0.0,2.22,1673.74,106.38,232.92,213.25,408.56,52.75,461.31,261.32,199.99,0.0,199.99,61.31,138.68,0.0,138.68,480.62,2.89,2.89,0.0,0.0,0.0,0.0,0.0
2016-12-31,2258.23,56.19,2314.42,47.48,0.0,-4.8,1399.82,94.69,250.54,201.31,325.38,51.37,376.75,258.61,118.14,0.0,118.14,12.01,106.13,0.0,106.13,480.62,2.21,2.21,0.0,0.0,0.0,0.0,0.0
2017-03-31,2440.8,0.0,2440.8,47.52,0.45,5.13,1392.47,112.05,264.96,196.88,421.34,45.26,466.6,266.06,200.54,0.0,200.54,66.02,134.52,0.0,134.52,480.62,2.8,2.8,0.0,0.0,0.0,0.0,0.0
2017-06-30,3047.23,0.0,3047.23,55.5,0.0,-2.83,1855.11,114.99,273.59,240.91,509.96,33.48,543.44,207.56,335.88,0.0,335.88,137.98,197.9,0.0,197.9,480.62,4.12,4.12,0.0,0.0,0.0,0.0,0.0
2017-09-30,2888.11,0.0,2888.11,56.71,0.0,-0.9,1691.38,115.38,275.97,213.33,536.24,85.14,621.38,210.98,410.4,0.0,410.4,102.95,307.45,0.0,307.45,480.62,6.4,6.4,0.0,0.0,0.0,0.0,0.0
2017-12-31,2742.41,0.0,2742.41,57.02,0.0,-5.18,1598.66,106.43,266.28,202.16,517.04,42.3,559.34,212.52,346.82,0.0,346.82,145.59,201.23,0.0,201.23,480.62,4.19,4.19,0.0,0.0,0.0,0.0,0.0
2018-03-31,2798.1,0.0,2798.1,64.21,0.0,10.16,1676.99,128.52,295.3,238.86,384.06,107.0,491.06,208.63,282.43,0.0,282.43,67.27,215.16,0.0,215.16,480.62,4.48,4.48,0.0,0.0,0.0,0.0,0.0
2018-06-30,3485.13,0.0,3485.13,72.07,0.0,-23.52,2384.92,111.07,285.91,211.81,442.87,66.15,509.02,227.49,281.53,0.0,281.53,60.49,221.04,0.0,221.04,480.62,4.6,4.6,0.0,0.0,0.0,0.0,0.0
2018-09-30,3381.34,0.0,3381.34,75.6,0.0,0.08,2054.06,108.87,288.51,214.09,640.13,67.46,707.59,223.07,484.52,0.0,484.52,82.44,402.08,0.0,402.08,480.62,8.37,8.37,0.0,0.0,0.0,0.0,0.0
2018-12-31,3217.84,0.0,3217.84,60.38,0.0,-10.15,2154.54,110.31,291.53,199.53,411.7,71.77,483.47,227.14,256.33,0.0,256.33,16.97,239.36,0.0,239.36,480.62,4.98,4.98,0.0,0.0,0.0,0.0,0.0
2019-03-31,2893.21,0.0,2893.21,51.81,54.9,14.01,1717.0,153.96,297.1,220.17,384.26,56.17,440.43,214.45,225.98,0.0,225.98,199.22,26.76,0.0,26.76,480.62,0.56,0.56,0.0,0.0,0.0,0.0,0.0
2019-06-30,3686.48,0.0,3686.48,74.09,24.43,0.37,0.0,123.54,304.7,2677.23,482.12,68.04,550.16,233.26,316.9,0.0,316.9,40.75,276.15,0.0,276.15,480.62,5.75,5.75,0.0,0.0,0.0,0.0,0.0
2019-09-30,3776.53,0.0,3776.53,63.38,29.26,6.67,2149.8,146.14,306.05,389.61,685.62,63.05,748.67,229.84,518.83,0.0,518.83,-224.88,743.71,0.0,743.71,480.62,15.47,15.47,0.0,0.0,0.0,0.0,0.0
2019-12-31,3048.34,0.0,3048.34,65.0,0.0,-11.03,1793.44,135.62,308.24,252.37,504.7,57.19,561.89,220.47,341.42,0.0,341.42,-99.04,440.46,0.0,440.46,480.62,9.16,9.16,0.0,0.0,0.0,0.0,0.0
2020-03-31,2930.69,0.0,2930.69,48.13,0.0,5.44,1584.09,123.19,311.17,338.44,520.23,56.81,577.04,208.29,368.75,-1000.0,-631.25,-409.07,-222.18,0.0,-222.18,480.62,-4.62,-4.62,0.0,0.0,0.0,0.0,0.0
2020-06-30,2938.36,0.0,2938.36,30.39,0.0,-3.48,1604.69,152.2,292.09,247.81,614.66,51.74,666.4,206.94,459.46,0.0,459.46,93.11,366.35,0.0,366.35,480.62,7.62,7.62,0.0,0.0,0.0,0.0,0.0
2020-09-30,3053.07,0.0,3053.07,23.66,844.86,7.55,1021.96,145.03,292.69,365.73,351.59,62.0,413.59,188.69,224.9,0.0,224.9,26.58,198.32,0.0,198.32,480.62,4.13,4.13,0.0,0.0,0.0,0.0,0.0
2020-12-31,2866.88,0.0,2866.88,0.0,0.45,0.0,1745.92,130.44,294.71,160.42,534.94,61.77,596.71,171.23,425.48,0.0,425.48,77.7,347.78,0.0,347.78,480.62,7.19,7.19,0.0,0.0,0.0,0.0,0.0
2021-03-31,2994.42,0.0,2994.42,0.0,47.79,0.0,1751.48,102.99,303.23,236.26,552.67,75.42,628.09,152.76,475.33,0.0,475.33,60.51,414.82,0.0,414.82,480.62,8.63,8.63,0.0,0.0,0.0,0.0,0.0
2021-06-30,2998.93,0.0,2998.93,0.0,14.74,0.0,0.0,143.73,303.8,2182.13,354.53,54.7,409.23,151.71,257.52,0.0,257.52,58.51,199.01,0.0,199.01,480.62,4.14,4.14,0.0,0.0,0.0,0.0,0.0
2021-09-30,3447.9,0.0,3447.9,0.0,28.55,0.0,0.0,145.02,306.09,2414.41,553.83,63.28,617.11,146.17,470.94,0.0,470.94,114.66,356.28,0.0,356.28,480.62,7.41,7.41,0.0,0.0,0.0,0.0,0.0
2021-12-31,3635.46,0.0,3635.46,0.0,145.28,0.0,2211.13,121.49,308.57,265.98,583.01,87.43,670.44,145.24,525.2,0.0,525.2,145.02,380.18,0.0,380.18,480.62,7.91,7.91,0.0,0.0,0.0,0.0,0.0
2022-03-31,3633.45,0.0,3633.45,0.0,117.42,0.0,0.0,103.83,315.33,2488.39,608.48,90.68,699.16,138.44,560.72,-1300.0,-739.28,-213.52,-525.76,0.0,-525.76,480.62,-10.94,-10.94,0.0,0.0,0.0,0.0,0.0
2022-06-30,4651.15,0.0,4651.15,0.0,189.29,0.0,0.0,125.83,260.29,3388.93,686.81,109.69,796.5,156.51,639.99,0.0,639.99,159.22,480.77,0.0,480.77,480.62,10.0,10.0,0.0,0.0,0.0,0.0,0.0
2022-09-30,5016.71,0.0,5016.71,0.0,563.44,0.0,0.0,128.85,262.62,3287.69,774.11,116.69,890.8,176.22,714.58,0.0,714.58,221.64,492.94,0.0,492.94,480.62,10.26,10.26,0.0,0.0,0.0,0.0,0.0
2022-12-31,4867.24,0.0,4867.24,0.0,728.81,0.0,2410.52,122.08,265.22,272.12,1068.49,94.75,1163.24,177.13,986.11,0.0,986.11,291.17,694.94,0.0,694.94,480.62,14.46,14.46,0.0,0.0,0.0,0.0,0.0
2023-03-31,4301.12,0.0,4301.12,0.0,397.72,0.0,2579.87,137.09,270.75,280.11,635.58,113.51,749.09,158.48,590.61,0.0,590.61,155.54,435.07,0.0,435.07,480.62,9.05,9.05,0.0,0.0,0.0,0.0,0.0
2023-06-30,5383.17,0.0,5383.17,0.0,60.56,0.0,0.0,129.64,274.27,4187.61,731.09,100.37,831.46,192.14,639.32,0.0,639.32,160.44,478.88,0.0,478.88,480.62,9.96,9.96,0.0,0.0,0.0,0.0,0.0
2023-09-30,5106.43,0.0,5106.43,0.0,134.68,0.0,0.0,144.75,277.15,3830.85,719.0,139.78,858.78,194.29,664.49,0.0,664.49,172.6,491.89,0.0,491.89,480.62,10.23,10.23,0.0,0.0,0.0,0.0,0.0
2023-12-31,4680.77,0.0,4680.77,0.0,181.31,0.0,0.0,139.88,283.48,3456.06,620.04,92.62,712.66,190.96,521.7,0.0,521.7,137.96,383.74,0.0,383.74,480.62,7.98,7.98,0.0,0.0,0.0,0.0,0.0
2024-03-31,4786.59,0.0,4786.59,0.0,313.98,0.0,0.0,129.75,288.35,3386.54,667.97,156.83,824.8,204.04,620.76,0.0,620.76,177.24,443.52,0.0,443.52,480.62,9.23,9.23,0.0,0.0,0.0,0.0,0.0
2024-06-30,7193.04,0.0,7193.04,0.0,181.84,0.0,4806.79,154.12,293.45,401.4,1355.44,145.06,1500.5,227.44,1273.06,0.0,1273.06,299.63,973.43,0.0,973.43,480.62,20.25,20.25,0.0,0.0,0.0,0.0,0.0
2024-09-30,5293.19,0.0,5293.19,0.0,147.18,0.0,0.0,169.3,296.4,3982.82,697.49,200.8,898.29,228.97,669.32,0.0,669.32,177.47,491.85,0.0,491.85,480.62,10.23,10.23,0.0,0.0,0.0,0.0,0.0
2024-12-31,4746.26,0.0,4746.26,0.0,393.01,0.0,0.0,150.3,268.88,3279.65,654.42,162.1,816.52,231.63,584.89,0.0,584.89,216.19,368.7,0.0,368.7,503.9,7.56,7.56,0.0,0.0,0.0,0.0,0.0
2025-03-31,4692.34,0.0,4692.34,0.0,381.75,0.0,0.0,147.84,274.99,3235.14,652.62,178.92,831.54,187.29,644.25,0.0,644.25,-445.55,1089.8,0.0,1089.8,503.9,21.63,21.63,0.0,0.0,0.0,0.0,0.0
